ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUIL12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSIL12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEABRN,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
67338.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,7.0,,,,,Staying about the same,Omit,Poor and staying the same,,Omit,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,,,,,,The Democratic candidate,,,,,,,,,,,,The economy,,No,,No,Poor,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,111.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Non married women,Suburbs,Suburbs,English, Illinois,Yes,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,60305.0,1.95590221881866
71047.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 3,3.0,,,,,Getting worse,George W. Bush,Worse,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,1.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,,No,Poor,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,70.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English, Illinois,No,,,,Election day exit poll,,,,,,Version 2,,Yes,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,60608.0,2.60001945495605
44012.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 2,3.0,,,,,,,,Favors the wealthy,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,No,1.0,,Omit,Omit,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,The Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,70.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,,,,,Male,White men,,"Cities over 500,000","Cities over 50,000",English, Illinois,,Not increase for anyone,,,Election day exit poll,,,,,,Version 4,,Yes,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,60608.0,2.60001945495605
22540.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,All others,Complete,,,,No,Call 1,2.0,,,No,Omit,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,4.0,,,,,,,The Democratic candidate,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,,No,All others,,,,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,25.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,Yes,Female,White women,,Suburbs,Suburbs,English, Illinois,,,,Neutral,Election day exit poll,,,,,,Version 3,White Protestants,Yes,All others,,,,No,White Protestant non-evangelical,,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very downscale,60935.0,0.57403028011322
43698.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,,,Call 2,13.0,,,,,Getting better,George W. Bush,Getting better,,Taxes,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,4.0,,,,,,,The Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,Yes,,No,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,Moderate,35.0,Mitt Romney,Cares about people like me,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,,,,,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,No,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,Urban,Urban Core,Upscale,61701.0,0.57403028011322
43369.0,Legal,Legal in most cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Once a week,Weekly,All others,Complete,,,,No,Call 2,8.0,,,No,I dislike the other candidates,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,3.0,,,,,,,The Democratic candidate,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,,No,All others,Yes,,,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,21.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Something else,Other,,No,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,,,Neutral,Election day exit poll,,,,,,Version 3,White something else,No,All others,,,,No,All others,,Suburb,Urban,Urban Core,Upscale,60123.0,2.1634156703949
45045.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 2,7.0,,,,,,,,Is fair to most Americans,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,No,2.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,No,Omit,Mitt Romney,,,No,,,,,Disapprove,Strongly disapprove,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,111.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,,,,,Male,White men,,Suburbs,Suburbs,English, Illinois,,"Increase only on income over $250,000",,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,60305.0,2.58970403671265
45044.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 2,7.0,,,,,,,,Is fair to most Americans,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,No,2.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,The Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,No,Omit,Mitt Romney,,,No,,,,,Disapprove,Strongly disapprove,,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,111.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,,,,,Male,White men,,Suburbs,Suburbs,English, Illinois,,"Increase only on income over $250,000",,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,60305.0,2.58970403671265
21794.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,An important factor,Important,Factor,,Call 1,11.0,,,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Worse today,,3.0,Government should do more to solve problems,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,The economy,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,64.0,Mitt Romney,Cares about people like me,Black,Black,National questionnaire,Black,Midwest,,,,,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,,,Version 1,,No,,,,,,,,High Density Urban,Urban,Urban Core,Very downscale,60432.0,2.36679196357727
42955.0,Legal,Legal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,All others,Complete,,,,Yes,Call 2,2.0,,,No,I like my candidate but with reservations,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,4.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,All others,Yes,,,,,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,25.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,No,Male,White men,Married men,Suburbs,Suburbs,English, Illinois,,,,Neutral,Election day exit poll,,,,,,Version 3,White Protestants,No,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very downscale,60935.0,0.57403028011322
42817.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,All others,Complete,,,,No,Call 2,13.0,,,Yes,I like my candidate but with reservations,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,,,,The Democratic candidate,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,,,No,All others,No,,,,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,37.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,No,Female,White women,Non married women,Rural,Small Cities/Rural,English, Illinois,,,,Neutral,Election day exit poll,,,,,,Version 3,White Protestants,Yes,All others,,,,No,White Protestant non-evangelical,,Low Density Rural,Rural,Rural,Very downscale,62088.0,0.701592564582825
13776.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,All others,Complete,,,,No,,15.0,,,Yes,I like my candidate but with reservations,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,5.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50074.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,Yes,Female,White women,Married women,Rural,Small Cities/Rural,English, Illinois,,,,Omit,Telephone survey,,,,,,Version 3,White Protestants,No,All others,,,,No,White Protestant non-evangelical,,Extremely Low Density Rural,Rural,Rural,Very downscale,62468.0,0.0
42660.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,8.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,,No,3.0,,,,,,,The Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,Married with children,Yes,,,,,,,The rich,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,21.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,The middle class,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White Catholics,No,,No,Mothers with no full time job,Non-working women,,,All others,Suburb,Urban,Urban Core,Upscale,60123.0,1.63394331932068
67421.0,Omit,Omit,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,No,Call 3,7.0,,,No,Omit,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,2.0,,,,,,,The Democratic candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,,,,No,All others,Yes,,,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,111.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,,Omit,Male,White men,Married men,Suburbs,Suburbs,English, Illinois,,,,Neutral,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,60305.0,1.93121325969696
69275.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,Call 3,6.0,Yes,Only cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,3.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,No,No,All others,No,,,,,,,The middle class,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,11.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,The middle class,,Female,White women,Non married women,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Catholics,No,,Yes,"Women, no kids",Working women,,,Working women,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60148.0,1.65984559059143
69508.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,All others,Complete,,,,No,Call 3,16.0,,,No,I dislike the other candidates,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,4.0,,,,,,,The Republican candidate,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,,,No,All others,Yes,,,,,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,18.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,No,Female,White women,Married women,Rural,Small Cities/Rural,English, Illinois,,,,Neutral,Election day exit poll,,,,,,Version 3,White Protestants,Yes,All others,,,,No,White Protestant non-evangelical,,Extremely Low Density Rural,Rural,Rural,Downscale,60927.0,0.57403028011322
69503.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,All others,Complete,,,,Yes,Call 3,2.0,,,Yes,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,,,The Republican candidate,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,25.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,,No,Male,White men,Married men,Suburbs,Suburbs,English, Illinois,,,,Support,Election day exit poll,,,,,,Version 3,White Protestants,No,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very downscale,60935.0,0.57403028011322
25076.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 1,6.0,Yes,Only cell phone service,No,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,3.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,No,No,All others,No,,,,,,,The poor,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,11.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other christian,The middle class,,Female,White women,Non married women,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Protestants,No,,Yes,"Women, no kids",Working women,,,Working women,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,60148.0,1.54189014434814
44385.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Not complete,,,,,Call 2,7.0,,,,,,,,,,,,,,,,,,2.0,,Mitt Romney,,,,,The Republican candidate,,,,,,,,,,,,,,No,,,,,,,,,,45+,65+,,,,,,,,111.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,,,,,Male,White men,,Suburbs,Suburbs,English, Illinois,,Not increase for anyone,,,Election day exit poll,,,,,,Version 4,,,,,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,60305.0,2.58970403671265
23141.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 1,7.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,No,2.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,,Yes,No,Married with children,Yes,,,,,,,The poor,45+,65+,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,111.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,The middle class,,Male,White men,Married men,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,Yes,Version 5,White Catholics,No,,No,All men,Non-working men,,,All others,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,60305.0,2.58970403671265
22917.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 1,12.0,Yes,Both regular land-line and cell phone service,No,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Favorable,,No,5.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,,Yes,Yes,All others,Yes,,,,,,,The middle class,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,51.0,Mitt Romney,,Other,White,National questionnaire,Hispanic/Latino,Midwest,Protestant/Other Non-Catholic Christian,Protestant,The middle class,,Male,Latino men,Married men,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,Non-white,No,,Yes,All men,Working men,,,All others,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,62223.0,0.357867270708084
44376.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 2,18.0,,,,,,,,Is fair to most Americans,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,No,4.0,,Mitt Romney,Mitt Romney,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Only Mitt Romney,No,Yes,Mitt Romney,,,No,,,,,Disapprove,Strongly disapprove,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,54.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,,,,,Female,White women,,Suburbs,Suburbs,English, Illinois,,Increase for all,,,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0,0.388939827680588
21198.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,,,,Call 1,2.0,,,,,Getting worse,Barack Obama,Worse,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,Angry,"Dissatisfied, but not angry or angry",,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,25.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,Midwest,,,,,Male,White men,Married men,Suburbs,Suburbs,English, Illinois,No,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very downscale,60935.0,0.57403028011322
23128.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,16.0,,,,,Staying about the same,Barack Obama,Poor and staying the same,,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,,Yes,Not so good,Not so good or poor,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,18.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,Midwest,,,,,Male,White men,Married men,Rural,Small Cities/Rural,English, Illinois,No,,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,60927.0,0.57403028011322
23118.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Protestant/Attend weekly,Complete,,,,Yes,Call 1,18.0,,,Yes,I strongly favor my candidate,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,,,The Republican candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,Married with children,Yes,,,,,,,,45+,65+,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,54.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,,No,Male,White men,Married men,Suburbs,Suburbs,English, Illinois,,,,Support,Election day exit poll,,,,,,Version 3,White Protestants,No,White Born-again/Evangelical Christians,,,,Yes,White Protestant evangelical,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0,0.388939827680588
42403.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,Not a factor at all,Not important,Not a factor,,Call 2,18.0,,,Yes,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,,4.0,Government is doing too many things better left to businesses and individuals,,,,,,The Republican candidate,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,Married with children,Yes,,,,,,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,54.0,Mitt Romney,Shares my values,White,White,National questionnaire,White,Midwest,,,,,Female,White women,Married women,Suburbs,Suburbs,English, Illinois,,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,61550.0,0.388939827680588
23087.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 1,13.0,Yes,Only cell phone service,Yes,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,No,4.0,,,,,,,The Republican candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,No,No,Married with children,Yes,,,,,,,The poor,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,35.0,Mitt Romney,,White,White,National questionnaire,White,Midwest,Catholic,Catholic,The middle class,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,White Catholics,No,,No,All men,Non-working men,,,All others,Suburb,Urban,Urban Core,Upscale,61701.0,0.57403028011322
23075.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Not complete,,,,,Call 1,11.0,,,,,,,,,,,,,,,,,,3.0,,Mitt Romney,,,,,The Republican candidate,,,,,,,,,,,,,,Yes,,,,,,,,,,18-44,18-64,,,,,,,,64.0,Mitt Romney,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Midwest,,,,,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000",English, Illinois,,"Increase only on income over $250,000",,,Election day exit poll,,,,,,Version 4,,,,,,,,,,High Density Urban,Urban,Urban Core,Very downscale,60432.0,2.06555104255676
