ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,GEOCODE,GOVTDO10,GOVVT12,HOUVT12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSVT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENVT12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,VTHEALTH,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
43936.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,28.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Town,70s Suburbs,Urban Perimeter,Very upscale,5452.0,0.850700557231903
57697.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,19.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Non married men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Town,Rural,Rural,Upscale,5401.0,0.861893951892853
42600.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,4.0,Government is doing too many things better left to businesses and individuals,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,56.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,Rural,Rural,Upscale,5491.0,0.910716474056244
42481.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 2,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,4.0,Government is doing too many things better left to businesses and individuals,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,63.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Town,Rural,Rural,Downscale,5701.0,0.917473614215851
56994.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,32.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,Yes,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5457.0,1.02625179290771
64277.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,4.0,Government is doing too many things better left to businesses and individuals,Peter Shumlin,Peter Welch,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,63.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,Yes,Town,Rural,Rural,Downscale,5701.0,1.12937831878662
57776.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 3,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,Emily Peyton,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,32.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5457.0,1.13872957229614
41633.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,3.0,Government is doing too many things better left to businesses and individuals,Randy Brock,Mark Donka,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,85.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Non married men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,Rural,Rural,Very upscale,5091.0,1.2571177482605
46066.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,Randy Brock,Mark Donka,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,28.0,Barack Obama,White,White,State questionnaire,White,East,John MacGovern,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Town,70s Suburbs,Urban Perimeter,Very upscale,5452.0,1.25872611999512
24619.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 1,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government is doing too many things better left to businesses and individuals,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,35.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Non married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Extremely Low Density Rural,Rural,Rural,Very downscale,5748.0,1.72118020057678
57239.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,3.0,Government is doing too many things better left to businesses and individuals,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,52.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Non married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,Rural,Rural,Very upscale,5602.0,0.486736953258514
41331.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,1.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,Peter Shumlin,Peter Welch,,,,,,,The economy,No,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,60.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5477.0,0.721034944057465
26294.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 1,1.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,4.0,Government is doing too many things better left to businesses and individuals,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,56.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,Rural,Rural,Upscale,5491.0,0.910716474056244
61152.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government is doing too many things better left to businesses and individuals,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,63.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Town,Rural,Rural,Downscale,5701.0,1.12937831878662
63720.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I dislike the other candidates,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government is doing too many things better left to businesses and individuals,Randy Brock,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,63.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Town,Rural,Rural,Downscale,5701.0,1.23357307910919
56796.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,I like my candidate but with reservations,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,Randy Brock,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,19.0,Mitt Romney,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Town,Rural,Rural,Upscale,5401.0,1.04396271705627
41973.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 2,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Omit,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,60.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5477.0,0.721034944057465
58785.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Omit,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,79.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,5494.0,0.771209716796875
41118.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Omit,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,79.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,5494.0,0.771209716796875
57952.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Omit,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,23.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,0.842052757740021
57536.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Omit,Peter Shumlin,Peter Welch,,,,,,,The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,19.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Town,Rural,Rural,Upscale,5401.0,0.861893951892853
41975.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,No high school diploma,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,4.0,Omit,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,63.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Non married women,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Town,Rural,Rural,Downscale,5701.0,0.917473614215851
41776.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 2,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Omit,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,67.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,Rural,Rural,Very downscale,5819.0,0.980300188064575
56443.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Omit,Peter Shumlin,Peter Welch,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,35.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Non married men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Extremely Low Density Rural,Rural,Rural,Very downscale,5748.0,2.11303043365479
25966.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 1,1.0,I like my candidate but with reservations,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,2.0,Omit,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,79.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,5494.0,0.95188570022583
26158.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,4.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Health care,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,56.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,Rural,Rural,Upscale,5491.0,0.908273696899414
40823.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,I like my candidate but with reservations,No high school diploma,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,4.0,Government should do more to solve problems,Randy Brock,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,23.0,Mitt Romney,White,White,State questionnaire,White,East,,Male,White men,Non married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,Yes,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,1.04066061973572
42632.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,All others,All others,Complete,Call 2,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Other,Peter Welch,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Health care,No,Yes,45+,18-64,,,,,,Liberal,23.0,Barack Obama,Other,Other,State questionnaire,Other,East,Bernie Sanders,Male,All other races,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,0.0
24504.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Dave Eagle,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Health care,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,60.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Male,White men,Married men,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5477.0,0.44060954451561
57268.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,52.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Non married women,Rural,Small Cities/Rural, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,Rural,Rural,Very upscale,5602.0,0.486736953258514
26668.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Health care,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,23.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,0.682223975658417
25554.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Health care,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,23.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,0.682223975658417
24997.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,Complete,Call 1,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",Health care,Yes,Yes,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,23.0,Barack Obama,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Bernie Sanders,Female,Latino women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,0.684058785438538
26931.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Peter Shumlin,Peter Welch,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Health care,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,28.0,Barack Obama,White,White,State questionnaire,White,East,Bernie Sanders,Female,White women,Married women,Suburbs,Suburbs, Vermont,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Favor,No,Town,70s Suburbs,Urban Perimeter,Very upscale,5452.0,0.691084027290344
