ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRNAGAIN,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMS12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENMS12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
66627.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Never,Never,Complete,No,Call 3,1.0,I dislike the other candidates,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,White,White,State questionnaire,White,South,Roger Wicker,Male,White men,Non married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.23209619522095
31723.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Never,Never,Complete,No,Call 1,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,101.0,Other,White,White,State questionnaire,White,South,Other,Male,White men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,2.62006640434265
65584.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,More than once a week,Weekly,Complete,Yes,Call 3,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,White,White,State questionnaire,White,South,Roger Wicker,Male,White men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.12675404548645
32273.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,More than once a week,Weekly,Complete,Yes,Call 1,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,White,White,State questionnaire,White,South,Roger Wicker,Male,White men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.35383069515228
65955.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,Complete,Yes,Call 3,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,White,White,State questionnaire,White,South,Roger Wicker,Female,White women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.0599867105484
32892.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Yes,Call 1,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,White,White,State questionnaire,White,South,Roger Wicker,Female,White women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.0599867105484
32891.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Yes,Call 1,1.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,White,White,State questionnaire,White,South,Roger Wicker,Female,White women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.0599867105484
32543.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Once a week,Weekly,Complete,Yes,Call 1,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,White,White,State questionnaire,White,South,Other,Male,White men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Very upscale,38668.0,3.05617022514343
65412.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,No,Call 3,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Mitt Romney,The economy,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,White,White,State questionnaire,White,South,Roger Wicker,Male,White men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.12675404548645
64727.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Once a week,Weekly,Complete,No,Call 3,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Omit,Mitt Romney,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Mitt Romney,The economy,,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,White,White,State questionnaire,White,South,Roger Wicker,Male,White men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.35383069515228
65627.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Complete,,Call 3,1.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,Better today,3.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,Health care,No,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,21.0,Barack Obama,Black,Black,National questionnaire,Black,South,Albert Gore,Female,Black women,Married women,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,,Low Density Rural,80s Suburbs,Urban Perimeter,Very downscale,38680.0,0.94066333770752
32989.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,Complete,,Call 1,3.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,Better today,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,Health care,No,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,3.0,Barack Obama,Black,Black,National questionnaire,Black,South,Albert Gore,Male,Black men,Married men,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,,Low Density Rural,Rural,Rural,Upscale,39120.0,1.45346176624298
33242.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,1.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Worse today,3.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,Health care,No,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,21.0,Mitt Romney,White,White,National questionnaire,White,South,Roger Wicker,Female,White women,Non married women,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,,Low Density Rural,80s Suburbs,Urban Perimeter,Very downscale,38680.0,0.850778758525848
64848.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,Call 3,1.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,About the same,3.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,Health care,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,21.0,Barack Obama,Black,Black,National questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,,Low Density Rural,80s Suburbs,Urban Perimeter,Very downscale,38680.0,0.94066333770752
65555.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,,Call 3,1.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Better today,3.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Health care,,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,21.0,Barack Obama,Black,Black,National questionnaire,Black,South,Albert Gore,Male,Black men,Married men,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,,Low Density Rural,80s Suburbs,Urban Perimeter,Very downscale,38680.0,0.999914705753326
32168.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,More than once a week,Weekly,Complete,Yes,Call 1,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,101.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.17197394371033
64618.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,Yes,Call 3,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,No,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,101.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.24579536914825
66041.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Complete,Yes,Call 3,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,No,No,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Conservative,101.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Non married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.24579536914825
44716.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Once a week,Weekly,Complete,Yes,Call 2,1.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,No,No,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,101.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Male,Black men,Non married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.36226677894592
32363.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,Yes,Call 1,1.0,I dislike the other candidates,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,Health care,No,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,101.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.17197394371033
66338.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a year,Occasionally,Complete,No,Call 3,1.0,I dislike the other candidates,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Worse today,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,101.0,Barack Obama,White,White,State questionnaire,White,South,Albert Gore,Male,White men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.17895400524139
64523.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,More than once a week,Weekly,Complete,Yes,Call 3,1.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,101.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.17197394371033
44850.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,Yes,Call 2,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Better today,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,No,Yes,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,All others,Moderate,101.0,Barack Obama,Black,Black,State questionnaire,Black,South,Albert Gore,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.17197394371033
44965.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Yes,Call 2,1.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Health care,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,101.0,Mitt Romney,White,White,State questionnaire,White,South,Roger Wicker,Female,White women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.0599867105484
66456.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,More than once a week,Weekly,Complete,Yes,Call 3,1.0,I strongly favor my candidate,No high school diploma,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Worse today,3.0,Government should do more to solve problems,Mitt Romney,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Omit,No,No,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,101.0,Mitt Romney,White,White,State questionnaire,White,South,Roger Wicker,Male,White men,Non married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,Low Density Rural,Rural,Rural,Very upscale,38668.0,1.23209619522095
66503.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Not complete,,Call 3,3.0,,,,,,,,,2.0,,,,,,,,,,,No,Yes,45+,18-64,,,,,,,98.0,Barack Obama,Black,Black,National questionnaire,Black,South,Albert Gore,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,Version 1,,,Extremely Low Density Rural,Rural,Rural,Downscale,39168.0,0.895426332950592
32777.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Not complete,,Call 1,3.0,,,,,,,,,2.0,,,,,,,,,,,No,,45+,65+,,,,,,,98.0,Mitt Romney,White,White,National questionnaire,White,South,Roger Wicker,Male,White men,,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,Version 4,,,Extremely Low Density Rural,Rural,Rural,Downscale,39168.0,1.22240352630615
66188.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Once a week,Weekly,Complete,Yes,Call 3,3.0,Omit,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,,,,,,,,,,No,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,98.0,Barack Obama,Black,Black,National questionnaire,Black,South,Albert Gore,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,Version 3,No,All others,Extremely Low Density Rural,Rural,Rural,Downscale,39168.0,0.895426332950592
32394.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,Yes,Call 1,3.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,No,No,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,98.0,Barack Obama,Black,Black,National questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,Version 3,No,All others,Extremely Low Density Rural,Rural,Rural,Downscale,39168.0,0.895426332950592
66827.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,Yes,Call 3,3.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,98.0,Barack Obama,Black,Black,National questionnaire,Black,South,Albert Gore,Female,Black women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,Version 3,No,All others,Extremely Low Density Rural,Rural,Rural,Downscale,39168.0,0.895426332950592
65050.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,More than once a week,Weekly,Complete,Yes,Call 3,3.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,Yes,Yes,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,98.0,Mitt Romney,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,South,Roger Wicker,Female,Latino women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,Version 3,No,All others,Extremely Low Density Rural,Rural,Rural,Downscale,39168.0,1.0465646982193
45746.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,More than once a week,Weekly,Complete,Yes,Call 2,3.0,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,98.0,Mitt Romney,White,White,National questionnaire,White,South,Roger Wicker,Female,White women,Married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,Version 3,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Downscale,39168.0,1.14996826648712
32441.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,Once a week,Weekly,Complete,Yes,Call 1,3.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,Yes,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,98.0,Barack Obama,Black,Black,National questionnaire,Black,South,Albert Gore,Male,Black men,Married men,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,Version 3,No,All others,Extremely Low Density Rural,Rural,Rural,Downscale,39168.0,1.14365172386169
65166.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,A few times a month,Occasionally,Complete,Yes,Call 3,3.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,98.0,Barack Obama,Black,Black,National questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,Version 3,No,All others,Extremely Low Density Rural,Rural,Rural,Downscale,39168.0,0.895426332950592
67113.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a month,Occasionally,Complete,No,Call 3,3.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,2.0,,,,,,,,,,,,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,98.0,Barack Obama,Black,Black,National questionnaire,Black,South,Albert Gore,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,Election day exit poll,,,,Version 3,No,All others,Extremely Low Density Rural,Rural,Rural,Downscale,39168.0,0.895426332950592
