ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,CHILD12,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,GEOCODE,GOVTDO10,HANDLEECON12,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMD12,QRACE3,QRACEAI,QTYPE,QUES6MD,RACE,REGION,SENMD12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
66390.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,Call 3,7.0,Yes,I like my candidate but with reservations,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,2.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Married with children,Yes,45+,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,65.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0,1.23104405403137
16566.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,Call 1,4.0,No,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,103.0,Barack Obama,Black,Black,State questionnaire,Against,Black,East,,Female,Black women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20746.0,0.993017613887787
18857.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,Complete,Call 1,3.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.314851820468903
17527.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,More than once a week,Weekly,Complete,Call 1,7.0,Yes,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,,All others,No,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,30.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,21211.0,0.781000792980194
16157.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,Call 1,1.0,No,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,All others,No,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,58.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Male,White men,Non married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21014.0,1.87454831600189
71978.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,More than once a week,Weekly,Complete,Call 3,5.0,Yes,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,Married with children,Yes,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,49.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Female,Black women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,20602.0,0.7701535820961
17328.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,More than once a week,Weekly,Complete,Call 1,4.0,No,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,All others,No,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,103.0,Barack Obama,Black,Black,State questionnaire,Against,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20746.0,1.06998944282532
16987.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,More than once a week,Weekly,Complete,Call 1,4.0,No,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,All others,No,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,103.0,Barack Obama,Black,Black,State questionnaire,Against,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20746.0,1.06998944282532
42256.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,More than once a week,Weekly,Complete,Call 2,7.0,No,I strongly favor my candidate,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,All others,,45+,65+,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,30.0,Barack Obama,Black,Black,State questionnaire,Against,Black,East,Ben Cardin,Male,Black men,,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,21211.0,1.20013296604156
43160.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,More than once a week,Weekly,Complete,Call 2,7.0,Yes,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,All others,No,18-44,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,30.0,Barack Obama,Black,Black,State questionnaire,Against,Black,East,Ben Cardin,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,21211.0,1.12691175937653
43627.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,Call 2,8.0,Yes,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,No,Married with children,Yes,45+,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,74.0,Barack Obama,Black,Black,State questionnaire,Against,Black,East,Ben Cardin,Male,Black men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,20902.0,1.3744148015976
67966.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,Call 3,4.0,Yes,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,,Married with children,Yes,45+,18-64,Women with children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,103.0,Barack Obama,Black,Black,State questionnaire,Against,Black,East,Ben Cardin,Female,Black women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20746.0,0.983749389648438
42626.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,More than once a week,Weekly,Complete,Call 2,7.0,Yes,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,,,,,,,Barack Obama,The economy,No,All others,No,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,30.0,Barack Obama,Black,Black,State questionnaire,Against,Black,East,Ben Cardin,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,21211.0,0.962255954742432
17054.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,More than once a week,Weekly,Complete,Call 1,4.0,No,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,All others,No,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,103.0,Barack Obama,Black,Black,State questionnaire,Against,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,20746.0,0.983749389648438
15976.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,Complete,Call 1,1.0,No,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,58.0,Barack Obama,White,White,State questionnaire,For,White,East,Daniel Bongino,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21014.0,1.85406386852264
44896.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,Call 2,8.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,All others,No,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,74.0,Barack Obama,White,White,State questionnaire,Against,White,East,Rob Sobhani,Female,White women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,20902.0,1.27377140522003
68683.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,More than once a week,Weekly,Complete,Call 3,7.0,No,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,All others,Yes,45+,65+,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,30.0,Mitt Romney,Black,Black,State questionnaire,Against,Black,East,Ben Cardin,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,21211.0,1.00329458713531
44282.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Once a week,Weekly,Complete,Call 2,7.0,No,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,65.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,21042.0,1.14332401752472
19165.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Once a week,Weekly,Complete,Call 1,8.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,74.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,20902.0,1.31547248363495
17360.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Call 1,1.0,Yes,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Married with children,Yes,45+,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,13.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Male,White men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,80s Suburbs,Urban Perimeter,Upscale,21236.0,0.957478702068329
43520.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Once a week,Weekly,Complete,Call 2,5.0,No,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,All others,No,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,49.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,20602.0,0.837668776512146
68604.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Call 3,5.0,Yes,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,No,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,46.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,20622.0,0.981095016002655
18197.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Once a week,Weekly,Complete,Call 1,8.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,All others,No,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,74.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Female,Black women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,20902.0,0.993551850318909
18178.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Call 1,3.0,Yes,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,No,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,37.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Very upscale,21210.0,0.314851820468903
45237.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Complete,Call 2,5.0,Yes,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,Married with children,Yes,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,49.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Female,Black women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,20602.0,0.7701535820961
45062.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Complete,Call 2,8.0,No,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,All others,Yes,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,75.0,Barack Obama,White,White,State questionnaire,For,White,East,Ben Cardin,Female,White women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,20895.0,0.608586370944977
42868.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Once a week,Weekly,Complete,Call 2,1.0,Yes,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,No,Married with children,Yes,45+,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,13.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Male,Black men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,80s Suburbs,Urban Perimeter,Upscale,21236.0,0.90193784236908
45236.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Complete,Call 2,5.0,Yes,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,Married with children,Yes,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,49.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Female,Black women,Married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,20602.0,0.7701535820961
42665.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,Once a week,Weekly,Complete,Call 2,1.0,Yes,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Barack Obama,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,No,All others,No,45+,18-64,Women with children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,13.0,Barack Obama,Other,Other,State questionnaire,For,Other,East,Ben Cardin,Female,All other races,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,80s Suburbs,Urban Perimeter,Upscale,21236.0,0.817579209804535
67655.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Complete,Call 3,7.0,Yes,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,1.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,All others,No,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,30.0,Barack Obama,Black,Black,State questionnaire,For,Black,East,Ben Cardin,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000", Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,Urban,Urban Core,Very downscale,21211.0,0.781000792980194
44347.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Once a week,Weekly,Complete,Call 2,5.0,Yes,I strongly favor my candidate,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Barack Obama,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,Married with children,Yes,45+,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,49.0,Barack Obama,Black,Black,State questionnaire,Against,Black,East,Ben Cardin,Male,Black men,Married men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,20602.0,1.08807837963104
42210.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,Call 2,1.0,No,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Barack Obama,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,All others,No,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,13.0,Barack Obama,White,White,State questionnaire,Against,White,East,Ben Cardin,Female,White women,Non married women,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,High Density Urban,80s Suburbs,Urban Perimeter,Upscale,21236.0,1.0727744102478
