ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AMD64CO,BACKSIDE,BRNAGAIN,CALL,CDNUM,COGUNLAW,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSCO12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
417.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,No,Complete,No,,4.0,Too strong,I dislike the other candidates,Omit,George W. Bush,Omit,Rising prices,No high school diploma,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Omit,Omit,Omit,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,Federal budget deficit,No,No,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,50014.0,Barack Obama,Omit,White,White,State questionnaire,White,West,Male,White men,Non married men,Suburbs,Suburbs,English,Colorado,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,All others,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,80615.0,3.40625143051147
13285.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,,,4.0,,,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,3.0,,,,,,,,,,,,,,No,Yes,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,50014.0,Barack Obama,,White,White,National questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,English,Colorado,Telephone survey,,,,Version 5,,,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Downscale,80610.0,1.06271123886108
208.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,Complete,No,,2.0,About right,I dislike the other candidates,Getting better,George W. Bush,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50006.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Urban,Urban Core,Downscale,80524.0,0.837019145488739
207.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,2.0,Omit,I like my candidate but with reservations,Getting better,Omit,Getting better,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Omit,About the same,3.0,Government is doing too many things better left to businesses and individuals,Omit,Repeal some of it,Repeal some of it or repeal all of it,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50006.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,80525.0,0.65541934967041
236.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,All others,All others,No,Complete,No,,2.0,About right,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Better today,1.0,Government should do more to solve problems,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,No,Yes,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,50004.0,Barack Obama,Shares my values,Other,Other,State questionnaire,Other,West,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,80304.0,1.15400993824005
772.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,No,Complete,No,,7.0,Too weak,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,1.0,Omit,Barack Obama,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50024.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Upscale,80302.0,3.66872620582581
767.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,Yes,,6.0,Omit,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Barack Obama,Omit,Omit,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Yes,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50021.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,White Born-again/Evangelical Christians,High Density Urban,Urban,Urban Core,Very upscale,80015.0,0.460711687803268
777.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,No,Complete,No,,7.0,Too weak,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Worse today,1.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,Health care,No,Yes,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50024.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,High Density Urban,Urban,Urban Core,Downscale,80246.0,0.849133849143982
773.0,,,,,,,,,,No,Complete,,,7.0,Omit,I dislike the other candidates,Staying about the same,George W. Bush,Poor and staying the same,Omit,,,,,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Offered a chance to apply for legal status,,,,,,,Barack Obama,Foreign policy,No,,Not so good,Not so good or poor,,,,,,,,,50024.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,All others,Suburb,Urban,Urban Core,Upscale,80302.0,0.194239258766174
735.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,6.0,Too weak,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Offered a chance to apply for legal status,,,,,,,Barack Obama,The economy,No,No,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50021.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,High Density Urban,Urban,Urban Core,Upscale,80014.0,0.921423375606537
726.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,No,Complete,Yes,,6.0,Too weak,I strongly favor my candidate,Getting better,George W. Bush,Getting better,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,No,Yes,Good,Excellent or good,45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Liberal,50021.0,Barack Obama,Has a vision for the future,Black,Black,State questionnaire,Black,West,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,High Density Urban,Urban,Urban Core,Upscale,80014.0,0.311628460884094
658.0,65+,60+,45+,60+,65+,65 or over,,,,No,Complete,,,5.0,Omit,I strongly favor my candidate,Staying about the same,George W. Bush,Poor and staying the same,Omit,High school graduate,No college degree,High school graduate or less,,Favorable,Omit,About the same,3.0,Omit,Barack Obama,Omit,Omit,Offered a chance to apply for legal status,,,,,,,Barack Obama,Health care,,,Poor,Not so good or poor,45+,65+,,,,,,,50018.0,Barack Obama,Omit,,,State questionnaire,,West,Female,,,"Cities 50,000-500,000","Cities over 50,000",,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,,High Density Urban,Urban,Urban Core,Downscale,80909.0,0.292445152997971
657.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,5.0,Too weak,I strongly favor my candidate,Getting better,Omit,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Omit,Better today,3.0,Government should do more to solve problems,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Omit,No,No,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50018.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,80918.0,0.311336189508438
664.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,5.0,Too weak,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Omit,Better today,3.0,Omit,Barack Obama,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,,,,,,,Barack Obama,The economy,No,Yes,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50018.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,80918.0,0.934008538722992
10331.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,,,5.0,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Better today,3.0,Government should do more to solve problems,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Health care,No,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50018.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,West,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,,Suburb,Urban,Urban Core,Very upscale,80918.0,0.523158133029938
10309.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,No,Complete,,,1.0,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Better today,1.0,Government is doing too many things better left to businesses and individuals,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,No,Yes,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50000.0,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,,High Density Urban,Urban,Urban Core,Upscale,80220.0,1.75004529953003
650.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,Complete,Yes,,5.0,About right,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Yes,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50018.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Downscale,80916.0,0.837019145488739
640.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,5.0,Too weak,I dislike the other candidates,Staying about the same,George W. Bush,Good and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,Yes,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50018.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,High Density Urban,Urban,Urban Core,Upscale,80917.0,0.733655452728271
614.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,5.0,Too weak,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Foreign policy,No,No,Not so good,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50018.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,Suburb,Urban,Urban Core,Downscale,80904.0,0.386119574308395
585.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,5.0,About right,I strongly favor my candidate,Getting better,George W. Bush,Getting better,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,No,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50018.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,80920.0,0.366827726364136
568.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,No,Complete,No,,5.0,About right,I dislike the other candidates,Getting better,George W. Bush,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,About the same,3.0,Omit,Barack Obama,Repeal all of it,Repeal some of it or repeal all of it,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,No,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50018.0,Barack Obama,Omit,White,White,State questionnaire,White,West,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Downscale,80904.0,3.76469922065735
558.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,No,Complete,No,,5.0,Too weak,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,The housing market,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Expand it,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,Yes,Yes,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,50018.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,High Density Urban,Urban,Urban Core,Upscale,80917.0,0.926754653453827
380.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,All others,All others,No,Complete,Yes,,3.0,About right,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Better today,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,No,Yes,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,50010.0,Barack Obama,Cares about people like me,Other,American Indian,State questionnaire,Other,West,Female,All other races,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very downscale,81001.0,0.881809949874878
322.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,No,Complete,No,,3.0,Too weak,I dislike the other candidates,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,Yes,Yes,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,50010.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Low Density Rural,Urban,Urban Core,Downscale,81005.0,0.527414858341217
259.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,No,Complete,No,,2.0,About right,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Better today,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Yes,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50006.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,80525.0,1.02001416683197
194.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,Complete,No,,2.0,About right,I dislike the other candidates,Getting better,George W. Bush,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Expand it,Expand it or leave it as is,Offered a chance to apply for legal status,,,,,,,Barack Obama,Health care,No,Yes,Not so good,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50006.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Downscale,80537.0,0.397599428892136
192.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,No,Complete,No,,2.0,Too weak,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Better today,1.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,No,No,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,50004.0,Barack Obama,Has a vision for the future,Other,Other,State questionnaire,Other,West,Female,All other races,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,80304.0,0.264176517724991
191.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,No,,2.0,Too weak,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50006.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,80525.0,0.327709674835205
186.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,No,Complete,No,,2.0,About right,I dislike the other candidates,Getting better,George W. Bush,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Unfavorable,Better today,3.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,Health care,No,No,Excellent,Excellent or good,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,All others,Moderate,50006.0,Barack Obama,Cares about people like me,Black,Black,State questionnaire,Black,West,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,Urban,Urban Core,Very upscale,80525.0,1.40891242027283
182.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,Yes,,2.0,Too weak,I strongly favor my candidate,Staying about the same,George W. Bush,Good and staying the same,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,No,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50006.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Very upscale,80525.0,0.733655452728271
