ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AMD1FL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,CUBAN3,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSFL12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENFL12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
2420.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,Complete,,,18.0,,,Yes,No,,,,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,Better today,5.0,Government should do more to solve problems,,,Leave it as is,Expand it or leave it as is,,,,,,,,,,,Federal budget deficit,,Married with children,Yes,,,,,,45+,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50089.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,South,,,,Bill Nelson,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33418.0,2.55117321014404
2341.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,Complete,,,15.0,,,No,"Yes, other Hispanic",,,,,Rising prices,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Worse today,3.0,Government is doing too many things better left to businesses and individuals,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,Federal budget deficit,,All others,Yes,,,,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,50072.0,Mitt Romney,Has a vision for the future,Other,White,State questionnaire,Hispanic/Latino,South,,,,Connie Mack,Male,Latino men,Married men,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33511.0,3.41290378570557
2563.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,No,Complete,,,18.0,,,Yes,No,,,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,4.0,Government is doing too many things better left to businesses and individuals,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,Federal budget deficit,,Married with children,Yes,,,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50088.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,Connie Mack,Female,White women,Married women,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,34990.0,3.08195281028748
22053.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,,Call 1,18.0,,,No,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Worse today,5.0,Government is doing too many things better left to businesses and individuals,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,All others,Yes,,,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,73.0,Mitt Romney,Has a vision for the future,White,White,National questionnaire,White,South,,,,Connie Mack,Female,White women,Married women,Suburbs,Suburbs,English,Florida,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33410.0,0.644336223602295
2551.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Did not vote,Complete,,,21.0,,,No,No,,,,,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,Better today,5.0,Government should do more to solve problems,,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,All others,Yes,,,,,,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,50104.0,Barack Obama,Has a vision for the future,Black,Black,State questionnaire,Black,South,,,,Bill Nelson,Female,Black women,Married women,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33437.0,3.45223116874695
59506.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,No,Complete,,Call 3,21.0,,,Yes,No,,,,,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,Better today,5.0,Government should do more to solve problems,,,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,,The economy,,Married with children,Yes,,,,,,45+,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,77.0,Barack Obama,Has a vision for the future,Black,Black,State questionnaire,Black,South,,,,Bill Nelson,Male,Black men,Married men,Suburbs,Suburbs,English,Florida,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33467.0,0.693126380443573
59297.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Yes,Complete,,Call 3,21.0,,,Yes,"Yes, other Hispanic",,,,,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,About the same,5.0,Government should do more to solve problems,,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,The economy,,Married with children,Yes,,,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Conservative,77.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,,,,Bill Nelson,Male,Latino men,Married men,Suburbs,Suburbs,English,Florida,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33467.0,0.479599833488464
2451.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Yes,Complete,,,18.0,,,Yes,No,,,,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,About the same,5.0,Omit,,,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,The economy,,Married with children,Yes,,,,,,45+,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,50089.0,Barack Obama,Has a vision for the future,Black,Black,State questionnaire,Black,South,,,,Bill Nelson,Female,Black women,Married women,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33411.0,1.2836993932724
40359.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,,Call 2,21.0,,,No,No,,,,,The housing market,No high school diploma,No college degree,High school graduate or less,White no college degree,,,Worse today,5.0,Government is doing too many things better left to businesses and individuals,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,All others,Yes,,,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,77.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,Connie Mack,Female,White women,Married women,Suburbs,Suburbs,English,Florida,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33467.0,0.600800037384033
2366.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Did not vote,Complete,,,15.0,,,No,No,,,,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,About the same,3.0,Government is doing too many things better left to businesses and individuals,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,All others,Yes,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50072.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,Connie Mack,Female,White women,Married women,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Yes,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33511.0,1.46934390068054
19894.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,,Call 1,21.0,,,Yes,No,,,,,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse today,5.0,Government should do more to solve problems,,,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,Married with children,Yes,,,,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,77.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,Bill Nelson,Female,White women,Married women,Suburbs,Suburbs,English,Florida,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33467.0,0.533230781555176
60240.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Did not vote,Complete,,Call 3,21.0,,,Yes,No,,,,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse today,5.0,Government is doing too many things better left to businesses and individuals,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,Married with children,Yes,,,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,77.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,Connie Mack,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,Yes,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33467.0,0.882696270942688
2490.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,Complete,,,15.0,,,No,No,,,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,3.0,Government is doing too many things better left to businesses and individuals,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,All others,Yes,,,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50072.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,Connie Mack,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33511.0,1.61057376861572
60843.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,Complete,,Call 3,21.0,,,Yes,No,,,,,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,5.0,Government is doing too many things better left to businesses and individuals,,,Omit,Omit,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,77.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,Bill Nelson,Female,White women,Married women,Suburbs,Suburbs,English,Florida,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33467.0,0.715017557144165
2430.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Yes,Complete,,,21.0,,,No,No,,,,,The housing market,High school graduate,No college degree,High school graduate or less,White no college degree,,,Better today,5.0,Government is doing too many things better left to businesses and individuals,,,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,,Health care,,All others,Yes,,,,,,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,50104.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,South,,,,Bill Nelson,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33411.0,0.982060730457306
61413.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,Complete,,Call 3,15.0,,,No,No,,,,,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,About the same,3.0,Government is doing too many things better left to businesses and individuals,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,Health care,,All others,No,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,45.0,,Has a vision for the future,White,White,State questionnaire,White,South,,,,Bill Nelson,Female,White women,Non married women,Suburbs,Suburbs,English,Florida,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33511.0,0.686691701412201
2324.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,Yes,Complete,,,21.0,,,Yes,No,,,,,The housing market,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Worse today,5.0,Government should do more to solve problems,,,Omit,Omit,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,Health care,,Married with children,Yes,,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,50104.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,,,,Did not vote,Female,Latino women,Married women,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33076.0,4.36505746841431
2439.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,All others,All others,,Complete,,,18.0,,,No,No,,,,,Unemployment,College graduate,College graduate,More than High school graduate,Non white college degree,,,About the same,5.0,Omit,,,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,All others,Yes,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,,50089.0,Barack Obama,Has a vision for the future,Other,Asian,State questionnaire,Asian,South,,,,,Male,All other races,Married men,Suburbs,Suburbs,English,Florida,,Telephone survey,Omit,Omit,Omit,Version 1,,No,,,,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33411.0,17.7701358795166
2456.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,,Complete,,,21.0,,,No,"Yes, other Hispanic",,,,,Taxes,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,About the same,5.0,Government is doing too many things better left to businesses and individuals,,,Leave it as is,Expand it or leave it as is,,,,,,,,,,,The economy,,All others,Yes,,,,,,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Liberal,50104.0,,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,,,,Connie Mack,Male,Latino men,Married men,Suburbs,Suburbs,English,Florida,,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33071.0,1.39760935306549
2362.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,Complete,,,23.0,,,Yes,No,,,,,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,About the same,5.0,Government should do more to solve problems,,,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,,,,The economy,,Married with children,Yes,,,,,,18-44,18-64,Women with children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,50114.0,Barack Obama,Has a vision for the future,Black,Black,State questionnaire,Black,South,,,,Bill Nelson,Female,Black women,Married women,Suburbs,Suburbs,English,Florida,,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33025.0,5.20655059814453
2406.0,,,,,,,,,,Yes,Complete,,,22.0,,,No,No,,,,,Taxes,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,About the same,5.0,Government is doing too many things better left to businesses and individuals,,,Omit,Omit,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,Health care,,All others,No,,,,,,,,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Liberal,50109.0,Mitt Romney,Omit,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,,,,Connie Mack,Female,Latino women,Non married women,Suburbs,Suburbs,English,Florida,,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33433.0,0.409251362085342
2391.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,No,Complete,,,22.0,,,No,No,,,,,The housing market,College graduate,College graduate,More than High school graduate,White college degree,,,Worse today,5.0,Government is doing too many things better left to businesses and individuals,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,Federal budget deficit,,All others,Yes,,,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50109.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,Connie Mack,Female,White women,Married women,Suburbs,Suburbs,English,Florida,,Telephone survey,In September,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33433.0,1.86489307880402
2450.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,No,Complete,,,23.0,,,Yes,No,,,,,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Worse today,5.0,Government is doing too many things better left to businesses and individuals,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,Foreign policy,,Married with children,Yes,,,,,,45+,65+,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50114.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,South,,,,Connie Mack,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Yes,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33026.0,1.42875218391418
2352.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,Complete,,,23.0,,,No,No,,,,,Omit,College graduate,College graduate,More than High school graduate,White college degree,,,Omit,5.0,Omit,,,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,Omit,,All others,No,,,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50114.0,Barack Obama,Shares my values,White,White,State questionnaire,White,South,,,,,Female,White women,Non married women,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33180.0,4.07682228088379
10412.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Yes,Complete,,,22.0,,,No,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Worse today,5.0,Government is doing too many things better left to businesses and individuals,,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,,,The economy,,All others,Yes,,,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50109.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,South,,,,Connie Mack,Female,White women,Married women,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33433.0,1.55076956748962
2368.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,Complete,,,23.0,,,Yes,No,,,,,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,5.0,Government is doing too many things better left to businesses and individuals,,,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,Married with children,Yes,,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50114.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,South,,,,Bill Nelson,Female,White women,Married women,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33326.0,3.45070052146912
2418.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,Complete,,,23.0,,,No,No,,,,,Unemployment,College graduate,College graduate,More than High school graduate,Non white college degree,,,About the same,5.0,Government should do more to solve problems,,,Expand it,Expand it or leave it as is,,,,,,,,,,,The economy,,All others,No,,,,,,45+,65+,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,50114.0,Barack Obama,Cares about people like me,Black,Black,State questionnaire,Black,South,,,,Bill Nelson,Female,Black women,Non married women,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33025.0,1.62913274765015
2412.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,Complete,,,23.0,,,No,No,,,,,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,Worse today,5.0,Omit,,,Repeal some of it,Repeal some of it or repeal all of it,,,,,,,,,,,The economy,,All others,No,,,,,,45+,65+,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,50114.0,Barack Obama,Cares about people like me,Black,Black,State questionnaire,Black,South,,,,Bill Nelson,Female,Black women,Non married women,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33324.0,2.20119380950928
10415.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,Yes,Complete,,,24.0,,,No,No,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Better today,5.0,Government should do more to solve problems,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,Health care,,All others,No,,,,,,45+,65+,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,50119.0,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,South,,,,Bill Nelson,Male,Black men,Non married men,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33180.0,0.357771456241608
2506.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Yes,Complete,,,23.0,,,No,No,,,,,The housing market,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Worse today,5.0,Government is doing too many things better left to businesses and individuals,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,The economy,,All others,Yes,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50114.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,South,,,,Connie Mack,Male,White men,Married men,Suburbs,Suburbs,English,Florida,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,No,,,,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33180.0,1.41317820549011
