ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHILD12,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GUNOWNER12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSPA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,SENPA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
27876.0,65+,60+,45+,60+,65+,65 or over,,,,Complete,Call 1,5.0,,,,,,College graduate,College graduate,More than High school graduate,,Unfavorable,Favorable,,5.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,,,,No,All others,No,,,,,45+,65+,,,,,,,Conservative,60.0,Mitt Romney,,,,National questionnaire,,East,Protestant/Other Non-Catholic Christian,Protestant,Tom Smith,Female,,Non married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,16428.0,0.898740172386169
25698.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,4.0,Yes,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,4.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,Married with children,Yes,,,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,110.0,Mitt Romney,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other christian,Tom Smith,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Protestants,Yes,Suburb,60s Suburbs,Urban Perimeter,Upscale,17347.0,0.734627544879913
26958.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,6.0,No,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,2.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,All others,Yes,,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,38.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Catholics,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19380.0,0.729407429695129
26957.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,6.0,No,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,2.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,All others,Yes,,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,38.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Catholics,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19380.0,0.729407429695129
25070.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,14.0,No,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,5.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,All others,No,,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,12.0,Barack Obama,,White,White,National questionnaire,White,East,None,None,Bob Casey,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 5,White none,No,High Density Urban,Urban,Urban Core,Downscale,15206.0,0.919326663017273
41692.0,65+,60+,45+,60+,65+,65 or over,,,,Complete,Call 2,14.0,,,,,,High school graduate,No college degree,High school graduate or less,,Favorable,Unfavorable,,5.0,,,,,,,,,,,,,,,No,,Yes,,,,,45+,65+,,Democrat,,,Democrat,,Moderate,8.0,Barack Obama,,,,National questionnaire,,East,Catholic,Catholic,Bob Casey,Female,,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,15139.0,0.534553229808807
24779.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,6.0,Yes,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,2.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,,No,Married with children,Yes,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,41.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,Bob Casey,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Catholics,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19380.0,0.809811174869537
24531.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,2.0,Yes,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,1.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,Married with children,Yes,,,,,18-44,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,91.0,Barack Obama,,Black,Black,National questionnaire,Black,East,None,None,Bob Casey,Male,Black men,Married men,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 5,Non-white,No,High Density Urban,Urban,Urban Core,Very downscale,19121.0,0.71702516078949
74224.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,10.0,Yes,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,4.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,,,45+,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,73.0,Barack Obama,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Protestants,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,17756.0,0.856835901737213
64641.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,6.0,Yes,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,2.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Married with children,Yes,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,41.0,Barack Obama,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Protestants,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19380.0,0.721583425998688
46192.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 2,2.0,No,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,1.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,,,,,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,91.0,Barack Obama,,Black,Black,National questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other christian,Bob Casey,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 5,Non-white,No,High Density Urban,Urban,Urban Core,Very downscale,19121.0,0.638906300067902
63681.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,13.0,Yes,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,1.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,No,Married with children,Yes,,,,,18-44,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,89.0,Barack Obama,,Black,Black,National questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other christian,Bob Casey,Male,Black men,Married men,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 5,Non-white,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,19124.0,1.35576677322388
46565.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,5.0,Yes,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,5.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,,,45+,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,60.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,Bob Casey,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Catholics,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,16428.0,0.752176403999329
63381.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,5.0,Yes,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,4.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Married with children,Yes,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,34.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,Bob Casey,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Catholics,No,Town,Rural,Rural,Upscale,16801.0,0.882036983966827
45748.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 2,10.0,No,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,4.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,73.0,Barack Obama,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Male,White men,Non married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Protestants,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,17756.0,0.856835901737213
44843.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 2,4.0,Yes,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,4.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,No,Married with children,Yes,,,,,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,110.0,Barack Obama,,Black,Black,National questionnaire,Black,East,Catholic,Catholic,Bob Casey,Female,Black women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,Non-white,No,Suburb,60s Suburbs,Urban Perimeter,Upscale,17347.0,0.587252140045166
27801.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Call 1,17.0,No,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,3.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,Yes,,,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,100.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,Bob Casey,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Catholics,Yes,Suburb,Rural,Rural,Downscale,17901.0,1.39672648906708
44302.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,All others,All others,Complete,Call 2,15.0,No,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,3.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,68.0,Barack Obama,,Other,Asian,National questionnaire,Asian,East,Catholic,Catholic,Bob Casey,Female,All other races,Non married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 5,Non-white,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0,0.637763440608978
27460.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 1,5.0,No,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,5.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,All others,Yes,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,60.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Catholics,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,16428.0,0.670227825641632
66992.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,5.0,No,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,5.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,No,All others,Yes,,,,,45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,60.0,Barack Obama,,White,White,National questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Protestants,Yes,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,16428.0,0.670227825641632
43063.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 2,14.0,Yes,,,,,No high school diploma,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,5.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,10.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,Bob Casey,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Catholics,No,High Density Urban,Urban,Urban Core,Very downscale,15210.0,1.09803283214569
67641.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 3,15.0,No,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,3.0,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,Yes,All others,No,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,68.0,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,East,Something else,Other,Bob Casey,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 5,Non-white,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0,0.557721018791199
25533.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,Call 1,4.0,No,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,4.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,All others,Yes,,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,110.0,Barack Obama,,White,White,National questionnaire,White,East,None,None,Bob Casey,Male,White men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White none,No,Suburb,60s Suburbs,Urban Perimeter,Upscale,17347.0,0.552138984203339
64164.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Call 3,4.0,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,4.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,No,All others,No,,,,,18-44,18-64,,,,,,,,110.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,Tom Smith,Male,White men,Non married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Catholics,Yes,Suburb,60s Suburbs,Urban Perimeter,Upscale,17347.0,0.595937669277191
43899.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Call 2,15.0,Yes,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,3.0,,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,No,All others,No,,,,,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,68.0,Barack Obama,,Black,Black,National questionnaire,Black,East,None,None,Tom Smith,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 5,Non-white,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,18102.0,0.475132375955582
68282.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Call 3,5.0,Yes,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,5.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Married with children,Yes,,,,,45+,18-64,Women with children,,,,,,Liberal,60.0,Barack Obama,,White,White,National questionnaire,White,East,Catholic,Catholic,Bob Casey,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White Catholics,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,16428.0,0.670227825641632
64735.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,Complete,Call 3,5.0,Yes,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Unfavorable,,5.0,,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,No,Married with children,Yes,,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,All Other,Something else,All others,Moderate,60.0,Mitt Romney,,Other,Other,National questionnaire,Other,East,Catholic,Catholic,Tom Smith,Male,All other races,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,Non-white,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,16428.0,1.03443682193756
64044.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Call 3,18.0,Yes,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,,5.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Married with children,Yes,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,14.0,Mitt Romney,,White,White,National questionnaire,White,East,None,None,Tom Smith,Female,White women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,White none,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,15017.0,1.09190309047699
25619.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Complete,Call 1,4.0,No,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Unfavorable,Unfavorable,,4.0,,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,,,All others,Yes,,,,,45+,18-64,Women without children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Conservative,110.0,Mitt Romney,,Black,Black,National questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Protestant,Other,Female,Black women,Married women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 5,Non-white,No,Suburb,60s Suburbs,Urban Perimeter,Upscale,17347.0,0.969588935375214
28661.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Call 1,17.0,No,I strongly favor my candidate,Getting better,Getting better,,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,3.0,,,Omit,,Leave it as is,Expand it or leave it as is,,,,,,,Mitt Romney,Foreign policy,No,All others,Yes,Excellent,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,75.0,Barack Obama,,White,White,State questionnaire,White,East,Catholic,Catholic,Bob Casey,Female,White women,Married women,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,,,,Yes,Version 2,White Catholics,,Suburb,Rural,Rural,Upscale,18322.0,1.1048731803894
66437.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 3,1.0,Yes,I strongly favor my candidate,Getting better,Getting better,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Federal budget deficit,Yes,Married with children,Yes,Excellent,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,99.0,Barack Obama,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,Tom Smith,Female,Latino women,Married women,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,Non-white,No,High Density Urban,Urban,Urban Core,Very downscale,19133.0,0.527646005153656
46514.0,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Call 2,14.0,Yes,I strongly favor my candidate,Getting better,Getting better,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,5.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,Married with children,Yes,Excellent,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,9.0,Barack Obama,,Black,Black,State questionnaire,Black,East,Catholic,Catholic,Bob Casey,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,Non-white,No,High Density Urban,Urban,Urban Core,Very downscale,15210.0,1.00845193862915
24776.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Complete,Call 1,2.0,No,I strongly favor my candidate,Getting better,Getting better,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,1.0,,,Barack Obama,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,No,All others,No,Excellent,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,87.0,Barack Obama,,Black,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Protestant,Bob Casey,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,,,,Yes,Version 2,Non-white,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,19141.0,0.853170931339264
61862.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,4.0,Yes,I strongly favor my candidate,Getting better,Getting better,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,4.0,,,Barack Obama,,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,Health care,No,Married with children,Yes,Excellent,Excellent or good,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,115.0,Barack Obama,,Black,Black,State questionnaire,Black,East,,,Bob Casey,Male,Black men,Married men,Suburbs,Suburbs,Pennsylvania,Election day exit poll,,,,Yes,Version 2,Non-white,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,17402.0,1.0528347492218
