ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BROWNLIB,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVBROWN2,FAVOBAMA2,FAVROMN2,FAVWARREN2,GEOCODE,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMA12,QRACE3,QRACEAI,QTYPE,QUALSEN12MA,RACE,REGION,SENMA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNFAIRMA12,UNFRBROWN,UNFRWARREN,VERSION,WARRENLIB,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
66677.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Omit,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,5.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,63.0,Barack Obama,White,White,State questionnaire,Is my party's candidate,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Neither of them,Only Elizabeth Warren or neither of them,Only Scott Brown or neither of them,Version 1,About right,No,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,1245.0,0.613000214099884
18079.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Too liberal,Call 1,7.0,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,Unfavorable,Favorable,1.0,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",The economy,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,10.0,Barack Obama,Black,Black,State questionnaire,Is my party's candidate,Black,East,Elizabeth Warren,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Neither of them,Only Elizabeth Warren or neither of them,Only Scott Brown or neither of them,Version 1,About right,No,Extremely High Density Urban,Urban,Urban Core,Very downscale,2119.0,0.806006252765656
70683.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Too conservative,Call 3,5.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,2.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,41.0,Barack Obama,White,White,State questionnaire,Is my party's candidate,White,East,Elizabeth Warren,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Scott Brown,Only Scott Brown or both of them,Only Scott Brown or neither of them,Version 1,About right,No,Suburb,Urban,Urban Core,Very upscale,1701.0,0.761650502681732
64599.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,Complete,Too conservative,Call 3,7.0,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,Unfavorable,Favorable,1.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",The economy,Yes,No,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,91.0,Barack Obama,Other,Hispanic/Latino,State questionnaire,Cares about people like me,Hispanic/Latino,East,Elizabeth Warren,Female,Latino women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,0.842156410217285
18014.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Too conservative,Call 1,9.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,30.0,Barack Obama,White,White,State questionnaire,Is honest and trustworthy,White,East,Elizabeth Warren,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Scott Brown,Only Scott Brown or both of them,Only Scott Brown or neither of them,Version 1,About right,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2748.0,0.978450119495392
38245.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Too conservative,Call 2,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,81.0,Barack Obama,White,White,State questionnaire,Is willing to compromise,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Neither of them,Only Elizabeth Warren or neither of them,Only Scott Brown or neither of them,Version 1,About right,No,Suburb,60s Suburbs,Urban Perimeter,Upscale,2769.0,0.942126274108887
38244.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Too conservative,Call 2,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,81.0,Barack Obama,White,White,State questionnaire,Is willing to compromise,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Neither of them,Only Elizabeth Warren or neither of them,Only Scott Brown or neither of them,Version 1,About right,No,Suburb,60s Suburbs,Urban Perimeter,Upscale,2769.0,0.942126274108887
66579.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,About right,Call 3,5.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Unfavorable,Favorable,1.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,No,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,60.0,Barack Obama,White,White,State questionnaire,Is willing to compromise,White,East,Elizabeth Warren,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,2148.0,0.893006443977356
37074.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Too conservative,Call 2,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,90.0,Barack Obama,White,White,State questionnaire,Is honest and trustworthy,White,East,Elizabeth Warren,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Neither of them,Only Elizabeth Warren or neither of them,Only Scott Brown or neither of them,Version 1,About right,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2725.0,0.882222533226013
37015.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Too conservative,Call 2,4.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,42.0,Barack Obama,White,White,State questionnaire,Is willing to compromise,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Scott Brown,Only Scott Brown or both of them,Only Scott Brown or neither of them,Version 1,About right,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,2038.0,0.853270351886749
62466.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,Too conservative,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,5.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50.0,Barack Obama,White,White,State questionnaire,Is willing to compromise,White,East,Elizabeth Warren,Male,White men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Suburb,60s Suburbs,Urban Perimeter,Very downscale,1040.0,1.14003109931946
38171.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Too conservative,Call 2,3.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Favorable,Unfavorable,Omit,4.0,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",The economy,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,35.0,Barack Obama,Black,Black,State questionnaire,Is willing to compromise,Black,East,Elizabeth Warren,Female,Black women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,1826.0,1.16933262348175
70561.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,About right,Call 3,5.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Favorable,Unfavorable,Favorable,2.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,41.0,Barack Obama,White,White,State questionnaire,Cares about people like me,White,East,Elizabeth Warren,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Suburb,Urban,Urban Core,Very upscale,1701.0,0.761650502681732
37009.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Too conservative,Call 2,9.0,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,30.0,Barack Obama,White,White,State questionnaire,Cares about people like me,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2748.0,0.751531302928925
21955.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,Too conservative,Call 1,8.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Unfavorable,Favorable,3.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,49.0,Barack Obama,White,White,State questionnaire,Cares about people like me,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2343.0,0.906982421875
17894.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Too conservative,Call 1,9.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,No,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,30.0,Barack Obama,White,White,State questionnaire,Is willing to compromise,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2748.0,0.887510299682617
62426.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Too conservative,Call 3,7.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,1.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,17.0,Barack Obama,White,White,State questionnaire,Cares about people like me,White,East,Elizabeth Warren,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Scott Brown,Only Scott Brown or both of them,Only Scott Brown or neither of them,Version 1,About right,No,Extremely High Density Urban,Urban,Urban Core,Upscale,2135.0,1.04489779472351
38116.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Omit,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,5.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",The economy,No,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,63.0,Barack Obama,White,White,State questionnaire,Is honest and trustworthy,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Omit,Omit,Omit,Version 1,About right,No,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,1245.0,0.656631410121918
38115.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Omit,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,5.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",The economy,No,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,63.0,Barack Obama,White,White,State questionnaire,Is honest and trustworthy,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Omit,Omit,Omit,Version 1,About right,No,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,1245.0,0.656631410121918
62404.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Complete,Too conservative,Call 3,7.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,1.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,91.0,Barack Obama,White,White,State questionnaire,Omit,White,East,Elizabeth Warren,Female,White women,Married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,2144.0,0.842156410217285
62311.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Too conservative,Call 3,7.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Unfavorable,Favorable,1.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,17.0,Barack Obama,White,White,State questionnaire,Is my party's candidate,White,East,Elizabeth Warren,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Extremely High Density Urban,Urban,Urban Core,Upscale,2135.0,0.915009081363678
21820.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,Too conservative,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,5.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,63.0,Barack Obama,White,White,State questionnaire,Is honest and trustworthy,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Scott Brown,Only Scott Brown or both of them,Only Scott Brown or neither of them,Version 1,About right,No,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,1245.0,0.723913967609406
62307.0,,,,,,,,,,Complete,Too conservative,Call 3,8.0,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Favorable,Unfavorable,Favorable,1.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,13.0,Barack Obama,White,White,State questionnaire,Is my party's candidate,White,East,Elizabeth Warren,,,,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Neither of them,Only Elizabeth Warren or neither of them,Only Scott Brown or neither of them,Version 1,About right,No,High Density Urban,Urban,Urban Core,Upscale,2130.0,0.772880136966705
21146.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Complete,Too conservative,Call 1,8.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,Unfavorable,Favorable,3.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",The economy,No,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,49.0,Barack Obama,Black,Black,State questionnaire,Cares about people like me,Black,East,Elizabeth Warren,Male,Black men,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Scott Brown,Only Scott Brown or both of them,Only Scott Brown or neither of them,Version 1,About right,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2343.0,1.12546634674072
66279.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,Complete,Too liberal,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Favorable,Unfavorable,Favorable,5.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",The economy,No,No,18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,63.0,Barack Obama,Other,Asian,State questionnaire,Is honest and trustworthy,Asian,East,Elizabeth Warren,Male,All other races,Non married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Neither of them,Only Elizabeth Warren or neither of them,Only Scott Brown or neither of them,Version 1,Too liberal,No,Extremely Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,1245.0,0.700017750263214
21730.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,About right,Call 1,4.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Unfavorable,Favorable,4.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,42.0,Barack Obama,White,White,State questionnaire,Is honest and trustworthy,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Neither of them,Only Elizabeth Warren or neither of them,Only Scott Brown or neither of them,Version 1,About right,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,2038.0,0.853270351886749
21727.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,About right,Call 1,8.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Unfavorable,Unfavorable,3.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,49.0,Barack Obama,White,White,State questionnaire,Is my party's candidate,White,East,Elizabeth Warren,Female,White women,Non married women,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,Too liberal,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2343.0,0.906982421875
40697.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Complete,Too conservative,Call 2,5.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Unfavorable,Favorable,2.0,Government should do more to solve problems,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",The economy,No,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,41.0,Barack Obama,White,White,State questionnaire,Cares about people like me,White,East,Elizabeth Warren,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Scott Brown,Only Scott Brown or both of them,Only Scott Brown or neither of them,Version 1,About right,Yes,Suburb,Urban,Urban Core,Very upscale,1701.0,0.86976945400238
37907.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Complete,About right,Call 2,8.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Unfavorable,Favorable,1.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",The economy,No,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,13.0,Barack Obama,White,White,State questionnaire,Cares about people like me,White,East,Elizabeth Warren,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,High Density Urban,Urban,Urban Core,Upscale,2130.0,0.789469480514526
62194.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,Too conservative,Call 3,7.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,Unfavorable,Favorable,1.0,Government should do more to solve problems,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",The economy,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,17.0,Barack Obama,White,White,State questionnaire,Is my party's candidate,White,East,Elizabeth Warren,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Both of them,Only Scott Brown or both of them,Only Elizabeth Warren or both of them,Version 1,About right,No,Extremely High Density Urban,Urban,Urban Core,Upscale,2135.0,0.915009081363678
62193.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,Too conservative,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,5.0,Government should do more to solve problems,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",The economy,No,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50.0,Barack Obama,White,White,State questionnaire,Cares about people like me,White,East,Elizabeth Warren,Male,White men,Married men,Suburbs,Suburbs,Massachusetts,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Only Scott Brown,Only Scott Brown or both of them,Only Scott Brown or neither of them,Version 1,About right,No,Suburb,60s Suburbs,Urban Perimeter,Very downscale,1040.0,0.965362370014191
