ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ENVIRON,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS80OR,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSOR12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1811.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,4.0,I like my candidate but with reservations,Getting better,Getting better,Omit,Postgraduate study,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50014.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Rural,Rural,Upscale,97322.0,0.826054692268372
1815.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,4.0,I dislike the other candidates,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,Worse today,3.0,Omit,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Poor,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,50014.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,Suburb,Rural,Rural,Upscale,97322.0,2.22955942153931
2071.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,5.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,Yes,No,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50018.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97338.0,0.617624819278717
10576.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,1.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,About the same,3.0,Government should do more to solve problems,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,The economy,No,No,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50002.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97132.0,0.213845208287239
2317.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Omit,Favorable,Unfavorable,About the same,2.0,Omit,Barack Obama,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50017.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0,1.20320558547974
2240.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,About the same,2.0,Omit,Omit,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Federal budget deficit,No,No,No,Poor,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50017.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0,0.723907172679901
2199.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,5.0,I like my candidate but with reservations,Getting better,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,2.0,Omit,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,No,No,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50017.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0,0.784939706325531
1586.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,3.0,I strongly favor my candidate,Staying about the same,Good and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Protecting the environment,Favorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,Omit,Leave it as is,Expand it or leave it as is,,,,,,,Mitt Romney,The economy,No,No,No,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50009.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,Oregon,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0,0.784939706325531
1141.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,1.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50002.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97132.0,1.83681464195251
1109.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,1.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50001.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97116.0,1.15179181098938
1093.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,1.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,Better today,3.0,Omit,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,Yes,No,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50002.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97128.0,0.661120533943176
1069.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,1.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,Better today,2.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,,No,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50001.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Male,White men,,Suburbs,Suburbs,Oregon,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,Yes,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97116.0,0.774887681007385
1016.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,1.0,I strongly favor my candidate,Getting better,Getting better,Taxes,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Favorable,Unfavorable,About the same,3.0,Omit,Barack Obama,Leave it as is,Expand it or leave it as is,,,,,,,Barack Obama,Health care,No,Yes,No,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50002.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97132.0,0.617624819278717
998.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,1.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Foreign policy,No,No,No,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50002.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97132.0,1.02655386924744
1442.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50007.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97530.0,0.58534961938858
1417.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,2.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,About the same,4.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50007.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97520.0,0.972909212112427
1413.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,2.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Protecting the environment,Favorable,Unfavorable,About the same,4.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,,,,,,,Barack Obama,The economy,No,No,No,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50007.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97520.0,1.0549350976944
13544.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,Favorable,Unfavorable,,4.0,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,No,Yes,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50007.0,Barack Obama,,White,White,National questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,,,,Version 5,No,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97520.0,0.428097814321518
1269.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,About the same,4.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,,,,,,,Barack Obama,Health care,No,No,No,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50007.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97530.0,0.634700357913971
2294.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,5.0,I dislike the other candidates,Getting better,Getting better,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50018.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97002.0,1.02655386924744
2050.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,4.0,I strongly favor my candidate,Getting better,Getting better,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Favorable,Favorable,About the same,3.0,Omit,Barack Obama,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50014.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97448.0,1.09884798526764
1544.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,3.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Not so good,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50009.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97055.0,2.61322736740112
2065.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,No,No,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50018.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Non married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,97381.0,0.617624819278717
12087.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,3.0,I strongly favor my candidate,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,No,Yes,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50008.0,Barack Obama,,White,White,National questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,,,,Version 3,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97089.0,1.06852316856384
1709.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,3.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Omit,Leave it as is,Expand it or leave it as is,,,,,,,Barack Obama,Health care,No,Yes,No,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50009.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97009.0,0.723907172679901
1572.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,3.0,I strongly favor my candidate,Getting worse,Worse,Unemployment,No high school diploma,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,2.0,Omit,Omit,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Federal budget deficit,No,No,No,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50009.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Male,White men,Non married men,Suburbs,Suburbs,Oregon,Telephone survey,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97009.0,0.774887681007385
2298.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50017.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,97267.0,0.774887681007385
1679.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Complete,,3.0,I strongly favor my candidate,Getting better,Getting better,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,Better today,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,No,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50008.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Male,White men,Non married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,97030.0,1.59601140022278
1574.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,3.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,Better today,1.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,Yes,No,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50008.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,97030.0,0.581900656223297
1620.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,3.0,Omit,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50008.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Omit,Omit,Omit,Version 1,No,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,97030.0,0.630960643291473
2276.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,The housing market,College graduate,College graduate,More than High school graduate,Non white college degree,Protecting the environment,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,Yes,Yes,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,50017.0,Barack Obama,Shares my values,Other,White,State questionnaire,Hispanic/Latino,West,Female,Latino women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,97222.0,1.85487294197083
