ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BRNAGAIN,CALL,CDNUM,DESCRIBP12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSAL12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
23804.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,Not complete,,Call 1,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,,No,Yes,45+,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,1.04521703720093
45354.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,Not complete,,Call 2,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,,No,No,18-44,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.836807906627655
23592.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,Not complete,,Call 1,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,,No,No,18-44,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.836807906627655
63925.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,Not complete,,Call 3,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,,No,No,18-44,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.836807906627655
24646.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,Not complete,,Call 1,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,,No,No,45+,65+,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,1.04521703720093
23386.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,Not complete,,Call 1,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,,No,Yes,45+,65+,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Male,Black men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,1.05598127841949
23338.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Not complete,,Call 1,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,,No,No,45+,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.840046882629395
44512.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Not complete,,Call 2,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,,,Yes,45+,65+,,,,,,,65.0,Barack Obama,White,White,State questionnaire,White,South,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.824093282222748
25180.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Not complete,,Call 1,6.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,2.0,,,,,,,,,,,,No,No,18-44,18-64,,,,,,,101.0,Barack Obama,White,White,State questionnaire,White,South,Male,White men,Non married men,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35080.0,0.690569162368774
24409.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,Not complete,,Call 1,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,,No,No,18-44,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.848698139190674
23637.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,Not complete,,Call 1,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,,No,Yes,45+,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.840046882629395
43554.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,Not complete,,Call 2,6.0,I like my candidate but with reservations,,,,,Favorable,Unfavorable,Better today,2.0,,,,,,,,,,,,No,Yes,18-44,18-64,,,,,,,101.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Married women,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35080.0,0.888310432434082
24926.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Not complete,,Call 1,5.0,I like my candidate but with reservations,,,,,Favorable,Unfavorable,Better today,1.0,,,,,,,,,,,,No,Yes,18-44,18-64,,,,,,,96.0,Barack Obama,White,White,State questionnaire,White,South,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,Urban,Urban Core,Very upscale,35603.0,0.477926075458527
45316.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Not complete,,Call 2,7.0,I like my candidate but with reservations,,,,,Favorable,Unfavorable,Better today,3.0,,,,,,,,,,,,No,No,45+,18-64,,,,,,,75.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Non married women,Rural,Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Low Density Rural,Rural,Rural,Downscale,36732.0,0.851714193820953
23758.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,Not complete,,Call 1,3.0,I strongly favor my candidate,,,,,Favorable,Omit,Better today,3.0,,,,,,,,,,,,No,Yes,45+,65+,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,1.04521703720093
44954.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Not complete,,Call 2,3.0,I strongly favor my candidate,,,,,Favorable,Favorable,Worse today,3.0,,,,,,,,,,,,No,No,45+,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.840046882629395
29883.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Not complete,,Call 1,6.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,Worse today,2.0,,,,,,,,,,,,No,Yes,18-44,18-64,,,,,,,101.0,Mitt Romney,White,White,State questionnaire,White,South,Male,White men,Married men,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35080.0,1.1218888759613
25920.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,Not complete,,Call 1,6.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,Worse today,2.0,,,,,,,,,,,,No,Yes,45+,18-64,,,,,,,101.0,Mitt Romney,Black,Black,State questionnaire,Black,South,Male,Black men,Married men,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35080.0,1.40801358222961
26203.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Not complete,,Call 1,6.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,Worse today,2.0,,,,,,,,,,,,No,Yes,45+,18-64,,,,,,,13.0,Mitt Romney,White,White,State questionnaire,White,South,Female,White women,Married women,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,35115.0,1.46297764778137
64336.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Not complete,,Call 3,7.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,Worse today,3.0,,,,,,,,,,,,No,No,45+,18-64,,,,,,,75.0,Mitt Romney,White,White,State questionnaire,White,South,Female,White women,Non married women,Rural,Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Low Density Rural,Rural,Rural,Downscale,36732.0,0.879618763923645
47735.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Not complete,,Call 2,6.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,Worse today,3.0,,,,,,,,,,,,No,No,45+,65+,,,,,,,45.0,Mitt Romney,White,White,State questionnaire,White,South,Female,White women,Non married women,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,35243.0,1.3586323261261
66042.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Not complete,,Call 3,5.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,Worse today,1.0,,,,,,,,,,,,No,Yes,18-44,18-64,,,,,,,96.0,Mitt Romney,White,White,State questionnaire,White,South,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,Urban,Urban Core,Very upscale,35603.0,1.28737807273865
68242.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Not complete,,Call 3,6.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,Worse today,3.0,,,,,,,,,,,,No,Yes,45+,18-64,,,,,,,45.0,Other,White,White,State questionnaire,White,South,Female,White women,Married women,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,35243.0,0.503728985786438
26108.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Not complete,,Call 1,6.0,I like my candidate but with reservations,,,,,Unfavorable,Favorable,Worse today,2.0,,,,,,,,,,,,No,Yes,45+,18-64,,,,,,,101.0,Mitt Romney,White,White,State questionnaire,White,South,Male,White men,Married men,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35080.0,1.39589524269104
46365.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Not complete,,Call 2,6.0,Omit,,,,,Omit,Favorable,Worse today,3.0,,,,,,,,,,,,No,,45+,65+,,,,,,,45.0,Mitt Romney,White,White,State questionnaire,White,South,Male,White men,,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,35243.0,1.37262427806854
45188.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,Not complete,,Call 2,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Worse today,3.0,,,,,,,,,,,,No,Yes,45+,65+,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Male,Black men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,1.05598127841949
45079.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,,,Not complete,,Call 2,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Worse today,3.0,,,,,,,,,,,,No,No,18-44,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.848698139190674
68529.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Not complete,,Call 3,4.0,I like my candidate but with reservations,,,,,Unfavorable,Unfavorable,Worse today,1.0,,,,,,,,,,,,No,No,45+,18-64,,,,,,,28.0,Mitt Romney,White,White,State questionnaire,White,South,Male,White men,Non married men,Rural,Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Low Density Rural,Rural,Rural,Very downscale,35963.0,1.71573293209076
73906.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Not complete,,Call 3,4.0,I like my candidate but with reservations,,,,,Unfavorable,Unfavorable,Worse today,1.0,,,,,,,,,,,,No,No,45+,18-64,,,,,,,28.0,Mitt Romney,White,White,State questionnaire,White,South,Male,White men,Non married men,Rural,Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Low Density Rural,Rural,Rural,Very downscale,35963.0,1.71573293209076
64423.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,Not complete,,Call 3,3.0,I like my candidate but with reservations,,,,,Favorable,Favorable,About the same,3.0,,,,,,,,,,,,No,Yes,45+,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Male,Black men,Married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.848698139190674
24723.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Not complete,,Call 1,6.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,About the same,2.0,,,,,,,,,,,,No,No,45+,65+,,,,,,,101.0,Mitt Romney,White,White,State questionnaire,White,South,Female,White women,Non married women,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35080.0,1.38166606426239
73630.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Not complete,,Call 3,4.0,I strongly favor my candidate,,,,,Unfavorable,Favorable,About the same,1.0,,,,,,,,,,,,No,Yes,45+,65+,,,,,,,28.0,Mitt Romney,White,White,State questionnaire,White,South,Female,White women,Married women,Rural,Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Low Density Rural,Rural,Rural,Very downscale,35963.0,2.1130166053772
44262.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Not complete,,Call 2,7.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,About the same,3.0,,,,,,,,,,,,No,Yes,45+,65+,,,,,,,75.0,Barack Obama,White,White,State questionnaire,White,South,Female,White women,Married women,Rural,Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Low Density Rural,Rural,Rural,Downscale,36732.0,0.827021896839142
24814.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Not complete,,Call 1,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,About the same,3.0,,,,,,,,,,,,No,No,45+,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.840046882629395
63150.0,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,Not complete,,Call 3,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,About the same,3.0,,,,,,,,,,,,No,Yes,45+,65+,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,1.04521703720093
64205.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Not complete,,Call 3,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,About the same,3.0,,,,,,,,,,,,No,Yes,45+,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.840046882629395
45003.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,,,Not complete,,Call 2,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,About the same,3.0,,,,,,,,,,,,No,Yes,45+,65+,,,,,,,65.0,Barack Obama,Other,Other,State questionnaire,Other,South,Male,All other races,Married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.824093282222748
25501.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Not complete,,Call 1,7.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,About the same,3.0,,,,,,,,,,,,No,No,45+,18-64,,,,,,,75.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Non married women,Rural,Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Low Density Rural,Rural,Rural,Downscale,36732.0,0.851714193820953
44779.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,Not complete,,Call 2,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,About the same,3.0,,,,,,,,,,,,No,No,18-44,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.828277885913849
64638.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,Not complete,,Call 3,3.0,I strongly favor my candidate,,,,,Favorable,Omit,About the same,3.0,,,,,,,,,,,,,Yes,45+,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.840046882629395
64126.0,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,Not complete,,Call 3,3.0,I strongly favor my candidate,,,,,Favorable,Omit,About the same,3.0,,,,,,,,,,,,No,No,18-44,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.836807906627655
43810.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,Not complete,,Call 2,3.0,I strongly favor my candidate,,,,,Favorable,Unfavorable,Omit,3.0,,,,,,,,,,,,No,No,45+,18-64,,,,,,,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Male,Black men,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.848698139190674
64064.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,Yes,Call 3,3.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Foreign policy,No,Yes,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,65.0,Barack Obama,Black,Black,State questionnaire,Black,South,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Extremely Low Density Rural,Rural,Rural,Very downscale,36083.0,0.840046882629395
24899.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,Yes,Call 1,6.0,I strongly favor my candidate,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,Barack Obama,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Foreign policy,No,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,13.0,Barack Obama,White,White,State questionnaire,White,South,Female,White women,Non married women,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,White Born-again/Evangelical Christians,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,35115.0,1.13638484477997
26038.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,A few times a year,Occasionally,Complete,Yes,Call 1,6.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,Barack Obama,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Foreign policy,Yes,No,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,101.0,Barack Obama,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Male,Latino men,Non married men,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,35080.0,0.700381457805634
45802.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,No,Call 2,2.0,I strongly favor my candidate,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,Barack Obama,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Foreign policy,No,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,24.0,Barack Obama,White,White,State questionnaire,White,South,Female,White women,Married women,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,All others,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,36362.0,0.692329704761505
26042.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Never,Never,Complete,No,Call 1,6.0,I strongly favor my candidate,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,Barack Obama,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Foreign policy,No,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,45.0,Barack Obama,White,White,State questionnaire,White,South,Male,White men,Non married men,Suburbs,Suburbs,Alabama,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,No,All others,Suburb,80s Suburbs,Urban Perimeter,Very upscale,35243.0,0.821941316127777
