ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVWA12,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INIT502WA,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS74WA,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSWA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENWA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
9043.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,,8.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,1.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50028.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,98022.0,0.820542752742767
9042.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,Once a week,Weekly,Complete,,8.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Taxes,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Better today,1.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",No,Barack Obama,The economy,Yes,Yes,Reject,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,50028.0,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Maria Cantwell,Female,Latino women,Married women,Suburbs,Suburbs,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Yes,Version 1,No,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,98022.0,10.7556161880493
9041.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Never,Never,Complete,,8.0,I strongly favor my candidate,Getting better,Getting better,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Yes,Barack Obama,The economy,No,Yes,Approve,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50028.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,98024.0,0.390600115060806
9040.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,8.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Barack Obama,The economy,No,No,Approve,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50028.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Non married men,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,98024.0,1.12322795391083
9035.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,,8.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Taxes,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,1.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",No,Mitt Romney,Federal budget deficit,No,Yes,Reject,Not so good,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50028.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,98042.0,0.678710341453552
9026.0,30-44,30-59,18-44,30-44,30-39,30-39,,,,Never,Never,Complete,,8.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Taxes,College graduate,College graduate,More than High school graduate,,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,,Yes,Mitt Romney,Federal budget deficit,,Yes,Did not vote,Poor,Not so good or poor,18-44,18-64,Independent/Something else,,,Something else,,Conservative,50029.0,,Has a vision for the future,,,State questionnaire,,West,Other,Male,,Married men,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,,Suburb,70s Suburbs,Urban Perimeter,Downscale,98322.0,0.0112216779962182
9025.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,More than once a week,Weekly,Complete,,8.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,The housing market,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",No,Mitt Romney,The economy,No,No,Reject,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50029.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Non married women,Suburbs,Suburbs,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Downscale,98322.0,3.66354990005493
9020.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,,8.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",No,Omit,The economy,No,Yes,Reject,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,50029.0,Other,Cares about people like me,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,Suburbs,Suburbs,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,No,Version 1,Yes,Suburb,70s Suburbs,Urban Perimeter,Upscale,98392.0,0.24263034760952
9012.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,8.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50031.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,98920.0,1.44870591163635
8945.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,7.0,I strongly favor my candidate,Getting better,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,1.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Barack Obama,The economy,No,Yes,Approve,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50024.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,98070.0,1.12183213233948
8935.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,A few times a year,Occasionally,Complete,,7.0,I strongly favor my candidate,Getting better,Getting better,The housing market,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,1.0,Omit,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",No,Barack Obama,Omit,No,No,Approve,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50024.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Non married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,98070.0,0.518970191478729
8887.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,6.0,I strongly favor my candidate,Staying about the same,Good and staying the same,Omit,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Yes,Barack Obama,The economy,No,Yes,Approve,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50021.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,98110.0,0.843103349208832
8879.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Complete,,6.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Did not vote,Barack Obama,The economy,No,No,Approve,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50021.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Non married men,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,98110.0,0.0879826098680496
8875.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Never,Never,Complete,,6.0,I strongly favor my candidate,Getting better,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,Barack Obama,Health care,No,No,Approve,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50021.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Non married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Suburb,70s Suburbs,Urban Perimeter,Very upscale,98110.0,0.624137997627258
8859.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,6.0,I strongly favor my candidate,Getting better,Getting better,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,2.0,Omit,Jay Inslee,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Yes,Barack Obama,The economy,No,No,Approve,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50021.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Non married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,98110.0,0.421551674604416
8848.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,6.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Omit,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Barack Obama,Omit,No,Yes,Approve,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50021.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Male,White men,Married men,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,98110.0,0.661666393280029
8846.0,30-44,30-59,18-44,30-44,30-39,30-39,,,,Once a week,Weekly,Complete,,6.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Taxes,Postgraduate study,College graduate,More than High school graduate,,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,No,Omit,The economy,No,Yes,Reject,Poor,Not so good or poor,18-44,18-64,Independent/Something else,,,Independent,,Moderate,50021.0,Mitt Romney,Has a vision for the future,,,State questionnaire,,West,Michael Baumgartner,Female,,Married women,Suburbs,Suburbs,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,No,Version 1,,Suburb,70s Suburbs,Urban Perimeter,Downscale,98366.0,1.46166884899139
8837.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,All others,All others,Never,Never,Complete,,6.0,I like my candidate but with reservations,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Yes,Barack Obama,Health care,No,Yes,Approve,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Moderate,50021.0,Barack Obama,Shares my values,Other,Other,State questionnaire,Other,West,Maria Cantwell,Female,All other races,Married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,98349.0,0.710705578327179
8836.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,More than once a week,Weekly,Complete,,6.0,I strongly favor my candidate,Getting better,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Worse today,2.0,Omit,Jay Inslee,Barack Obama,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Barack Obama,The economy,No,Yes,Approve,Poor,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50021.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Downscale,98366.0,1.64069211483002
8834.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,6.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,No high school diploma,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,,Barack Obama,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Barack Obama,Health care,No,No,Did not vote,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,50021.0,Barack Obama,Omit,White,White,State questionnaire,White,West,,Female,White women,Non married women,Suburbs,Suburbs,Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Downscale,98366.0,0.018336458131671
8830.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,6.0,I strongly favor my candidate,Getting better,Getting better,The housing market,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Yes,Barack Obama,The economy,No,No,Approve,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50021.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Non married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Very upscale,98110.0,0.32469779253006
8825.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Complete,,6.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Yes,Barack Obama,Federal budget deficit,No,No,Approve,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50021.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Non married women,Suburbs,Suburbs,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,No,Version 1,Yes,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,98349.0,1.06456959247589
8822.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,6.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",No,Mitt Romney,Foreign policy,No,Yes,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50021.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Suburb,70s Suburbs,Urban Perimeter,Downscale,98366.0,0.605959236621857
8821.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,,6.0,I like my candidate but with reservations,Getting worse,Worse,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,2.0,Government should do more to solve problems,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Approve,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50021.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Yes,Version 1,No,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,98349.0,1.07106578350067
8812.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,6.0,I strongly favor my candidate,Getting worse,Worse,The housing market,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,Jay Inslee,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Mitt Romney,Federal budget deficit,No,Yes,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50021.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Downscale,98366.0,1.53262197971344
12850.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,6.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Barack Obama,,No,,Approve,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Moderate,50021.0,Barack Obama,,White,White,National questionnaire,White,West,,Female,White women,,Suburbs,Suburbs,Washington,Telephone survey,,,,,Version 4,No,Suburb,70s Suburbs,Urban Perimeter,Downscale,98366.0,2.07000970840454
12847.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,5.0,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,,Barack Obama,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,Yes,Barack Obama,,No,,Approve,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50019.0,,,White,White,National questionnaire,White,West,,Female,White women,,Suburbs,Suburbs,Washington,Telephone survey,,,,,Version 4,,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,99009.0,0.233803823590279
12846.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,5.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Jay Inslee,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,Barack Obama,,No,,Approve,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50019.0,Barack Obama,,White,White,National questionnaire,White,West,,Female,White women,,Suburbs,Suburbs,Washington,Telephone survey,,,,,Version 4,Yes,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,99016.0,0.606728136539459
12845.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,5.0,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,,,,,,,Yes,Barack Obama,,No,,Approve,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,50019.0,Barack Obama,,White,White,National questionnaire,White,West,,Female,White women,,Suburbs,Suburbs,Washington,Telephone survey,,,,,Version 4,,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,99022.0,0.884566724300385
