ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVALLEN,FAVKAINE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVTHH,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSVA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENVA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,VETVOTER,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
16011.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,,Complete,,Call 1,7.0,,,No,,,,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,,,,Omit,Omit,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,Health care,,,All others,Yes,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,74.0,Barack Obama,Shares my values,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22407.0,0.842100203037262
18724.0,,,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,,Complete,,Call 1,10.0,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,Better today,1.0,Government should do more to solve problems,,,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,Omit,,No,All others,Yes,,,,,,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,22.0,Barack Obama,Is a strong leader,Black,Black,National questionnaire,Black,South,,,,Timothy Kaine,Female,Black women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22066.0,0.985664784908295
35967.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,Call 2,10.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,About the same,2.0,Government should do more to solve problems,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Foreign policy,,Yes,All others,No,,,,,,45+,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,,53.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,South,,,,Timothy Kaine,Female,Latino women,Non married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20176.0,0.886902272701263
58016.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,5.0,,,Yes,,,,,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,Unfavorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,,,,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Foreign policy,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,34.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,20187.0,0.788746297359467
58082.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 3,5.0,,,No,,,,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Foreign policy,,No,All others,No,,,,,,45+,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,34.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,20187.0,0.921007037162781
34774.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,4.0,,,No,,,,,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Unfavorable,Unfavorable,Worse today,5.0,Government should do more to solve problems,,,,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Foreign policy,,No,All others,No,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,88.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23322.0,1.48795104026794
57444.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,11.0,,,Yes,,,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,,,,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Foreign policy,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,67.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22192.0,0.778229713439941
14299.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,4.0,,,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,All others,Yes,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50018.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,South,,,,,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,23112.0,6.75843825348466e-09
38946.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,Call 2,5.0,,,Yes,,,,,Taxes,College graduate,College graduate,More than High school graduate,Non white college degree,,,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,Federal budget deficit,,No,All others,No,,,,,,18-44,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,39.0,Barack Obama,Is a strong leader,Black,Black,State questionnaire,Black,South,,,,Timothy Kaine,Female,Black women,Non married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,22968.0,0.971516370773315
17423.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,5.0,,,No,,,,,The housing market,High school graduate,No college degree,High school graduate or less,White no college degree,,,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,All others,Yes,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,39.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,South,,,,Timothy Kaine,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,22968.0,0.84803032875061
17422.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,5.0,,,No,,,,,The housing market,High school graduate,No college degree,High school graduate or less,White no college degree,,,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,All others,Yes,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,39.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,South,,,,Timothy Kaine,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,22968.0,0.84803032875061
36510.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,11.0,,,No,,,,,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Better today,1.0,Government should do more to solve problems,,,,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,Federal budget deficit,,No,All others,Yes,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,28.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,South,,,,Timothy Kaine,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22182.0,0.813171863555908
59906.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,7.0,,,No,,,,,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,All others,Yes,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,43.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,23233.0,1.13204538822174
57900.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,11.0,,,Yes,,,,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,1.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Federal budget deficit,,No,Married with children,Yes,,,,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,28.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22182.0,0.961017727851868
57107.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 3,5.0,,,No,,,,,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,All others,Yes,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,34.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,20187.0,0.870133697986603
57030.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,11.0,,,Yes,,,,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Omit,Worse today,1.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,21.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,High Density Urban,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22015.0,1.21057915687561
36014.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 2,1.0,,,Yes,,,,,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Unfavorable,Favorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Federal budget deficit,,No,Married with children,Yes,,,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,75.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0,0.823729753494263
16610.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,7.0,,,No,,,,,Taxes,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Federal budget deficit,,No,All others,Yes,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,16.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,23113.0,1.08210229873657
58065.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,4.0,,,No,,,,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,5.0,Government is doing too many things better left to businesses and individuals,,,,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Federal budget deficit,,No,All others,Yes,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,88.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23322.0,1.48795104026794
35452.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,10.0,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,Worse today,2.0,Omit,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,,Yes,,,,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,53.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20176.0,0.844771087169647
14509.0,,,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,,Complete,,Call 1,10.0,,,,,,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,,,About the same,2.0,Government should do more to solve problems,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,,No,All others,No,,,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,53.0,Barack Obama,Is a strong leader,Black,Black,National questionnaire,Black,South,,,,Timothy Kaine,Male,Black men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20176.0,1.18642449378967
17650.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,Call 1,11.0,,,Yes,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,About the same,1.0,Government should do more to solve problems,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,,Yes,Married with children,Yes,,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,27.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,South,,,,Timothy Kaine,Female,Latino women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,High Density Urban,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22153.0,0.860189616680145
38536.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,,,,Complete,,Call 2,1.0,,,Yes,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,About the same,2.0,Government should do more to solve problems,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,The economy,,No,Married with children,Yes,,,,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,76.0,Mitt Romney,Is a strong leader,Other,Asian,National questionnaire,Asian,South,,,,Timothy Kaine,Female,All other races,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0,0.944140315055847
14298.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,4.0,,,No,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,Worse today,5.0,Government is doing too many things better left to businesses and individuals,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,,Yes,All others,No,,,,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,Moderate,50019.0,Mitt Romney,Is a strong leader,Other,White,National questionnaire,Hispanic/Latino,South,,,,,Female,Latino women,Non married women,Suburbs,Suburbs, Virginia,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23322.0,1.14684883811833e-08
57088.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 3,10.0,,,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,53.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20176.0,0.844771087169647
40745.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 2,1.0,,,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,About the same,2.0,Government is doing too many things better left to businesses and individuals,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,76.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0,0.788746297359467
40744.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 2,1.0,,,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,About the same,2.0,Government is doing too many things better left to businesses and individuals,,,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,Married with children,Yes,,,,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,76.0,Mitt Romney,Is a strong leader,White,White,National questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0,0.788746297359467
35200.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 2,10.0,,,Yes,,,,,The housing market,,,,,,,Favorable,Unfavorable,Better today,1.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,,No,All others,No,,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,33.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,South,,,,Timothy Kaine,Male,White men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22033.0,1.06746113300323
14697.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,Call 1,5.0,,,No,,,,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Favorable,Unfavorable,Better today,2.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,,No,All others,Yes,,,,,,45+,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,34.0,Barack Obama,Is a strong leader,Black,Black,State questionnaire,Black,South,,,,Timothy Kaine,Male,Black men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,20187.0,1.060919880867
15669.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,11.0,,,No,,,,,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,Better today,1.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,,No,All others,Yes,,,,,,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,28.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,South,,,,Timothy Kaine,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22182.0,0.769643306732178
