ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK12,BREAK12A,BREAK12B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONFAIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GAY,GEOCODE,GOVTDO10,HANDLEDEF12,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,HOUCA12,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTL12,INTLOBAMA,INTLROMNEY,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMA2,OBAMA4,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PROP30CA,PRSCA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SAMESEXM12,SENCA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXDEF,TAXINC12,TEAPARTY12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,TRACK,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKPARENT,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
77899.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,Call 3,52.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,5.0,,,,,,,A Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,,No,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,87.0,No,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,,,,,Dianne Feinstein,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English,California,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,Urban,Urban Core,Upscale,92117.0,0.543636918067932
77883.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,28.0,,,,,Getting better,George W. Bush,Getting better,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,4.0,,,,,,,A Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,,Yes,Good,Excellent or good,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,34.0,No,Barack Obama,Is a strong leader,White,White,National questionnaire,White,West,,,,,Dianne Feinstein,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,California,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,Urban,Urban Core,Very upscale,91214.0,0.419050514698029
77854.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,,,,Complete,,,,,Call 3,12.0,Yes,Only cell phone service,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,Yes,3.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,No,No,All others,No,,,,,,,The middle class,18-44,18-64,Women with children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,95.0,No,Barack Obama,,Other,Other,National questionnaire,Other,West,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Dianne Feinstein,Female,All other races,Non married women,"Cities over 500,000","Cities over 50,000",English,California,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,Yes,Working mom,Working women,,,Working women,Extremely High Density Urban,Urban,Urban Core,Downscale,94134.0,1.31103956699371
77849.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,,,,Call 3,35.0,,,,,Staying about the same,George W. Bush,Poor and staying the same,,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,5.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,No,,No,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,82.0,No,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,West,,,,,Dianne Feinstein,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,California,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,Urban,Urban Core,Very downscale,91764.0,0.754053294658661
77848.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,,,,Call 3,35.0,,,,,Staying about the same,George W. Bush,Poor and staying the same,,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,5.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,No,,No,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,82.0,No,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,West,,,,,Dianne Feinstein,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,California,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,Urban,Urban Core,Very downscale,91764.0,0.754053294658661
10168.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,,27.0,,,Yes,,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,About the same,,4.0,Government should do more to solve problems,,,,,,A Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and non white",,,,,Federal budget deficit,,Yes,Married with children,Yes,,,,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,50133.0,No,Barack Obama,Shares my values,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Dianne Feinstein,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Upscale,91106.0,2.21951961517334
35733.0,Legal,Legal in all cases,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,A few times a month,Occasionally,Protestant/Do not attend weekly,Complete,,,,No,Call 1,43.0,,,No,I strongly favor my candidate,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,4.0,,,,,,,A Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,,No,All others,Yes,,,,,,,,45+,65+,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,31.0,No,Barack Obama,,Black,Black,National questionnaire,Black,West,Protestant/Other Non-Catholic Christian,Protestant,,No,Dianne Feinstein,Male,Black men,Married men,"Cities over 500,000","Cities over 50,000",English,California,,,Oppose,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,90047.0,0.599776566028595
77709.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,A few times a month,Occasionally,Catholic/Do not attend weekly,Complete,,,,No,Call 3,52.0,,,Yes,I strongly favor my candidate,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,5.0,,,,,,,A Democratic candidate,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,,No,All others,No,,,,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,87.0,No,Barack Obama,,White,White,National questionnaire,White,West,Catholic,Catholic,,No,Dianne Feinstein,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English,California,,,Oppose,Election day exit poll,,,,,,Version 3,White Catholics,No,All others,,,,No,All others,,High Density Urban,Urban,Urban Core,Upscale,92117.0,0.543636918067932
77646.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,,,,Call 3,35.0,,,,,,,,Favors the wealthy,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,No,5.0,,Barack Obama,Barack Obama,Barack Obama,Leave it as is,Expand it or leave it as is,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Somewhat approve,,,,18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Something else,All others,Liberal,82.0,No,Barack Obama,,Black,Black,National questionnaire,Black,West,,,,,Dianne Feinstein,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",English,California,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,High Density Urban,Urban,Urban Core,Very downscale,91764.0,0.754053294658661
10273.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,,,,Complete,,,,,,35.0,,,,,,,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,About the same,,5.0,Government should do more to solve problems,,,,,,A Democratic candidate,,,,,,,,,,,,The economy,,Yes,All others,No,,,,,,,,45+,65+,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,,50174.0,No,Barack Obama,Has a vision for the future,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Dianne Feinstein,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Spanish,California,,,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Downscale,91762.0,0.121843352913857
10259.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,,29.0,,,Yes,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Worse today,,4.0,Government should do more to solve problems,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,The economy,,Yes,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,50143.0,No,Barack Obama,Cares about people like me,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Dianne Feinstein,Female,Latino women,Married women,"Cities over 500,000","Cities over 50,000",English,California,,,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,91605.0,1.27318787574768
10258.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,28.0,,,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Better today,,4.0,Government should do more to solve problems,,,,,,A Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",,,,,The economy,,No,All others,No,,,,,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50138.0,No,Barack Obama,Cares about people like me,White,White,National questionnaire,White,West,,,,,Dianne Feinstein,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English,California,,,,Telephone survey,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,90038.0,1.56769490242004
77585.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,Call 3,28.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,No,4.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,All others,Yes,,,,,,,Omit,45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,34.0,No,Barack Obama,,White,White,National questionnaire,White,West,None,None,The rich,,Dianne Feinstein,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Election day exit poll,,,,Omit,No,Version 5,White none,No,,Yes,"Women, no kids",Working women,,,Working women,High Density Urban,Urban,Urban Core,Very upscale,91214.0,0.384142220020294
77499.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,The most important factor,Important,Factor,,Call 3,26.0,,,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Better today,,1.0,Government should do more to solve problems,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,The economy,,Yes,All others,Yes,,,,,,,,45+,18-64,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Conservative,113.0,No,Barack Obama,Is a strong leader,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Dianne Feinstein,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,,,Version 1,,No,,,,,,,,Suburb,Urban,Urban Core,Very downscale,93033.0,0.77719110250473
35385.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,,Complete,,,,,Call 1,43.0,,,,,Staying about the same,George W. Bush,Poor and staying the same,,The housing market,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,4.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,Federal budget deficit,,No,,No,Not so good,Not so good or poor,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,31.0,No,Barack Obama,Cares about people like me,Black,Black,National questionnaire,Black,West,,,,,Dianne Feinstein,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English,California,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Extremely High Density Urban,Urban,Urban Core,Very downscale,90047.0,0.587977826595306
77473.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,Call 3,26.0,,,,,Getting better,George W. Bush,Getting better,,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,1.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,Federal budget deficit,,Yes,,No,Good,Excellent or good,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,113.0,No,Barack Obama,Cares about people like me,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Dianne Feinstein,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,California,Yes,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,Urban,Urban Core,Very downscale,93033.0,0.77719110250473
77445.0,Legal,Legal in all cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,Latino 60+,Latino 65+,Once a week,Weekly,Catholic/Attend weekly,Complete,,,,No,Call 3,35.0,,,No,I strongly favor my candidate,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,5.0,,,,,,,A Democratic candidate,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,,Yes,All others,No,,,,,,,,45+,65+,Men without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,82.0,No,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Catholic,Catholic,,No,Dianne Feinstein,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,California,,,Oppose,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,High Density Urban,Urban,Urban Core,Very downscale,91764.0,0.637069344520569
77401.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 3,28.0,,,,,Getting better,George W. Bush,Getting better,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,,,4.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,,,,The economy,,No,,,Not so good,Not so good or poor,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,34.0,No,Barack Obama,Has a vision for the future,White,White,National questionnaire,White,West,,,,,Dianne Feinstein,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,California,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,High Density Urban,Urban,Urban Core,Very upscale,91214.0,0.402777463197708
77335.0,Legal,Legal in all cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,A few times a year,Occasionally,All others,Complete,,,,No,Call 3,35.0,,,Yes,I strongly favor my candidate,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,5.0,,,,,,,A Democratic candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,,No,Married with children,Yes,,,,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,82.0,No,Barack Obama,,Other,Asian,National questionnaire,Asian,West,Something else,Other,,Yes,Dianne Feinstein,Female,All other races,Married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,Neutral,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,High Density Urban,Urban,Urban Core,Very downscale,91764.0,0.556979596614838
77325.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,,,Call 3,26.0,Yes,Both regular land-line and cell phone service,Yes,,,,,,,,,,,Favorable,Unfavorable,,No,1.0,,,,,,,A Democratic candidate,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,Yes,All others,No,,,,,,,Omit,18-44,18-64,Women with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,113.0,No,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Catholic,Catholic,The rich,,Dianne Feinstein,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,Non-white,,,No,Mothers with no full time job,Non-working women,,,All others,Suburb,Urban,Urban Core,Very downscale,93033.0,0.798863172531128
77287.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 3,35.0,Yes,Both regular land-line and cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,No,5.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,,Yes,Yes,All others,No,,,,,,,The poor,18-44,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,82.0,No,Barack Obama,,Other,,National questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other christian,The rich,,Dianne Feinstein,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,Non-white,No,,Yes,"Women, no kids",Working women,,,Working women,High Density Urban,Urban,Urban Core,Very downscale,91764.0,0.422710359096527
77267.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,,,Call 3,26.0,Yes,Both regular land-line and cell phone service,No,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,No,1.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,,,,,Yes,Yes,All others,No,,,,,,,The middle class,18-44,18-64,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,113.0,No,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,Catholic,Catholic,The rich,,Dianne Feinstein,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Election day exit poll,,,,Seriously off on the wrong track,No,Version 5,Non-white,No,,No,"Women, no kids",Non-working women,,,All others,Suburb,Urban,Urban Core,Very downscale,93033.0,0.798863172531128
77236.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 3,26.0,,,,,Getting better,George W. Bush,Getting better,,Taxes,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,1.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,,,,Federal budget deficit,,Yes,,Yes,Good,Excellent or good,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,113.0,No,Barack Obama,Is a strong leader,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Dianne Feinstein,Male,Latino men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,California,No,,,Election day exit poll,,,,,,Version 2,,No,,,,,,,,Suburb,Urban,Urban Core,Very downscale,93033.0,0.77719110250473
35132.0,,,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,,,Call 1,34.0,,,,,,,,Favors the wealthy,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,No,4.0,,Barack Obama,Barack Obama,Barack Obama,Expand it,Expand it or leave it as is,A Democratic candidate,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,No,,,,,Approve,Strongly approve,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,19.0,No,Barack Obama,,Black,Black,National questionnaire,Black,West,,,,,Dianne Feinstein,Male,Black men,,"Cities over 500,000","Cities over 50,000",English,California,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,High Density Urban,Urban,Urban Core,Very downscale,90015.0,0.520024359226227
77143.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,,,,Call 3,26.0,,,,,,,,Is fair to most Americans,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,No,1.0,,Barack Obama,Barack Obama,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Only Barack Obama,Yes,No,Barack Obama,,,Yes,,,,,Approve,Somewhat approve,,,,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,113.0,No,Barack Obama,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,,,Dianne Feinstein,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000",English,California,,"Increase only on income over $250,000",,Election day exit poll,,,,,,Version 4,,No,,,,,,,,Suburb,Urban,Urban Core,Very downscale,93033.0,0.712448596954346
34566.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,,,Call 1,7.0,Yes,Both regular land-line and cell phone service,No,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,No,2.0,,,,,,,A Democratic candidate,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,,,,,Yes,No,All others,No,,,,,,,The middle class,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,72.0,No,Barack Obama,,White,White,National questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,The rich,,Dianne Feinstein,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,California,,,,Election day exit poll,,,,Generally going in the right direction,No,Version 5,White Protestants,No,,No,"Women, no kids",Non-working women,,,All others,High Density Urban,Urban,Urban Core,Very upscale,95864.0,1.11485695838928
34525.0,Legal,Legal in most cases,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,More than once a week,Weekly,Protestant/Attend weekly,Complete,,,,Yes,Call 1,26.0,,,Yes,I strongly favor my candidate,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,1.0,,,,,,,A Democratic candidate,Offered a chance to apply for legal status,,,,,,,,,,,,,No,Married with children,Yes,,,,,,,,45+,18-64,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,113.0,No,Barack Obama,,Black,Black,National questionnaire,Black,West,Protestant/Other Non-Catholic Christian,Protestant,,No,Dianne Feinstein,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,California,,,Oppose,Election day exit poll,,,,,,Version 3,Non-white,No,All others,,,,No,,,Suburb,Urban,Urban Core,Very downscale,93033.0,0.901925086975098
