ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AKINCOMMENT,AKINCOMMENTIMP,AKINLIB,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,DESCRIBP12,DESCRIBS10B,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ETHAKIN,ETHMCCAS,ETHMO12,FAVOBAMA2,FAVROMN2,GEOCODE,GOVMO12,GOVTDO10,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,ISSUE12,LATINO,MARCHILD,MARRIED,MCCASLIB,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSMO12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENMO12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,WHTEVANG,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
23813.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,The single most important factor,The single most important factor or one of several important factors,Too conservative,Complete,Yes,Call 1,4.0,Yes,I like my candidate but with reservations,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Claire McCaskill does or neither do,Only Claire McCaskill does or both do,Only Claire McCaskill does,,,4.0,Jay Nixon,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Health care,No,All others,No,About right,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,35.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Female,White women,Non married women,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,Yes,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Very downscale,65360.0,0.476932138204575
66748.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,The single most important factor,The single most important factor or one of several important factors,Too conservative,Complete,Yes,Call 3,5.0,Yes,I like my candidate but with reservations,,No high school diploma,No college degree,High school graduate or less,White no college degree,Only Claire McCaskill does or neither do,Only Claire McCaskill does or both do,Only Claire McCaskill does,,,3.0,Jay Nixon,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,All others,No,Too liberal,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Liberal,72.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Male,White men,Non married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,Yes,White Born-again/Evangelical Christians,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,64062.0,1.38806343078613
24683.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,The single most important factor,The single most important factor or one of several important factors,Too liberal,Complete,Yes,Call 1,5.0,Yes,I like my candidate but with reservations,,High school graduate,No college degree,High school graduate or less,White no college degree,Only Claire McCaskill does or neither do,Only Claire McCaskill does or both do,Only Claire McCaskill does,,,3.0,Jay Nixon,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Married with children,Yes,About right,,,45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,72.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Female,White women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,White Born-again/Evangelical Christians,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,64062.0,1.18332207202911
66559.0,Illegal,Illegal in all cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,The single most important factor,The single most important factor or one of several important factors,About right,Complete,Yes,Call 3,4.0,No,I like my candidate but with reservations,,College graduate,College graduate,More than High school graduate,White college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,4.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,All others,Yes,Too liberal,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,4.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,White Born-again/Evangelical Christians,Low Density Rural,Urban,Urban Core,Upscale,65202.0,1.54040253162384
68698.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,The single most important factor,The single most important factor or one of several important factors,Too liberal,Complete,Yes,Call 3,7.0,Yes,I like my candidate but with reservations,,College graduate,College graduate,More than High school graduate,White college degree,Only Todd Akin does or both do,Only Claire McCaskill does or both do,Both do,,,5.0,Dave Spence,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Health care,,All others,No,Too liberal,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,33.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,White Born-again/Evangelical Christians,Suburb,Urban,Urban Core,Upscale,65807.0,0.826303720474243
53470.0,Omit,Omit,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,One of serveral important factors,The single most important factor or one of several important factors,Too liberal,Complete,Yes,Call 2,6.0,Yes,I like my candidate but with reservations,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Claire McCaskill does or neither do,Only Claire McCaskill does or both do,Only Claire McCaskill does,,,3.0,Jay Nixon,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,All others,No,About right,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,38.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Female,White women,Non married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,Yes,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Urban Perimeter,Very upscale,64063.0,0.952243626117706
47153.0,Legal,Legal in most cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,One of serveral important factors,The single most important factor or one of several important factors,Too conservative,Complete,Yes,Call 2,5.0,No,I dislike the other candidates,,Postgraduate study,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,3.0,Jay Nixon,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,All others,Yes,About right,,,45+,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,72.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Male,White men,Married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,White Born-again/Evangelical Christians,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,64062.0,0.898150026798248
47046.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Not an important factor,Not an important factor,Too conservative,Complete,Yes,Call 2,3.0,No,I dislike the other candidates,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,2.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,All others,Yes,Too liberal,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,51.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,63070.0,0.715483248233795
46740.0,Legal,Legal in most cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,White 18-29,White 18-29,Not an important factor,Not an important factor,Too liberal,Complete,Yes,Call 2,8.0,No,I dislike the other candidates,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,5.0,Dave Spence,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,All others,Yes,Too liberal,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,27.0,Other,,White,White,State questionnaire,White,Midwest,Did not vote,Male,White men,Married men,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,Yes,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Very downscale,65560.0,0.518240749835968
47416.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,Not an important factor,Not an important factor,Too conservative,Complete,Yes,Call 2,4.0,No,I dislike the other candidates,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,4.0,Did not vote,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Health care,Yes,All others,No,Too liberal,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Something else,All others,Moderate,4.0,Did not vote,,Other,Asian,State questionnaire,Hispanic/Latino,Midwest,Did not vote,Female,Latino women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,All others,Low Density Rural,Urban,Urban Core,Upscale,65202.0,0.849921584129334
24970.0,Illegal,Illegal in all cases,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,One of serveral important factors,The single most important factor or one of several important factors,Too liberal,Complete,Yes,Call 1,2.0,Yes,I dislike the other candidates,,College graduate,College graduate,More than High school graduate,Non white college degree,Only Claire McCaskill does or neither do,Only Claire McCaskill does or both do,Only Claire McCaskill does,,,1.0,Jay Nixon,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Health care,No,Married with children,Yes,About right,,,18-44,18-64,Women with children,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,94.0,Barack Obama,,Black,Black,State questionnaire,Black,Midwest,Claire McCaskill,Female,Black women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63043.0,0.98918741941452
64557.0,Illegal,Illegal in all cases,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,The single most important factor,The single most important factor or one of several important factors,About right,Complete,Yes,Call 3,7.0,No,I dislike the other candidates,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,5.0,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Health care,Yes,All others,No,Too liberal,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,113.0,Mitt Romney,,Other,White,State questionnaire,Hispanic/Latino,Midwest,Todd Akin,Male,Latino men,Non married men,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,No,All others,Low Density Rural,Rural,Rural,Downscale,65653.0,0.830680847167969
66199.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,The single most important factor,The single most important factor or one of several important factors,Omit,Complete,Yes,Call 3,3.0,No,I dislike the other candidates,,High school graduate,No college degree,High school graduate or less,White no college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,2.0,Jay Nixon,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,All others,Yes,Omit,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,51.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,Yes,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,63070.0,1.23697745800018
66198.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,The single most important factor,The single most important factor or one of several important factors,Omit,Complete,Yes,Call 3,3.0,No,I dislike the other candidates,,High school graduate,No college degree,High school graduate or less,White no college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,2.0,Jay Nixon,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,All others,Yes,Omit,,,45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,51.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,Yes,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,63070.0,1.23697745800018
46653.0,Illegal,Illegal in most cases,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,The single most important factor,The single most important factor or one of several important factors,About right,Complete,Yes,Call 2,3.0,Yes,I dislike the other candidates,,College graduate,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,2.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Married with children,Yes,Too liberal,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,51.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,63070.0,0.715483248233795
27283.0,Illegal,Illegal in all cases,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,One of serveral important factors,The single most important factor or one of several important factors,Too liberal,Complete,Yes,Call 1,8.0,No,I dislike the other candidates,,College graduate,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,5.0,Did not vote,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,All others,Yes,Too liberal,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,65.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Jonathan Dine,Male,White men,Married men,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,No,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Downscale,63775.0,0.986617207527161
64702.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,Not an important factor,Not an important factor,Too liberal,Complete,Yes,Call 3,4.0,Yes,I dislike the other candidates,,High school graduate,No college degree,High school graduate or less,White no college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,4.0,Dave Spence,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,All others,No,Too conservative,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,35.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Jonathan Dine,Female,White women,Non married women,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 2,Yes,White Born-again/Evangelical Christians,Extremely Low Density Rural,Rural,Rural,Very downscale,65360.0,0.500696659088135
23113.0,Legal,Legal in most cases,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,One of serveral important factors,The single most important factor or one of several important factors,Too conservative,Complete,Yes,Call 1,4.0,Yes,I strongly favor my candidate,,Postgraduate study,College graduate,More than High school graduate,White college degree,Omit,Omit,Omit,,,4.0,Did not vote,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Omit,No,Married with children,Yes,About right,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,4.0,Barack Obama,,White,White,State questionnaire,White,Midwest,Claire McCaskill,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,White Born-again/Evangelical Christians,Low Density Rural,Urban,Urban Core,Upscale,65202.0,0.805517196655273
24807.0,Legal,Legal in most cases,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,All others,All others,One of serveral important factors,The single most important factor or one of several important factors,About right,Complete,Yes,Call 1,2.0,No,I strongly favor my candidate,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Only Todd Akin does or both do,Only Todd Akin does or neither do,Only Todd Akin does,,,1.0,Dave Spence,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Omit,,All others,Yes,About right,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,97.0,Mitt Romney,,Other,Asian,State questionnaire,Asian,Midwest,Todd Akin,Female,All other races,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63129.0,2.02739644050598
70257.0,Illegal,Illegal in most cases,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Not an important factor,Not an important factor,Too liberal,Complete,Yes,Call 3,1.0,No,I strongly favor my candidate,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Only Claire McCaskill does or neither do,Only Claire McCaskill does or both do,Only Claire McCaskill does,,,1.0,Jay Nixon,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Omit,No,All others,Yes,About right,,,45+,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,103.0,Barack Obama,,Black,Black,State questionnaire,Black,Midwest,Claire McCaskill,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 2,No,All others,Suburb,Urban,Urban Core,Very downscale,63147.0,1.58269989490509
49595.0,Illegal,Illegal in most cases,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,One of serveral important factors,The single most important factor or one of several important factors,Too conservative,Complete,Yes,Call 2,2.0,Yes,I strongly favor my candidate,,High school graduate,No college degree,High school graduate or less,White no college degree,Only Todd Akin does or both do,Only Claire McCaskill does or both do,Both do,,,1.0,Dave Spence,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Omit,No,Married with children,Yes,About right,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,97.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Todd Akin,Female,White women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,Yes,White Born-again/Evangelical Christians,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63129.0,1.85174477100372
66539.0,Legal,Legal in most cases,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Omit,Omit,Too conservative,Complete,Yes,Call 3,5.0,No,I dislike the other candidates,,College graduate,College graduate,More than High school graduate,White college degree,Only Claire McCaskill does or neither do,Only Todd Akin does or neither do,Neither does,,,3.0,Other,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Omit,No,All others,No,Too conservative,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,37.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Other,Male,White men,Non married men,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,No,White Born-again/Evangelical Christians,Suburb,60s Suburbs,Urban Perimeter,Downscale,64050.0,0.0
23912.0,Illegal,Illegal in most cases,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Not an important factor,Not an important factor,Too conservative,Complete,Yes,Call 1,5.0,No,I dislike the other candidates,,High school graduate,No college degree,High school graduate or less,White no college degree,Only Todd Akin does or both do,Only Claire McCaskill does or both do,Both do,,,3.0,Jay Nixon,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Omit,No,All others,Yes,Too liberal,,,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,72.0,Mitt Romney,,White,White,State questionnaire,White,Midwest,Jonathan Dine,Female,White women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 2,Yes,White Born-again/Evangelical Christians,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,64062.0,1.28611147403717
13940.0,,,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,,5.0,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,3.0,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,No,,,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,50022.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Telephone survey,,,,Version 4,No,,Suburb,Urban,Urban Core,Very downscale,64130.0,0.0
48536.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,4.0,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,3.0,Jay Nixon,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,No,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,11.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Female,White women,,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 4,No,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,64083.0,1.02210438251495
72800.0,,,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,Call 3,1.0,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,1.0,Jay Nixon,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,No,,,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,105.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,Claire McCaskill,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 4,No,,High Density Urban,Urban,Urban Core,Downscale,63104.0,1.10788989067078
72645.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,Call 3,1.0,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,,,1.0,Jay Nixon,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Yes,,,,,,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,,105.0,Barack Obama,,Other,Black,National questionnaire,Hispanic/Latino,Midwest,Claire McCaskill,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 4,No,,High Density Urban,Urban,Urban Core,Downscale,63104.0,1.29957985877991
28040.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Not complete,,Call 1,4.0,,,,,,,,,,,,,3.0,Jay Nixon,,,,,,,,,Yes,,Yes,,,,18-44,18-64,,,,,,,,11.0,Barack Obama,,Other,Asian,National questionnaire,Hispanic/Latino,Midwest,Claire McCaskill,Female,Latino women,Married women,Suburbs,Suburbs,Missouri,Election day exit poll,,,,Version 1,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,64083.0,1.02210438251495
68410.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,7.0,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,5.0,Jay Nixon,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",,No,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,62.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,,,,Version 4,Yes,,Town,Rural,Rural,Upscale,64804.0,0.75390887260437
27724.0,,,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,Call 1,5.0,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,3.0,Jay Nixon,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,No,,,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,46.0,Barack Obama,,Black,Black,National questionnaire,Black,Midwest,Claire McCaskill,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,,,,Version 4,No,,Suburb,Urban,Urban Core,Upscale,64134.0,0.757760524749756
66029.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Not complete,,Call 3,6.0,,,,,,,,,,,,,4.0,Jay Nixon,,,,,,,,,No,,No,,,,45+,18-64,,,,,,,,10.0,Barack Obama,,White,White,National questionnaire,White,Midwest,Claire McCaskill,Female,White women,Non married women,Rural,Small Cities/Rural,Missouri,Election day exit poll,,,,Version 5,,,Suburb,Rural,Rural,Very downscale,64633.0,1.40278208255768
