ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,AUTOBAIL12,AUTOHH,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LAIDOFF4,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSOH12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENOH12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNFR12,UNFROBAM,UNFRROMN,UNIONHH12,VERSION,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
19207.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,5.0,,,,I strongly favor my candidate,Getting better,Omit,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,,No,,No,Not so good,Not so good or poor,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,55.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Non married women,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Low Density Rural,Rural,Rural,Downscale,43534.0,0.664401829242706
22090.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 1,12.0,,,,I strongly favor my candidate,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,,No,,No,Not so good,Not so good or poor,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,40.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43085.0,0.619374215602875
42341.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 2,11.0,,,,I strongly favor my candidate,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Barack Obama,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Health care,No,,No,,Yes,Not so good,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,104.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44333.0,0.586220264434814
60796.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,11.0,,,,I strongly favor my candidate,Getting better,Omit,Getting better,The housing market,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,1.0,,Omit,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Health care,No,,No,,Yes,Not so good,Not so good or poor,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,24.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,60s Suburbs,Urban Perimeter,Very upscale,44122.0,0.496062040328979
19746.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,4.0,,,,I strongly favor my candidate,Getting worse,Omit,Worse,Omit,,,,,,,,3.0,,Omit,,,,,,,,,,Barack Obama,Health care,No,,No,,Yes,Not so good,Not so good or poor,,,,45+,65+,,,,,,,,90.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,No,Version 2,,,,,,Low Density Rural,Rural,Rural,Very downscale,44841.0,0.655883848667145
7918.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,,16.0,,,,I like my candidate but with reservations,Staying about the same,George W. Bush,Poor and staying the same,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,Yes,,No,,No,Poor,Not so good or poor,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50075.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Telephone survey,,,,,,,No,Version 2,,Yes,,,,Suburb,60s Suburbs,Urban Perimeter,Very upscale,44140.0,7.5523247718811
59919.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,11.0,,,,I like my candidate but with reservations,Getting worse,Omit,Worse,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,Omit,,,,,,,,,,Barack Obama,The economy,Yes,,No,,No,Poor,Not so good or poor,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,104.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44333.0,0.586220264434814
42809.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,8.0,,,,I dislike the other candidates,Staying about the same,George W. Bush,Poor and staying the same,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,5.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,Yes,,No,,Yes,Poor,Not so good or poor,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,7.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Male,White men,Married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,45013.0,0.532575607299805
21623.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,12.0,,,,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Foreign policy,No,,,,Yes,Omit,Omit,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,40.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43085.0,0.594029307365417
7913.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,,15.0,,,,I dislike the other candidates,Staying about the same,George W. Bush,Omit,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,,No,,Yes,Omit,Omit,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,,50073.0,Barack Obama,Shares my values,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Ohio,,Telephone survey,,,,,,,No,Version 2,,Yes,,,,Suburb,Urban,Urban Core,Very upscale,43026.0,1.11446976661682
41928.0,,,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,,,Complete,,Call 2,1.0,,,,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,5.0,,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,No,,,,No,Omit,Omit,,,,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,48.0,Barack Obama,Shares my values,Black,Black,State questionnaire,Black,Midwest,,,,Sherrod Brown,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Ohio,,Election day exit poll,,,,,,,,Version 2,,No,,,,Suburb,Urban,Urban Core,Very downscale,45223.0,0.647712230682373
17373.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,Complete,,Call 1,10.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Taxes,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,5.0,,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,Health care,Yes,,No,,No,Excellent,Excellent or good,,,,18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,81.0,Barack Obama,Is a strong leader,Black,Black,State questionnaire,Black,Midwest,,,,Sherrod Brown,Male,Black men,Non married men,"Cities 50,000-500,000","Cities over 50,000",Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,High Density Urban,Urban,Urban Core,Downscale,45405.0,0.674621999263763
47167.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,,,Complete,,Call 2,11.0,,,,I strongly favor my candidate,Staying about the same,George W. Bush,Good and staying the same,Unemployment,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,1.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,,No,,Yes,Excellent,Excellent or good,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,20.0,Barack Obama,Is a strong leader,Black,Black,State questionnaire,Black,Midwest,,,,Sherrod Brown,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000",Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,High Density Urban,Urban,Urban Core,Very downscale,44108.0,1.08486127853394
47406.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,Complete,,Call 2,13.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,2.0,,Omit,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,,No,,No,Excellent,Excellent or good,,,,45+,65+,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,107.0,Barack Obama,Is a strong leader,Black,Black,State questionnaire,Black,Midwest,,,,Sherrod Brown,Male,Black men,Non married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,44481.0,1.46481609344482
20396.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,3.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,4.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,Yes,,No,,Yes,Good,Excellent or good,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,39.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,Urban,Urban Core,Very upscale,43119.0,0.571182012557983
60741.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 3,13.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,Yes,,No,,Yes,Good,Excellent or good,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,101.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,60s Suburbs,Urban Perimeter,Upscale,44319.0,0.578506827354431
7881.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,,12.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,Yes,,No,,Yes,Good,Excellent or good,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50058.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Telephone survey,,,,,,,No,Version 2,,No,,,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,43055.0,1.24514830112457
40605.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 2,4.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Foreign policy,No,,No,,Yes,Good,Excellent or good,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,90.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Male,White men,Married men,Rural,Small Cities/Rural,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Low Density Rural,Rural,Rural,Very downscale,44841.0,0.629652738571167
7767.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,,2.0,,,,I dislike the other candidates,Getting better,George W. Bush,Getting better,Rising prices,No high school diploma,No college degree,High school graduate or less,White no college degree,,,,5.0,,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Foreign policy,No,,No,,No,Good,Excellent or good,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50009.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Non married women,Rural,Small Cities/Rural,Ohio,,Telephone survey,,,,,,,No,Version 2,,Yes,,,,Low Density Rural,Rural,Rural,Downscale,45601.0,1.17513906955719
20019.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,11.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Federal budget deficit,No,,No,,No,Good,Excellent or good,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,104.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44333.0,0.689918279647827
42047.0,,,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,,,Complete,,Call 2,7.0,,,,I like my candidate but with reservations,Getting better,George W. Bush,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Federal budget deficit,No,,No,,Yes,Good,Excellent or good,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,93.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Male,White men,Married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44721.0,0.779486477375031
63532.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,Complete,,Call 3,14.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,1.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,,No,,No,Good,Excellent or good,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,42.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Male,White men,Non married men,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,Yes,,,,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44024.0,0.626721858978271
18533.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,Call 1,14.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,2.0,,Barack Obama,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,,No,,Yes,Good,Excellent or good,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,103.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44264.0,0.61064612865448
7833.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,10.0,,,,I dislike the other candidates,Getting better,George W. Bush,Getting better,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,5.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",Barack Obama,The economy,No,,No,,No,Good,Excellent or good,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,50049.0,Barack Obama,Is a strong leader,Black,Black,State questionnaire,Black,Midwest,,,,Sherrod Brown,Male,Black men,Non married men,Suburbs,Suburbs,Ohio,,Telephone survey,,,,,,,No,Version 2,,No,,,,Suburb,60s Suburbs,Urban Perimeter,Very upscale,45415.0,4.19924688339233
7825.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,,,Complete,,,9.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,,3.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,,No,,Yes,Good,Excellent or good,,,,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,50042.0,Barack Obama,Is a strong leader,Other,Other,State questionnaire,Other,Midwest,,,,Sherrod Brown,Female,All other races,Married women,"Cities 50,000-500,000","Cities over 50,000",Ohio,,Telephone survey,,,,,,,Yes,Version 2,,No,,,,Suburb,Urban,Urban Core,Downscale,43612.0,2.22055172920227
7879.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,Complete,,,12.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,,No,,Yes,Good,Excellent or good,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50058.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Telephone survey,,,,,,,No,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43062.0,1.49561190605164
7774.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,3.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,,4.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,The economy,No,,No,,No,Good,Excellent or good,,,,18-44,18-64,,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,50013.0,Barack Obama,Is a strong leader,Black,Black,State questionnaire,Black,Midwest,,,,Sherrod Brown,Male,Black men,Non married men,"Cities over 500,000","Cities over 50,000",Ohio,,Telephone survey,,,,,,,No,Version 2,,No,,,,High Density Urban,Urban,Urban Core,Upscale,43229.0,3.739821434021
19686.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,Call 1,3.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,,,,4.0,,Barack Obama,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,,No,,No,Good,Excellent or good,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,31.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Non married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,Yes,,,,Low Density Rural,70s Suburbs,Urban Perimeter,Downscale,43137.0,0.689909875392914
19199.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,All others,All others,,,Complete,,Call 1,14.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,,Barack Obama,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",Barack Obama,The economy,No,,No,,Yes,Good,Excellent or good,,,,18-44,18-64,,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Liberal,103.0,Barack Obama,Is a strong leader,Other,Asian,State questionnaire,Asian,Midwest,,,,Sherrod Brown,Female,All other races,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,Yes,Version 2,,No,,,,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44264.0,0.61064612865448
18550.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,13.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,Barack Obama,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,The economy,No,,No,,Yes,Good,Excellent or good,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,108.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,Yes,,,,Suburb,60s Suburbs,Urban Perimeter,Downscale,44420.0,0.481941163539886
22662.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,Complete,,Call 1,12.0,,,,I strongly favor my candidate,Getting better,George W. Bush,Getting better,Omit,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,Barack Obama,,,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,,No,,Yes,Good,Excellent or good,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,40.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,Midwest,,,,Sherrod Brown,Female,White women,Married women,Suburbs,Suburbs,Ohio,,Election day exit poll,,,,,,,No,Version 2,,No,,,,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43085.0,0.594029307365417
