ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BORNUSA,CALL,CDNUM,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,IMMDEPORT,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARCHILD,MARRIED,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSNM12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,SENNM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
30284.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,Latino 30-44,Latino 30-44,A few times a year,Occasionally,All others,Complete,,Call 1,2.0,,I strongly favor my candidate,Getting worse,,Worse,Taxes,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,4.0,,Barack Obama,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,Yes,,Yes,Poor,Not so good or poor,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Liberal,14.0,Barack Obama,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other christian,Martin Heinrich,Female,Latino women,Married women,Suburbs,Suburbs,English, New Mexico,Election day exit poll,,,,Version 2,Non-white,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.445186346769333
31982.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,Call 1,2.0,,I like my candidate but with reservations,Getting worse,,Worse,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,4.0,,Barack Obama,,,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",Barack Obama,Health care,Yes,,Yes,Poor,Not so good or poor,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,14.0,Barack Obama,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,Martin Heinrich,Male,Latino men,Married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,,,,Version 2,Non-white,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.489218056201935
6559.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,,3.0,,I strongly favor my candidate,Getting worse,,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Mitt Romney,,,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Mitt Romney,Health care,No,,Yes,Poor,Not so good or poor,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50010.0,Mitt Romney,,White,White,State questionnaire,White,West,Catholic,Catholic,Heather Wilson,Female,White women,Married women,Suburbs,Suburbs,English, New Mexico,Telephone survey,,,,Version 2,White Catholics,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87124.0,2.73061728477478
6311.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Protestant/Attend weekly,Complete,,,1.0,,I dislike the other candidates,Getting worse,,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,3.0,,Mitt Romney,,,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Mitt Romney,Health care,No,,Yes,Poor,Not so good or poor,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50002.0,Mitt Romney,,White,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,Heather Wilson,Male,White men,Married men,Suburbs,Suburbs,English, New Mexico,Telephone survey,,,,Version 2,White Protestants,Yes,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87144.0,1.60926377773285
11231.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,3.0,,,Getting better,George W. Bush,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,Non white college degree,,,,3.0,,,,,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,Yes,,Yes,Not so good,Not so good or poor,18-44,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,50010.0,Barack Obama,Shares my values,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Married men,Suburbs,Suburbs,English, New Mexico,Telephone survey,,,,Version 2,,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87124.0,1.17417204380035
11232.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,,3.0,,,Getting better,George W. Bush,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,,3.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,No,,No,Not so good,Not so good or poor,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50010.0,Barack Obama,Cares about people like me,White,White,National questionnaire,White,West,,,Martin Heinrich,Female,White women,Non married women,Suburbs,Suburbs,English, New Mexico,Telephone survey,,,,Version 2,,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87124.0,1.09735882282257
11227.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,,,2.0,,,Getting better,George W. Bush,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,3.0,,,,,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,,No,Not so good,Not so good or poor,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,50006.0,Barack Obama,Cares about people like me,Other,White,National questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Telephone survey,,,,Version 2,,No,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,87031.0,3.40221667289734
10469.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,All others,All others,,,,Complete,,,1.0,No,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,About the same,3.0,Omit,,,,,,,,,,,,Health care,No,All others,No,,,45+,18-64,Women without children,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,,50002.0,Barack Obama,Is a strong leader,Other,American Indian,National questionnaire,Other,West,,,,Female,All other races,Non married women,Suburbs,Suburbs,English, New Mexico,Telephone survey,Omit,Omit,Omit,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87144.0,1.08839893341064
73995.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 3,3.0,No,,,George W. Bush,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,,Repeal some of it,Repeal some of it or repeal all of it,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,All others,Yes,,,18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Liberal,17.0,Gary Johnson,Cares about people like me,Other,American Indian,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Female,Latino women,Married women,Suburbs,Suburbs,English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87124.0,0.466101914644241
58296.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 2,2.0,No,,,George W. Bush,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,Expand it,Expand it or leave it as is,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Health care,Yes,All others,Yes,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Liberal,14.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Other,Male,Latino men,Married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,Just today,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.36069267988205
53402.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Not complete,Yes,Call 2,3.0,Yes,,,,,,,,,,Favorable,Favorable,,3.0,,,,,,,,,,,,,,Yes,All others,No,,,18-44,18-64,Men with children,,,,,,,17.0,Barack Obama,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87124.0,0.777180194854736
30889.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,Yes,Call 1,2.0,Yes,,,George W. Bush,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,,Leave it as is,Expand it or leave it as is,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,Federal budget deficit,Yes,All others,No,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,14.0,Barack Obama,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.464337944984436
31210.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,Yes,Call 1,2.0,Yes,,,George W. Bush,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,,Leave it as is,Expand it or leave it as is,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,Federal budget deficit,Yes,All others,No,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,14.0,Barack Obama,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.464337944984436
30405.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,Yes,Call 1,2.0,Yes,,,Barack Obama,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,Worse today,4.0,Government should do more to solve problems,,Repeal all of it,Repeal some of it or repeal all of it,,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and non white",,Federal budget deficit,Yes,Married with children,Yes,,,45+,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Liberal,14.0,Barack Obama,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.464337944984436
30733.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,Yes,Call 1,2.0,No,,,Barack Obama,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,Better today,4.0,Government should do more to solve problems,,Leave it as is,Expand it or leave it as is,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,14.0,Barack Obama,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.464337944984436
31524.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,No,Call 1,2.0,No,,,Barack Obama,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,Better today,4.0,Government should do more to solve problems,,Leave it as is,Expand it or leave it as is,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,14.0,Barack Obama,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.464337944984436
31116.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,Yes,Call 1,2.0,No,,,Barack Obama,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,Better today,4.0,Government should do more to solve problems,,Leave it as is,Expand it or leave it as is,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,14.0,Barack Obama,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.464337944984436
30966.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,No,Call 1,2.0,No,,,Barack Obama,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,Better today,4.0,Government should do more to solve problems,,Leave it as is,Expand it or leave it as is,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,14.0,Barack Obama,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.464337944984436
75589.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 3,2.0,Yes,,,Barack Obama,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,Leave it as is,Expand it or leave it as is,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,,,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Liberal,14.0,,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Male,Latino men,,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,1.00971555709839
32223.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 1,2.0,Yes,,,Barack Obama,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,Leave it as is,Expand it or leave it as is,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,14.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.277852207422256
32222.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 1,2.0,Yes,,,Barack Obama,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,Leave it as is,Expand it or leave it as is,,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,14.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.277852207422256
32050.0,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 1,2.0,Yes,,,Barack Obama,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Unfavorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,Expand it,Expand it or leave it as is,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,Federal budget deficit,Yes,Married with children,Yes,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Liberal,14.0,Barack Obama,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Male,Latino men,Married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.489218056201935
74151.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,Yes,Call 3,3.0,No,,,Barack Obama,,,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Unfavorable,About the same,3.0,Government should do more to solve problems,,Omit,Omit,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,The economy,Yes,All others,No,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,17.0,Gary Johnson,Has a vision for the future,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Female,Latino women,Non married women,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In the last few days,Just today or in the last few days,Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87124.0,0.418416380882263
53086.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Not complete,Yes,Call 2,3.0,Yes,,,,,,,,,,Favorable,Unfavorable,,3.0,,,,,,,,,,,,,,Yes,Married with children,Yes,,,18-44,18-64,Women with children,,,,,,,17.0,Barack Obama,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Female,Latino women,Married women,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87124.0,0.707230687141418
74357.0,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Yes,Call 3,3.0,Yes,,,Barack Obama,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,,Repeal all of it,Repeal some of it or repeal all of it,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,Federal budget deficit,No,Married with children,Yes,,,18-44,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,17.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,,,Heather Wilson,Male,White men,Married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87124.0,1.06007075309753
5744.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Yes,,1.0,Yes,,,Omit,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,3.0,Government is doing too many things better left to businesses and individuals,,Repeal some of it,Repeal some of it or repeal all of it,,,,,,,,,The economy,No,Married with children,Yes,,,18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50002.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,,,Heather Wilson,Female,White women,Married women,Suburbs,Suburbs,English, New Mexico,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very upscale,87144.0,1.59117674827576
6186.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,Yes,,3.0,Yes,,,George W. Bush,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,,Repeal all of it,Repeal some of it or repeal all of it,,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,Health care,No,All others,No,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50010.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,,,,Male,White men,Non married men,Suburbs,Suburbs,English, New Mexico,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,No,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,87025.0,3.15002870559692
75481.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,No,Call 3,2.0,Yes,,,George W. Bush,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,,Leave it as is,Expand it or leave it as is,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Federal budget deficit,Yes,All others,No,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,14.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.277852207422256
58605.0,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,Latino 18-29,Latino 18-29,,,,Complete,No,Call 2,2.0,Yes,,,George W. Bush,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,,Leave it as is,Expand it or leave it as is,,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and non white",,Federal budget deficit,Yes,All others,No,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Moderate,14.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Heather Wilson,Male,Latino men,Non married men,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.277852207422256
57660.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,Latino 60+,Latino 45-64,,,,Complete,Yes,Call 2,2.0,No,,,George W. Bush,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,Repeal all of it,Repeal some of it or repeal all of it,,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,Federal budget deficit,Yes,All others,Yes,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Moderate,14.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,Martin Heinrich,Female,Latino women,Married women,Suburbs,Suburbs,English, New Mexico,Election day exit poll,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,,No,Suburb,80s Suburbs,Urban Perimeter,Very downscale,88063.0,0.496632426977158
