ID,HOU,SEN,GOV,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,ATTREL,BACKSIDE,BOYSGIRLS,BREAK18,BREAK18A,BREAK18B,BRNAGAIN,CALL,CDNUM,CHILD18,CHILDBOY,CHILDGIRL,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECFOREIGN18,FAVDEM2,FAVPARTY,FAVPELOSI,FAVREP2,FINSIT2,FORTRUMPH,FTVOTER18,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,LATINO,LGBT,MARRIED,MUELLERAPP,NEC,NEC2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QRACEAK,QRACEHI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,REL5,RELIGN18,RELWHITE,RUSSIA18,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18HOU,TIME18HOUMONTH,TIME18HOUWEEK,TRACK,TRADE18,TRUMP2,TRUMP4,TRUMPFP18,TRUMPIMM,UNITED18,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,WPROTBRN,WPROTBRN3
53401.0,Other,The Democratic candidate,The Republican candidate,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,,Call 2,1.0,,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,Unfavorable,,,,,,,No changes at all,,Yes,,,,,,,Health care,,No,,,Approve,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,43.0,Moderate/Liberal Republicans,Conservative Independents,White,White,,,National questionnaire,White,Very important,Important,White,White,Whites are favored over minorities,East,Catholic,Catholic,Catholic,Justified,Male,White men,,,,Suburbs,Suburbs,,Rhode Island,White suburban men,,Election day exit poll,In the last few days,In the last month,In the last week,,,,,,Too tough,,Version 2,,,,0.126808896660805,White Catholics,,,,,,
53403.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,Call 2,2.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Favorable,,,,,,,Major changes,,Yes,,,,,,,Immigration,,No,,,Approve,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,125.0,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,Very important,Important,White,White,Whites are favored over minorities,Midwest,None,None,None,Justified,Male,White men,,,,Rural,Small Cities/Rural,,Minnesota,Other,,Election day exit poll,In the last few days,In the last month,In the last week,,,,,,Too tough,,Version 2,,,,0.50450724363327,White none,,,,,,
53405.0,Other,Other,,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,A few times a year or less,All others,Complete,No children in home,,,,Yes,Call 2,1.0,No,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,Oppose,No,,The Republican Party,,,,,,,,Health care,,No,,Yes,,,,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,51.0,Moderate/Liberal Republicans,Conservative Independents,White,White,,,National questionnaire,White,,,White,White,,West,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,Female,White women,Very serious,Serious,Married women,Rural,Small Cities/Rural,,Montana,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,0.872788727283478,White Protestants,,White Born-again/Evangelical Christians,Somewhat important,Important,Yes,White Protestant evangelical
53406.0,The Democratic candidate,The Democratic candidate,,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Never,A few times a year or less,All others,Complete,"Yes, both boys and girls",,,,Yes,Call 2,2.0,Yes,Yes,Yes,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,Support,No,,The Democratic Party,,,,,,,,Health care,,No,,No,,,,18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,,13.0,,,White,White,,,National questionnaire,White,,,White,White,,East,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,Female,White women,Very serious,Serious,Non married women,Suburbs,Suburbs,,Rhode Island,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,0.168951913714409,White Protestants,,White Born-again/Evangelical Christians,Very important,Important,Yes,White Protestant evangelical
53408.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,Keep it as is,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,,An important factor,Important,A factor,,Call 1,1.0,,,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,,,,,No,,,,,,,,,,,,,Oppose,No,,,,,,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Liberal,16.0,Moderate/Liberal Republicans,Liberal Independents,White,,,White,National questionnaire,White,,,White,,,West,,,,,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",,Hawaii,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.0488833896815777,,,,,,,
53416.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Not complete,,,,,No,Call 1,2.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,No,,,,,,,,,,,,No,,Yes,,,,45+,65+,,,,,,,,,,75.0,,,White,White,,,National questionnaire,White,,,White,White,,East,,,,,Male,White men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",,Rhode Island,Other,,Election day exit poll,,,,,,,,,,,Version 3,,,,0.264850914478302,,,All others,,,,
53417.0,The Republican candidate,,,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Once a week or more,At least monthly,All others,Complete,No children in home,,,,Yes,Call 2,1.0,No,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,Oppose,No,,The Republican Party,,,,,,,,Health care,,No,,Yes,,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,110.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,,,White,White,,South,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs,, Louisiana,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,,0.502361476421356,White Protestants,,White Born-again/Evangelical Christians,Not too important,Not important,Yes,White Protestant evangelical
53418.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,,Complete,,,,,,Call 2,3.0,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Omit,Omit,,Omit,Better,Donald Trump was not a factor,,,,,,,,,,,,,,,No,,,,Omit,Omit,18-44,18-64,,,,,,,,,,62.0,,,White,White,,,National questionnaire,White,,,White,White,,Midwest,,,,,Female,White women,,,,Suburbs,Suburbs,,Minnesota,White suburban women,Omit,Election day exit poll,,,,Omit,Omit,,,,,Omit,Version 4,,,,0.367564827203751,,,,,,,
53420.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,A few times a month,At least monthly,All others,Complete,"Yes, only boys",,,,Yes,Call 2,3.0,Yes,Yes,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,Support,No,,The Democratic Party,,,,,,,,Health care,,No,,Yes,,,,18-44,18-64,Men with children,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,Independent Men,All others,Moderate,54.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,,,National questionnaire,Black,,,Non-white,Black,,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,,,Male,Black men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",,Minnesota,Other,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,,,Version 3,,,,0.364532768726349,Non-white,,All others,Somewhat important,Important,No,
53430.0,The Republican candidate,The Republican candidate,The Republican candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,A few times a year or less,All others,Complete,No children in home,,,,Yes,Call 2,4.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,Oppose,Yes,,The Republican Party,,,,,,,,Immigration,,No,,Yes,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,81.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,,,White,White,,South,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,Female,White women,Somewhat serious,Serious,Married women,Rural,Small Cities/Rural,English,Texas,Other,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,,2.2195942401886,White Protestants,,White Born-again/Evangelical Christians,Somewhat important,Important,Yes,White Protestant evangelical
53432.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,Call 2,1.0,,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,Favorable,Only Democratic Party,,Unfavorable,About the same,To express opposition to Donald Trump,,,,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,,No,No,,,Good,Excellent or good,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,43.0,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,,,White,White,,East,,,,,Female,White women,,,,Suburbs,Suburbs,,Rhode Island,White suburban women,Hurt,Election day exit poll,,,,Seriously off on the wrong track,Hurt,,,,,Becoming more divided,Version 4,,,,0.176540732383728,,No,,,,,
53434.0,The Republican candidate,The Republican candidate,The Republican candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,A few times a year or less,All others,Complete,No children in home,,,,No,Call 2,3.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,Support,No,,The Democratic Party,,,,,,,,The economy,,No,,Yes,,,,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,3.0,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,,,White,White,,East,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,Male,White men,Very serious,Serious,Married men,Suburbs,Suburbs,, Maryland,White suburban men,,Election day exit poll,,,,,,Strongly or somewhat approve,Somewhat approve,,,,Version 3,,,,2.23410391807556,White Protestants,,All others,Somewhat important,Important,No,White Protestant non-evangelical
53435.0,The Republican candidate,The Republican candidate,The Republican candidate,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,At least monthly,Protestant/Attend weekly,Complete,No children in home,,,,Yes,Call 2,6.0,No,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,Oppose,Yes,,The Republican Party,,,,,,,,Gun policy,,No,,Yes,,,,45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,75.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,,,White,White,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Female,White women,Not too serious,Not serious,Married women,Suburbs,Suburbs,,Tennessee,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,,,,Version 3,,,,1.0488189458847,White Protestants,,White Born-again/Evangelical Christians,Not too important,Not important,Yes,White Protestant evangelical
53438.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,Overturn it,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 65+,,,,Complete,,The most important factor,Important,A factor,,Call 2,2.0,,,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,,,,,No,,,,,,,,,,,,,Support,Yes,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Moderate,56.0,Moderate/Liberal Republicans,Moderate Independents,Other,Other,,,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,,,,,Male,Latino men,,,,Suburbs,Suburbs,English,Texas,Other,,Election day exit poll,,,,,,Strongly or somewhat approve,Strongly approve,The U.S. more safe,,,Version 1,No,Donald Trump,Shouldn't be able to vote will cast ballots,1.08754646778107,,,,,,,
53439.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,,Complete,,,,,,Call 2,9.0,,,,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Only Democratic Party,,Unfavorable,About the same,To express opposition to Donald Trump,,,,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",,,No,No,,,Good,Excellent or good,45+,18-64,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,89.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,,,National questionnaire,Black,,,Non-white,Black,,South,,,,,Male,Black men,,,,"Cities over 500,000","Cities over 50,000",,Tennessee,Other,No impact,Election day exit poll,,,,Seriously off on the wrong track,No impact,,,,,Becoming more divided,Version 4,,,,1.20925807952881,,No,,,,,
53440.0,The Republican candidate,The Republican candidate,The Republican candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,Call 2,1.0,,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,Unfavorable,,,,,,,Minor changes,,No,,,,,,,Immigration,,No,,,Approve,,,45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,68.0,Conservative Republicans,Mod./Liberal Republicans,White,White,,,National questionnaire,White,Somewhat important,Important,White,White,Minorities are favored over whites,Midwest,Catholic,Catholic,Catholic,Justified,Male,White men,,,,Rural,Small Cities/Rural,, Nebraska,Other,,Election day exit poll,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,0.557072043418884,White Catholics,,,,,,
53445.0,,The Democratic candidate,,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a month,At least monthly,Protestant/Do not attend weekly,Complete,No children in home,,,,No,Call 2,1.0,No,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,Support,No,,Omit,,,,,,,,Omit,,No,,,,,,45+,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,28.0,Moderate/Liberal Republicans,Conservative Independents,White,White,,,National questionnaire,White,,,White,White,,West,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Female,White women,Somewhat serious,Serious,,"Cities over 500,000","Cities over 50,000",English, New Mexico,Other,,Election day exit poll,,,,,,Omit,Omit,,,,Version 3,,,,0.2449551820755,White Protestants,,All others,Not at all important,Not important,No,White Protestant non-evangelical
53451.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,,Call 2,2.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,Favorable,,,,,,,Major changes,,Yes,,,,,,,Health care,,No,,,Approve,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,125.0,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,Very important,Important,White,White,Whites are favored over minorities,Midwest,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Justified,Female,White women,,,,Rural,Small Cities/Rural,,Minnesota,Other,,Election day exit poll,Before that,Before that,Before that,,,,,,Too tough,,Version 2,,,,0.783594727516174,White Protestants,,,,,,
53452.0,The Republican candidate,The Republican candidate,The Republican candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,Call 1,1.0,,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,The economy,,No,,,Disapprove,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,16.0,Independent/Something else,Conservative Republicans,White,,,White,National questionnaire,White,Not at all important,Not important,White,,No group is favored,West,,,,Politically motivated,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",,Hawaii,Other,,Election day exit poll,Before that,Before that,Before that,,,,,,About right,,Version 2,,,,0.0487147830426693,,,,,,,
53464.0,The Republican candidate,,,Overturn it,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,Omit,Omit,Omit,,Call 2,1.0,,,,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Omit,,,,,,,No,,,,,,,,,,,,,Omit,No,,,,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,,110.0,,,White,White,,,National questionnaire,White,,,White,White,,South,,,,,Female,White women,,,,Suburbs,Suburbs,, Louisiana,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat approve,Somewhat approve,No difference,,,Version 1,No,Other,Should be able to vote will be prevented from voting,0.502361476421356,,,,,,,
53466.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Never,A few times a year or less,All others,Complete,"Yes, both boys and girls",,,,Yes,Call 2,1.0,Yes,Yes,Yes,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,Support,No,,The Democratic Party,,,,,,,,Gun policy,,No,,Yes,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,43.0,Liberal Democrats,Liberal Democrats,White,White,,,National questionnaire,White,,,White,White,,East,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs,,Rhode Island,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,,,Version 3,,,,0.115116655826569,White Protestants,,White Born-again/Evangelical Christians,Very important,Important,Yes,White Protestant evangelical
53467.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,Call 2,2.0,,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Only Democratic Party,,Unfavorable,Worse,To express opposition to Donald Trump,,,,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,,No,No,,,Good,Excellent or good,45+,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,44.0,Moderate/Liberal Republicans,Moderate Independents,White,White,,,National questionnaire,White,,,White,White,,Midwest,,,,,Female,White women,,,,Suburbs,Suburbs,,Minnesota,White suburban women,Omit,Election day exit poll,,,,Seriously off on the wrong track,Hurt,,,,,Becoming more divided,Version 4,,,,0.724883735179901,,No,,,,,
53468.0,The Republican candidate,The Republican candidate,The Republican candidate,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,,,,Call 2,1.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,Unfavorable,,,,,,,Major changes,,No,,,,,,,Health care,,No,,,Disapprove,,,18-44,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,80.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,Not too important,Not important,White,White,Minorities are favored over whites,West,Catholic,Catholic,Catholic,Politically motivated,Male,White men,,,,Rural,Small Cities/Rural,,Wyoming,Other,,Election day exit poll,In the last month,In the last month,Before that,,,,,,About right,,Version 2,,,,0.13650743663311,White Catholics,,,,,,
53474.0,The Republican candidate,The Republican candidate,The Republican candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,Call 2,4.0,,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,Unfavorable,Only Republican Party,,Favorable,Better,To express support for Donald Trump,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,,No,No,,,Not so good,Not so good or poor,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,81.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,,,National questionnaire,White,,,White,White,,South,,,,,Male,White men,,,,Rural,Small Cities/Rural,English,Texas,Other,Helped,Election day exit poll,,,,Generally going in the right direction,Helped,,,,,Becoming more divided,Version 4,,,,2.60958385467529,,No,,,,,
53485.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,The most important factor,Important,A factor,,Call 2,2.0,,,,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,,,,,No,,,,,,,,,,,,,Oppose,No,,,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Liberal,13.0,Moderate/Liberal Republicans,Liberal Independents,White,White,,,National questionnaire,White,,,White,White,,East,,,,,Female,White women,,,,Suburbs,Suburbs,,Rhode Island,White suburban women,,Election day exit poll,,,,,,Strongly or somewhat disapprove,Strongly disapprove,The U.S. less safe,,,Version 1,Yes,Hillary Clinton,Should be able to vote will be prevented from voting,0.330448031425476,,,,,,,
53486.0,The Democratic candidate,The Republican candidate,The Republican candidate,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,,,,Complete,,,,,,Call 2,1.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Unfavorable,,,,,,,Omit,,No,,,,,,,The economy,,Yes,,,Approve,,,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Moderate,28.0,Conservative Republicans,Mod./Liberal Republicans,Other,Hispanic/Latino,,,National questionnaire,Hispanic/Latino,Somewhat important,Important,Non-white,Hispanic/Latino,Omit,West,Catholic,Catholic,,Omit,Female,Latino women,,,,"Cities over 500,000","Cities over 50,000",English, New Mexico,Other,,Election day exit poll,Before that,Before that,Before that,,,,,,Omit,,Version 2,,,,0.199035093188286,Non-white,,,,,,
53490.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,Overturn it,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,An important factor,Important,A factor,,Call 2,2.0,,,,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,,,,,No,,,,,,,,,,,,,Oppose,No,,,,,,45+,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,Independent Women,All others,Moderate,56.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,,,National questionnaire,Black,,,Non-white,Black,,South,,,,,Female,Black women,,,,Suburbs,Suburbs,English,Texas,Other,,Election day exit poll,,,,,,Omit,Omit,The U.S. less safe,,,Version 1,No,Didn't vote,Omit,0.633872210979462,,,,,,,
53491.0,The Democratic candidate,The Democratic candidate,The Democratic candidate,Overturn it,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,,An important factor,Important,A factor,,Call 2,2.0,,,,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,,,,,No,,,,,,,,,,,,,Oppose,No,,,,,,45+,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,Independent Women,All others,Moderate,56.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,,,National questionnaire,Black,,,Non-white,Black,,South,,,,,Female,Black women,,,,Suburbs,Suburbs,English,Texas,Other,,Election day exit poll,,,,,,Omit,Omit,The U.S. less safe,,,Version 1,No,Didn't vote,Omit,0.633872210979462,,,,,,,
53495.0,The Republican candidate,The Republican candidate,The Republican candidate,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,,Call 2,1.0,,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Only Republican Party,,Favorable,Better,Donald Trump was not a factor,,,,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,,No,No,,,Good,Excellent or good,45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,68.0,Independent/Something else,Conservative Republicans,White,White,,,National questionnaire,White,,,White,White,,Midwest,,,,,Male,White men,,,,Rural,Small Cities/Rural,, Nebraska,Other,Helped,Election day exit poll,,,,Generally going in the right direction,No impact,,,,,Becoming more divided,Version 4,,,,0.313378393650055,,No,,,,,
