ID,GOVME14,SENME14,@2WAYGOVME,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,EXTREMELEPAGE,FAVDEM2,FAVREP2,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,KNOWGAY,LATINO,MARIJUANALAW,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TRACK,VERSION,WEIGHT,WHNCLINC,WORK,WORKSEX,WRKWOMEN,WRKWOMEN4
91956.0,Mike Michaud,Susan Collins,Mike Michaud,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Yes,Favorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,No,Legal,Yes,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,9.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,East,Yes,Male,White men,Married men,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 1,1.05701661109924,No,Yes,Working men,All others,Working men
91945.0,Mike Michaud,Susan Collins,Mike Michaud,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,No,Favorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,No,Illegal,Yes,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,92.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Generally going in the right direction,Version 1,0.728383839130402,No,Yes,Working women,Working women,Working women
95768.0,Mike Michaud,Susan Collins,Mike Michaud,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Yes,Favorable,Favorable,1.0,Government should do more to solve problems,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,No,Legal,Yes,Worried,Very worried,Disapprove,Somewhat disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,88.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.09495544433594,No,Yes,Working women,Working women,Working women
64866.0,Mike Michaud,Susan Collins,Mike Michaud,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,2.0,No high school diploma,No college degree,High school graduate or less,White no college degree,Yes,Unfavorable,Unfavorable,2.0,Government should do more to solve problems,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,No,Legal,Yes,Worried,Somewhat worried,Approve,Somewhat approve,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,22.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.15003025531769,Yes,No,Non-working women,All others,Non-working women
66796.0,Mike Michaud,Susan Collins,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Yes,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Conservative,46.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,East,,Male,White men,Married men,Suburbs,Suburbs,Maine,Election day exit poll,,Version 3,1.03981947898865,No,,,,
76440.0,Mike Michaud,Susan Collins,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,46.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,East,,Male,White men,,Suburbs,Suburbs,Maine,Election day exit poll,,Version 5,0.878107488155365,No,,,,
62920.0,Mike Michaud,Susan Collins,Mike Michaud,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,No,Unfavorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Yes,No,Legal,Yes,Worried,Very worried,Disapprove,Somewhat disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,88.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.09495544433594,No,Yes,Working women,Working women,Working women
80284.0,Mike Michaud,Susan Collins,Mike Michaud,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,2.0,College graduate,College graduate,More than High school graduate,White college degree,No,Favorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,No,Illegal,No,Worried,Very worried,Approve,Strongly approve,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,22.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,East,Yes,Male,White men,Non married men,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.29521369934082,No,No,Non-working men,All others,Non-working men
66880.0,Mike Michaud,Susan Collins,Mike Michaud,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Legal,Yes,Not worried,Not too worried,Approve,Strongly approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,103.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Generally going in the right direction,Version 1,2.25199294090271,No,Yes,Working women,Working women,Working women
82198.0,Mike Michaud,Susan Collins,Mike Michaud,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,No,Legal,Yes,Worried,Very worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,103.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,East,No,Male,White men,Married men,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,2.14184927940369,Yes,Yes,Working men,All others,Working men
95821.0,Mike Michaud,Susan Collins,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,Favorable,Favorable,2.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,No,Legal,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,46.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,East,Yes,Female,White women,,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 4,0.779678463935852,No,,,,
95911.0,Mike Michaud,Susan Collins,Mike Michaud,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,,,,,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,No,Legal,No,Worried,Somewhat worried,Approve,Somewhat approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,114.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Non married women,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 1,0.960082292556763,No,Yes,Working women,Working women,Working women
66716.0,Mike Michaud,Susan Collins,Mike Michaud,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,Yes,Favorable,Unfavorable,2.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Yes,No,Legal,Yes,Worried,Very worried,Approve,Strongly approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,96.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,0.790816724300385,Yes,No,Non-working women,All others,Non-working women
64760.0,Mike Michaud,Susan Collins,Mike Michaud,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,No,Favorable,Unfavorable,2.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Yes,No,Illegal,Yes,Worried,Very worried,Approve,Somewhat approve,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Conservative,22.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,East,No,Male,White men,Married men,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.29521369934082,No,No,Non-working men,All others,Non-working men
80205.0,Mike Michaud,Susan Collins,Mike Michaud,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Yes,Favorable,Unfavorable,2.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Yes,No,Illegal,No,Worried,Somewhat worried,Approve,Somewhat approve,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,76.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,East,Yes,Female,White women,Non married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Generally going in the right direction,Version 1,0.840406775474548,Yes,No,Non-working women,All others,Non-working women
80190.0,Mike Michaud,Susan Collins,Mike Michaud,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Favorable,Unfavorable,2.0,Government should do more to solve problems,Was about right,,,,,,,,Yes,,Illegal,Yes,Worried,Somewhat worried,Approve,Somewhat approve,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Conservative,22.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,East,No,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.15003025531769,,No,Non-working women,All others,Non-working women
80183.0,Mike Michaud,Susan Collins,Mike Michaud,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,No,Favorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,No,Legal,No,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,92.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,East,Yes,Male,White men,Non married men,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.02445995807648,Yes,Yes,Working men,All others,Working men
80181.0,Mike Michaud,Susan Collins,Mike Michaud,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,No,Favorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,No,Legal,No,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,92.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,East,Yes,Male,White men,Non married men,Rural,Small Cities/Rural,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,1.02445995807648,Yes,Yes,Working men,All others,Working men
93199.0,Mike Michaud,Susan Collins,Mike Michaud,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Yes,Unfavorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Yes,No,Illegal,No,Worried,Somewhat worried,Approve,Somewhat approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,82.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,East,Yes,Female,White women,Non married women,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 1,0.938533246517181,Yes,Yes,Working women,Working women,Working women
96453.0,Mike Michaud,Susan Collins,Mike Michaud,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,No,Legal,Yes,Not worried,Not too worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,88.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,East,Yes,Male,White men,Married men,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 1,1.23318600654602,No,Yes,Working men,All others,Working men
93622.0,Mike Michaud,Susan Collins,Mike Michaud,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Yes,Unfavorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,No,Legal,Yes,Worried,Very worried,Disapprove,Somewhat disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,9.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,0.938533246517181,No,Yes,Working women,Working women,Working women
95543.0,Mike Michaud,Susan Collins,Mike Michaud,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Yes,Unfavorable,Unfavorable,1.0,Government is doing too many things better left to businesses and individuals,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Yes,No,Illegal,Yes,Not worried,Not too worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,88.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,East,Yes,Male,White men,Married men,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 1,1.23318600654602,No,Yes,Working men,All others,Working men
60142.0,Mike Michaud,Susan Collins,Mike Michaud,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,No,Legal,No,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,82.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Non married women,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 1,0.938533246517181,No,Yes,Working women,Working women,Working women
82014.0,Mike Michaud,Susan Collins,Paul LePage,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,No,Favorable,Favorable,1.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Illegal,Yes,Worried,Somewhat worried,Approve,Somewhat approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,103.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Generally going in the right direction,Version 1,1.90176463127136,No,Yes,Working women,Working women,Working women
92498.0,Mike Michaud,Susan Collins,Mike Michaud,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,Yes,Favorable,Omit,2.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Illegal,Yes,Worried,Somewhat worried,Approve,Strongly approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,76.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Generally going in the right direction,Version 1,0.886302173137665,No,Yes,Working women,Working women,Working women
80076.0,Mike Michaud,Susan Collins,Mike Michaud,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,2.0,Omit,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,No,Illegal,Yes,Worried,Somewhat worried,Approve,Strongly approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,22.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Rural,Small Cities/Rural,Maine,Election day exit poll,Generally going in the right direction,Version 1,0.971178412437439,No,Yes,Working women,Working women,Working women
74281.0,Mike Michaud,Susan Collins,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,,Favorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,No,Legal,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,63.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,East,Yes,Female,White women,,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 4,0.89781254529953,Yes,,,,
80060.0,Mike Michaud,Susan Collins,Mike Michaud,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,2.0,College graduate,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,2.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Yes,No,Legal,No,Worried,Somewhat worried,Disapprove,Somewhat disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,24.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,East,Yes,Female,White women,Non married women,Suburbs,Suburbs,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,0.691964626312256,No,No,Non-working women,All others,Non-working women
95505.0,Mike Michaud,Susan Collins,Mike Michaud,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Yes,No,Illegal,Yes,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,114.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,East,No,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,0.960082292556763,No,Yes,Working women,Working women,Working women
94125.0,Mike Michaud,Susan Collins,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,No,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,46.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,East,,Female,White women,,Suburbs,Suburbs,Maine,Election day exit poll,,Version 5,0.779678463935852,No,,,,
60698.0,Mike Michaud,Susan Collins,Mike Michaud,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,No,Illegal,No,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,82.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Non married women,Suburbs,Suburbs,Maine,Election day exit poll,Generally going in the right direction,Version 1,0.938533246517181,No,Yes,Working women,Working women,Working women
93515.0,Mike Michaud,Susan Collins,Mike Michaud,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Yes,Favorable,Unfavorable,1.0,Government should do more to solve problems,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Yes,No,Legal,Yes,Worried,Very worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,9.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,East,Yes,Female,White women,Married women,Suburbs,Suburbs,Maine,Election day exit poll,Seriously off on the wrong track,Version 1,0.938533246517181,No,Yes,Working women,Working women,Working women
