ID,SENNH14,GOVNH14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BROWNCARPET,CALL,CDNUM,CONTACTBROWN,CONTACTNH14,CONTACTSHAHEEN,DEMPRIM2016,DEMPRIM2016DEMSONLY,ECONBETT,ECONDIR,ECONFAIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOLLOW14,FOLLOW14B,FOROBAMAS,GEOCODE,GOPPRIM2016,GOPPRIM2016REPSONLY,GOVTDO10,HEALTHCARE14,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARIJUANALAW,MARRIED,MATONH,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SHAHEENTOOCLOSE,SIZEPLAC,SIZEPLC3,STANUM,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNFAIRBROWN14,UNFAIRNH14,UNFAIRSHAHEEN,VERSION,WHNCLINC,ZIPCODE,WEIGHT
65195.0,Jeanne Shaheen,Maggie Hassan,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,1.0,No,Neither of them,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Somewhat closely,Somewhat or not too closely,Barack Obama was not a factor,1.0,,,,Did not go far enough,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Foreign policy,No,,Yes,,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,29.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did not,Neither of them,Jeanne Shaheen did not,Version 2,No,3820.0,1.01666271686554
61380.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,No,Only Jeanne Shaheen,Yes,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Not too closely,Somewhat or not too closely,Barack Obama was not a factor,2.0,,,,Did not go far enough,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,70.0,Independent/Something else,Conservative Republicans,,,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Both of them,Jeanne Shaheen did,Version 2,No,3054.0,1.61455464363098
77366.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 2,2.0,,,,Elizabeth Warren,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,3.0,Chris Christie,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,No,Legal,Yes,,,,,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,83.0,Moderate/Liberal Republicans,Moderate Independents,Not too important,Not important,White,White,State questionnaire,White,White,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Yes,Female,White women,Married women,About the right amount,Rural,Small Cities/Rural,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3257.0,0.774517357349396
61168.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,No,Only Jeanne Shaheen,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Very closely,Extremely or very closely,Barack Obama was not a factor,5.0,,,,Did not go far enough,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,110.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,,,,Female,White women,Married women,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Only Scott Brown,Jeanne Shaheen did not,Version 2,No,3276.0,1.25693845748901
77363.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,2.0,No,Only Jeanne Shaheen,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Very closely,Extremely or very closely,Barack Obama was not a factor,3.0,,,,Did not go far enough,Offered a chance to apply for legal status,,,,,,,,,Health care,No,,No,,,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,23.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,,,,,,,,Omit,Omit,Omit,Version 2,No,3745.0,0.829840004444122
89507.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,2.0,No,Only Jeanne Shaheen,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Very closely,Extremely or very closely,Barack Obama was not a factor,3.0,,,,Went too far,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,No,,,,,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,20.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Both of them,Jeanne Shaheen did,Version 2,Yes,3301.0,0.824104726314545
57113.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,No,Neither of them,No,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Very closely,Extremely or very closely,Barack Obama was not a factor,2.0,,,,Was about right,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,62.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Female,White women,Married women,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Both of them,Jeanne Shaheen did,Version 2,No,3102.0,0.585670232772827
77356.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,2.0,No,Neither of them,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Somewhat closely,Somewhat or not too closely,Barack Obama was not a factor,3.0,,,,Did not go far enough,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,94.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,,,,,,,,Omit,Omit,Omit,Version 2,No,3770.0,0.750782787799835
59302.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,2.0,,,,Hillary Clinton,Hillary Clinton,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,4.0,Rand Paul,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Illegal,Yes,,,,,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,71.0,Liberal Democrats,Liberal Democrats,Very important,Important,White,White,State questionnaire,White,White,,,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Yes,Female,White women,Married women,About the right amount,Suburbs,Suburbs,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3055.0,0.556751608848572
61156.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,2.0,,,,Elizabeth Warren,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,5.0,Someone else,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,Illegal,Yes,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,10.0,Moderate/Liberal Republicans,Liberal Independents,Very important,Important,White,White,State questionnaire,White,White,,,East,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Yes,Female,White women,Married women,About the right amount,Rural,Small Cities/Rural,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3574.0,1.20491099357605
77347.0,Jeanne Shaheen,Maggie Hassan,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 2,2.0,,,,Hillary Clinton,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,4.0,Jeb Bush,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,Legal,Yes,,,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,71.0,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,White,White,State questionnaire,White,White,,,East,None,None,None,Yes,Male,White men,Married men,Too often,Suburbs,Suburbs,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3055.0,0.685637950897217
57097.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,Yes,Both of them,Yes,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Very closely,Extremely or very closely,Barack Obama was not a factor,2.0,,,,Was about right,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,No,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,2.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,,,,Male,White men,Non married men,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Only Scott Brown,Jeanne Shaheen did not,Version 2,No,3031.0,0.818773925304413
91839.0,Jeanne Shaheen,Maggie Hassan,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,1.0,,,,Hillary Clinton,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,4.0,Someone else,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Legal,No,,,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,26.0,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,White,White,State questionnaire,White,White,,,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Yes,Female,White women,Non married women,About the right amount,Suburbs,Suburbs,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3038.0,1.13973009586334
57086.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,2.0,,,,,,Getting better,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,4.0,,,,Did not go far enough,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,No,,Good,Excellent or good,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,103.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,National questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,,,,Male,White men,Non married men,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,,,,,,,,,,,Version 2,No,3079.0,1.3649685382843
86764.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,Yes,Both of them,Yes,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Extremely closely,Extremely or very closely,Barack Obama was not a factor,4.0,,,,Did not go far enough,Offered a chance to apply for legal status,,,,,,,,,Health care,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,5.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",East,,,,,Female,White women,Married women,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did,Only Scott Brown,Jeanne Shaheen did not,Version 2,,3032.0,0.790417373180389
77325.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 2,1.0,,,,,,,,,,,,,Favorable,Unfavorable,,,,4.0,,,,,,,,,,,,,,,No,,,,,,,,,,,,45+,65+,,,,,,,,49.0,,,Very important,Important,White,White,State questionnaire,White,White,,,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,,3848.0,0.766806542873383
88012.0,Jeanne Shaheen,Maggie Hassan,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 3,1.0,No,Neither of them,No,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Extremely closely,Extremely or very closely,Barack Obama was not a factor,5.0,,,,Was about right,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Foreign policy,No,,No,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,89.0,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,,Election day exit poll,,,,,,,,Scott Brown did not,Neither of them,Jeanne Shaheen did not,Version 2,No,3814.0,1.11755156517029
63196.0,Jeanne Shaheen,Maggie Hassan,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 1,1.0,,,,Hillary Clinton,,,,,,,,,Favorable,Unfavorable,,,,4.0,Someone else,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Illegal,No,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,105.0,Moderate/Liberal Republicans,Liberal Independents,Very important,Important,White,White,State questionnaire,White,White,,,East,Catholic,Catholic,Catholic,Yes,Female,White women,Non married women,About the right amount,Suburbs,Suburbs,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,,3873.0,0.686090052127838
86750.0,Jeanne Shaheen,Maggie Hassan,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,1.0,,,,,,Staying about the same,Poor and staying the same,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,2.0,,,Government should do more to solve problems,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,,No,,,I was born in New Hampshire,Not so good,Not so good or poor,Worried,Somewhat worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,65.0,Liberal Democrats,Liberal Democrats,,,White,White,State questionnaire,White,White,,,East,,,,,Female,White women,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,In the last month,In the last week,In the last week,Generally going in the right direction,,,,Version 1,No,3103.0,0.871766328811646
77306.0,Jeanne Shaheen,Maggie Hassan,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 2,2.0,,,,Hillary Clinton,Hillary Clinton,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,3.0,Mike Huckabee,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Illegal,No,,,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,48.0,Liberal Democrats,Liberal Democrats,Very important,Important,White,White,State questionnaire,White,White,,,East,Jewish,Jewish,Jewish,Yes,Female,White women,Non married women,About the right amount,Rural,Small Cities/Rural,New Hampshire,Somewhat oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3431.0,0.905656814575195
65152.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,Call 1,1.0,,,,,,Getting better,Getting better,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,,,,1.0,,,Government should do more to solve problems,,,,,,,,,,Approve,,Yes,,,I was born in New Hampshire,Excellent,Excellent or good,Worried,Very worried,Approve,Strongly approve,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,29.0,Liberal Democrats,Liberal Democrats,,,Other,White,State questionnaire,Hispanic/Latino,Hispanic/Latino,,,East,,,,,Male,Latino men,,,Suburbs,Suburbs,New Hampshire,,,Election day exit poll,Very worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,,,,Version 1,No,3820.0,0.858009397983551
57052.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,1.0,,,,Elizabeth Warren,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,1.0,Jeb Bush,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Illegal,No,,,,,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,33.0,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,White,White,State questionnaire,White,White,,,East,Catholic,Catholic,Catholic,Yes,Female,White women,Non married women,About the right amount,Suburbs,Suburbs,New Hampshire,Neutral,Neutral,Election day exit poll,,,,,,,,,,,Version 3,No,3833.0,0.706254541873932
87990.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 3,2.0,,,,Hillary Clinton,Hillary Clinton,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,3.0,Chris Christie,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,No,Legal,Yes,,,,,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,48.0,Liberal Democrats,Liberal Democrats,Very important,Important,White,White,State questionnaire,White,White,,,East,Jewish,Jewish,Jewish,Yes,Male,White men,Married men,About the right amount,Rural,Small Cities/Rural,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3431.0,0.850604355335236
57045.0,Jeanne Shaheen,Maggie Hassan,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,1.0,,,,Hillary Clinton,,,,,College graduate,College graduate,More than High school graduate,White college degree,Omit,Omit,,,,2.0,Omit,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,No,Legal,Yes,,,,,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,2.0,Moderate/Liberal Republicans,Moderate Independents,Somewhat important,Important,White,White,State questionnaire,White,White,,,East,Catholic,Catholic,Catholic,Yes,Female,White women,Married women,Too often,Suburbs,Suburbs,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3031.0,0.814141392707825
87983.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,All others,All others,Complete,No,Call 3,1.0,,,,Hillary Clinton,Hillary Clinton,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Unfavorable,,,,4.0,Someone else,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,No,Illegal,Yes,,,,,,,,,,45+,65+,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Moderate,97.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,Other,American Indian,State questionnaire,Other,American Indian,,,East,Catholic,Catholic,,No,Female,All other races,Married women,About the right amount,Suburbs,Suburbs,New Hampshire,Neutral,Neutral,Election day exit poll,,,,,,,,,,,Version 3,No,3077.0,0.704633057117462
57042.0,Jeanne Shaheen,Maggie Hassan,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,2.0,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,2.0,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,Health care,No,,,,,,Worried,Very worried,Approve,Somewhat approve,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,74.0,Liberal Democrats,Liberal Democrats,,,White,White,National questionnaire,White,White,,,East,,,,,Female,White women,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,,,,,Version 1,Yes,3064.0,1.07632255554199
77286.0,Jeanne Shaheen,Maggie Hassan,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 2,2.0,,,,Elizabeth Warren,,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,,,,3.0,Omit,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,No,Omit,No,,,,,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,83.0,Moderate/Liberal Republicans,Liberal Independents,Somewhat important,Important,White,White,State questionnaire,White,White,,,East,None,None,None,Yes,Male,White men,Non married men,Omit,Rural,Small Cities/Rural,New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,Yes,3257.0,0.861945748329163
86657.0,Jeanne Shaheen,Maggie Hassan,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,1.0,,,,Hillary Clinton,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,2.0,Chris Christie,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Legal,Yes,,,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,65.0,Moderate/Liberal Republicans,Liberal Independents,Not too important,Not important,White,White,State questionnaire,White,White,,,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,No,Male,White men,Married men,About the right amount,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Strongly oppose,Oppose,Election day exit poll,,,,,,,,,,,Version 3,No,3103.0,0.906042575836182
