ID,SENSC14,SEN2SC14,GOVSC14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CLIMATECHANGE,DEMPRIM2016,DEMPRIM2016DEMSONLY,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVHALEY,FAVREP2,FAVSHEHEEN,GEOCODE,GOPPRIM2016,GOPPRIM2016REPSONLY,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TRACK,VERSION,VETVOTER,WHNCLINC,WHTEVANG,ZIPCODE,WEIGHT
54881.0,Lindsay Graham,Tim Scott,Nikki Haley,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,Call 1,5.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Favorable,Unfavorable,Unfavorable,2.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Approve,,Yes,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Conservative,114.0,Independent/Something else,Conservative Republicans,Other,American Indian,State questionnaire,Hispanic/Latino,Hispanic/Latino,,,South,,Male,Latino men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29732.0,1.05031728744507
54854.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,4.0,Yes,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Favorable,Unfavorable,1.0,,,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,105.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,Yes,No,,29388.0,0.950701236724854
71042.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,1.0,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Favorable,Unfavorable,5.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,10.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29906.0,1.00377011299133
84590.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,4.0,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Favorable,Unfavorable,1.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,57.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29609.0,0.812987506389618
54734.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,2.0,Yes,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Favorable,Favorable,3.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,Yes,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,79.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29212.0,1.06906473636627
70908.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,4.0,No,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Unfavorable,1.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Approve,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,50.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,,,South,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29607.0,0.843290507793427
70899.0,Lindsay Graham,Tim Scott,Nikki Haley,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,7.0,No,,,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,Favorable,Favorable,4.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,71.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,Yes,,29577.0,1.27836656570435
54693.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,2.0,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Favorable,Unfavorable,3.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,79.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29212.0,1.06906473636627
70788.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,5.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Favorable,Favorable,2.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Approve,,No,No,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,115.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Non married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,Yes,,29745.0,1.14776003360748
54568.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,5.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Unfavorable,Unfavorable,3.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,43.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29180.0,1.02686476707459
70646.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,2.0,Yes,,,College graduate,College graduate,More than High school graduate,White college degree,Omit,Favorable,Omit,Unfavorable,3.0,,,Omit,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,79.0,,,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29212.0,1.06906473636627
54428.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,5.0,No,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Favorable,Unfavorable,3.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,43.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29180.0,0.977273285388947
85495.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 3,1.0,No,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Unfavorable,5.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Conservative,37.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29420.0,0.977002918720245
70562.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,No,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Unfavorable,5.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,22.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29466.0,0.611388206481934
58399.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,5.0,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Favorable,Omit,3.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,73.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29078.0,0.979937732219696
54345.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,2.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Favorable,Unfavorable,3.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,79.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29212.0,1.06906473636627
54344.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,Call 1,7.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,,4.0,,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,The economy,Yes,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Moderate,66.0,Conservative Republicans,Mod./Liberal Republicans,Other,White,National questionnaire,Hispanic/Latino,Hispanic/Latino,,,South,,Male,Latino men,,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,,,,Election day exit poll,,Version 1,Yes,No,,29582.0,3.21653532981873
54335.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,1.0,No,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Favorable,Unfavorable,5.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,Yes,Not worried,Not too worried,Disapprove,Somewhat disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,37.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Generally going in the right direction,Version 1,Yes,No,,29420.0,0.977002918720245
70517.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,4.0,No,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,Favorable,Unfavorable,1.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Disapprove,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,57.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29609.0,0.950701236724854
70492.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Favorable,Unfavorable,5.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,10.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29906.0,0.955293953418732
86671.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,5.0,No,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,3.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,No,Yes,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,73.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29078.0,0.979937732219696
70358.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,2.0,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Favorable,Unfavorable,3.0,,,Government is doing too many things better left to businesses and individuals,,,,,,,,,Approve,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,76.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,,,29036.0,1.36915302276611
54083.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,5.0,No,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Unfavorable,Favorable,3.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,,No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,43.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29180.0,1.02686476707459
70276.0,Lindsay Graham,Tim Scott,Nikki Haley,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,4.0,No,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Favorable,Omit,1.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,56.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29615.0,0.802564561367035
86439.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 3,5.0,Yes,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Unfavorable,Unfavorable,2.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,115.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29745.0,1.14776003360748
86432.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 3,1.0,No,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,Favorable,Unfavorable,5.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Disapprove,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,21.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29464.0,1.12731111049652
70219.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,2.0,No,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Favorable,Unfavorable,3.0,,,Government is doing too many things better left to businesses and individuals,,,,,,,,,Approve,,No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,76.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29036.0,1.36915302276611
70129.0,Lindsay Graham,Tim Scott,Nikki Haley,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 2,2.0,No,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Favorable,Favorable,3.0,,,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,76.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Male,White men,Married men,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29036.0,1.36915302276611
57971.0,Lindsay Graham,Tim Scott,Nikki Haley,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,5.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,2.0,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,Health care,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,112.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,,South,,Male,White men,,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,,Version 1,Yes,No,,29710.0,1.12225687503815
70110.0,Lindsay Graham,Tim Scott,Nikki Haley,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,3.0,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,1.0,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,Illegal immigration,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,6.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,,,South,,Male,White men,,Suburbs,Suburbs,South Carolina,,,,Election day exit poll,,Version 1,Yes,No,,29627.0,1.07182574272156
70080.0,Lindsay Graham,Tim Scott,Nikki Haley,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,2.0,No,,,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Favorable,Unfavorable,3.0,,,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Disapprove,,No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,79.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,,,South,,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,,,,Election day exit poll,Seriously off on the wrong track,Version 1,Yes,No,,29212.0,0.96059662103653
