ID,GOVSD14,SENSD14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,REGION,SDEB5,SENCNTL,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,VERSION,WEIGHT,WHNCLINC
3904.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,4.0,Government is doing too many things better left to businesses and individuals,Went too far,,,,,,,,No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,Midwest,Omit,The Republican Party,Male,White men,Married men,Suburbs,Suburbs,South Dakota,Telephone survey,Before that,In the last month,Before that,In the last month,Omit,Version 1,0.664182603359222,No
3913.0,Dennis Daugaard,Mike Rounds,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Omit,The Republican Party,Male,White men,Married men,Suburbs,Suburbs,South Dakota,Telephone survey,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.566090881824493,No
3919.0,Dennis Daugaard,Mike Rounds,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,4.0,Government is doing too many things better left to businesses and individuals,Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Omit,The Republican Party,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,Version 1,0.431335300207138,No
3922.0,Dennis Daugaard,Mike Rounds,65+,60+,65 or over,45+,60+,65+,,,,Complete,,1.0,Postgraduate study,College graduate,More than High school graduate,,Unfavorable,Favorable,3.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more",,No,No,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Republican,,,Republican,Republican Men,,Conservative,,Independent/Something else,Conservative Republicans,,,State questionnaire,,,Midwest,Approve,The Republican Party,Male,,Non married men,Rural,Small Cities/Rural,South Dakota,Telephone survey,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.210592523217201,No
3923.0,Dennis Daugaard,Mike Rounds,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Disapprove,The Republican Party,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,Before that,In the last month,In the last week,In the last week,Seriously off on the wrong track,Version 1,0.297959595918655,No
59625.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,No,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Conservative,56.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Male,White men,Non married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.28519976139069,No
59677.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,56.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Female,White women,Married women,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.22535502910614,Yes
59710.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Not worried,Not too worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,56.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Omit,Version 1,1.28519976139069,No
59822.0,Dennis Daugaard,Mike Rounds,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,56.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.28519976139069,Yes
59943.0,Dennis Daugaard,Mike Rounds,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Conservative,56.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,Midwest,Disapprove,The Republican Party,Female,White women,Married women,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.23182332515717,No
59972.0,Dennis Daugaard,Mike Rounds,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,56.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Disapprove,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.29198408126831,No
60016.0,Dennis Daugaard,Mike Rounds,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,56.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.28519976139069,No
60519.0,Dennis Daugaard,Mike Rounds,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,82.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,Midwest,Omit,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.966049015522003,No
61132.0,Dennis Daugaard,Mike Rounds,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,All others,All others,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Moderate,82.0,Conservative Republicans,Mod./Liberal Republicans,Other,Asian,State questionnaire,Asian,Asian,Midwest,Approve,The Republican Party,Male,All other races,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.966049015522003,No
61240.0,Dennis Daugaard,Mike Rounds,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,82.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.966049015522003,No
61458.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,82.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,Midwest,Omit,The Republican Party,Female,White women,Married women,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.921065330505371,No
61469.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,53.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,Midwest,Disapprove,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.14892756938934,No
61571.0,Dennis Daugaard,Mike Rounds,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Worried,Somewhat worried,Disapprove,Somewhat disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,53.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Female,White women,Non married women,,,South Dakota,Election day exit poll,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,Version 1,1.0954282283783,No
61658.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,82.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Disapprove,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.966049015522003,No
61740.0,Dennis Daugaard,Mike Rounds,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,82.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.971148610115051,No
61817.0,Dennis Daugaard,Mike Rounds,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Worried,Somewhat worried,Disapprove,Somewhat disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,53.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Female,White women,Non married women,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Generally going in the right direction,Version 1,1.54792559146881,No
61931.0,Dennis Daugaard,Mike Rounds,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,82.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.966049015522003,No
61999.0,Dennis Daugaard,Mike Rounds,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Somewhat disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,53.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.14892756938934,No
62087.0,Dennis Daugaard,Mike Rounds,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,82.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.966049015522003,No
62163.0,Dennis Daugaard,Mike Rounds,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Somewhat disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,82.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Omit,The Republican Party,Female,White women,Married women,,,South Dakota,Election day exit poll,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,Version 1,0.921065330505371,No
62232.0,Dennis Daugaard,Mike Rounds,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,No,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,53.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,Midwest,Disapprove,The Republican Party,Female,White women,Non married women,,,South Dakota,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,Seriously off on the wrong track,Version 1,1.10121071338654,No
62331.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,82.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,Midwest,Omit,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,Version 1,0.966049015522003,No
62406.0,Dennis Daugaard,Mike Rounds,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,82.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Omit,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.971148610115051,No
62433.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,53.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,Midwest,Omit,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.14892756938934,No
62494.0,Dennis Daugaard,Mike Rounds,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,1.0,Government is doing too many things better left to businesses and individuals,Went too far,,,,,,,,No,Yes,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,53.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Male,White men,Married men,,,South Dakota,Election day exit poll,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,Version 1,1.15499258041382,No
62583.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,3.0,Government is doing too many things better left to businesses and individuals,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,26.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Female,White women,Married women,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,1.07955241203308,No
62604.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,82.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Female,White women,Married women,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.921065330505371,No
62606.0,Dennis Daugaard,Mike Rounds,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,2.0,Government is doing too many things better left to businesses and individuals,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",No,Yes,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,82.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Midwest,Approve,The Republican Party,Female,White women,Married women,,,South Dakota,Election day exit poll,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.921065330505371,No
