ID,SENLA14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,CALL,CASSIDYCNSRV,CDNUM,CONTACTCASSIDY,CONTACTLA14,CONTACTLANDRIEU,ECONBETT,ECONDIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,GUNOWNER12,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JINDALPRES,LANDRIEUTOOCLOSE,LATINO,MARIJUANALAW,MARRIED,MINWAGE14,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,RUNOFFLA14,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,VERSION,WEIGHT,WHNCLINC
99265.0,Mary Landrieu,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,A few times a month,Occasionally,All others,Complete,Call 3,Too conservative,2.0,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,3.0,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,No,About the right amount,No,Legal,,Favor,,,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,23.0,Liberal Democrats,Liberal Democrats,,,Black,Black,State questionnaire,Black,Black,,,South,Something else,Other,,Mary Landrieu,Yes,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,Strongly oppose,Oppose,Election day exit poll,,,,,,,,Version 3,0.750189125537872,No
76756.0,Mary Landrieu,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 2,,2.0,No,Neither of them,No,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Barack Obama was not a factor,5.0,,No,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,,,No,,No,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,64.0,Moderate/Liberal Republicans,Liberal Independents,Somewhat important,Important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,Mary Landrieu,,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.982703447341919,Yes
60555.0,Mary Landrieu,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Complete,Call 1,,2.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,5.0,Government should do more to solve problems,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,,,,No,Legal,,,,,,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,70.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,National questionnaire,Black,Black,,,South,,,,,No,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,Generally going in the right direction,Version 4,0.650415182113647,No
56500.0,Mary Landrieu,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,,Complete,Call 1,,3.0,,,,Getting worse,Worse,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,2.0,Government should do more to solve problems,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Disapprove,,,,No,,No,,Good,Excellent or good,Not worried,Not too worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,13.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,State questionnaire,Black,Black,,,South,,,,Mary Landrieu,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Seriously off on the wrong track,Version 1,0.856646120548248,No
58067.0,Mary Landrieu,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Call 1,,5.0,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,Illegal,,,,,,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,75.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,National questionnaire,White,White,,,South,,,,,No,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, Louisiana,,,Election day exit poll,,,,,,,Generally going in the right direction,Version 4,0.666647672653198,No
97825.0,Mary Landrieu,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,,Complete,Call 3,,4.0,No,Neither of them,No,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Barack Obama was not a factor,1.0,,Yes,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,The economy,,,No,,No,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,11.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,Mary Landrieu,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.795642971992493,No
56490.0,Mary Landrieu,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,,Complete,Call 1,,3.0,No,Neither of them,No,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Barack Obama was not a factor,2.0,,Yes,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",,Health care,,,No,,No,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,Independent Men,All others,Moderate,53.0,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,Black,Black,State questionnaire,Black,Black,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",South,,,,Mary Landrieu,,Male,Black men,Non married men,Rural,Small Cities/Rural, Louisiana,,,Election day exit poll,,,,,,,,Version 2,1.04402780532837,No
76733.0,Mary Landrieu,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,,,,Complete,Call 2,,2.0,,,,Getting better,Getting better,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,5.0,,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,The economy,,,Yes,,No,,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,70.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Other,Black,National questionnaire,Hispanic/Latino,Hispanic/Latino,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,,,Male,Latino men,Non married men,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.705328524112701,No
97944.0,Mary Landrieu,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Protestant/Attend weekly,Complete,Call 3,Too conservative,2.0,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Unfavorable,,5.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,No,About the right amount,No,Legal,,Favor,,,,,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,69.0,Liberal Democrats,Liberal Democrats,,,Black,Black,State questionnaire,Black,Black,,,South,Protestant/Other Non-Catholic Christian,Protestant,,Mary Landrieu,No,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,0.636203110218048,No
99333.0,Mary Landrieu,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,,,,Complete,Call 3,,2.0,,,,Staying about the same,Poor and staying the same,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,,3.0,Government should do more to solve problems,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,,,No,,No,,Not so good,Not so good or poor,Worried,Very worried,Approve,Strongly approve,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,23.0,Liberal Democrats,Liberal Democrats,,,Black,Black,State questionnaire,Black,Black,,,South,,,,Mary Landrieu,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,Version 1,0.948560297489166,No
56483.0,Mary Landrieu,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,Call 1,,5.0,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,,Yes,,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Liberal,98.0,Conservative Republicans,Mod./Liberal Republicans,,,White,White,National questionnaire,White,White,,,South,Catholic,Catholic,Catholic,,,Female,White women,Married women,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,,Version 3,1.0641074180603,No
96971.0,Mary Landrieu,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,Call 3,,2.0,Yes,Both of them,Yes,,,,,,,,,Barack Obama was not a factor,5.0,,Yes,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,Health care,,,No,,No,,,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,65.0,Liberal Democrats,Liberal Democrats,Very important,Important,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,Mary Landrieu,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.627940714359283,No
56479.0,Mary Landrieu,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,,,,Complete,Call 1,,2.0,,,,Getting better,Getting better,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,4.0,Government should do more to solve problems,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Approve,,,,No,,Yes,,Good,Excellent or good,Worried,Somewhat worried,Approve,Strongly approve,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,45.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,State questionnaire,Black,Black,,,South,,,,Mary Landrieu,,Female,Black women,Married women,Suburbs,Suburbs, Louisiana,,,Election day exit poll,Somewhat worried,Very or somewhat worried,Before that,In the last month,Before that,In the last month,Seriously off on the wrong track,Version 1,1.06946647167206,No
76723.0,Mary Landrieu,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week,Weekly,Catholic/Attend weekly,Complete,Call 2,,3.0,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,2.0,,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,,No,,,,,,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Conservative,38.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,National questionnaire,White,White,,,South,Catholic,Catholic,Catholic,,,Male,White men,Non married men,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,,Version 3,0.870958745479584,Yes
96967.0,Mary Landrieu,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,,,,Complete,Call 3,,3.0,,,,Staying about the same,Poor and staying the same,College graduate,College graduate,More than High school graduate,Non white college degree,,,,2.0,Government should do more to solve problems,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Approve,,,,No,,Yes,,Not so good,Not so good or poor,Worried,Very worried,Approve,Somewhat approve,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,13.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,State questionnaire,Black,Black,,,South,,,,Mary Landrieu,,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,Very worried,Very or somewhat worried,Before that,Before that,Before that,Before that,Generally going in the right direction,Version 1,0.928971171379089,No
64574.0,Mary Landrieu,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,,Complete,Call 1,,2.0,,,,Getting better,Getting better,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,5.0,Government is doing too many things better left to businesses and individuals,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,,,No,,No,,Good,Excellent or good,Not worried,Not too worried,Approve,Strongly approve,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,State questionnaire,Black,Black,,,South,,,,Mary Landrieu,,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,Not too worried,Not too or not at all worried,Before that,Before that,Before that,Before that,Generally going in the right direction,Version 1,1.00732159614563,No
52410.0,Mary Landrieu,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,More than once a week,Weekly,All others,Complete,Call 1,Too conservative,4.0,,,,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Unfavorable,Unfavorable,,1.0,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,About the right amount,No,Legal,,Favor,,,,,,,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,Liberal,4.0,Moderate/Liberal Republicans,Liberal Independents,,,Black,Black,State questionnaire,Black,Black,,,South,Protestant/Other Non-Catholic Christian,Other christian,,Mary Landrieu,No,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,Strongly oppose,Oppose,Election day exit poll,,,,,,,,Version 3,0.753767013549805,No
77908.0,Mary Landrieu,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Complete,Call 2,,2.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,,5.0,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,,No,,,,,,,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,70.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Black,Black,National questionnaire,Black,Black,,,South,Protestant/Other Non-Catholic Christian,Protestant,,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,Neutral,Neutral,Election day exit poll,,,,,,,,Version 5,0.589651644229889,No
56454.0,Mary Landrieu,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,,Not complete,Call 1,,4.0,Yes,Both of them,Yes,,,,,,,,,To express support for Barack Obama,1.0,,,,,,,,,,,,,,,No,,,,,,,,,,,,45+,18-64,,,,,,,,11.0,,,Somewhat important,Important,Black,Black,State questionnaire,Black,Black,,,South,,,,,,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.87763386964798,
96943.0,Mary Landrieu,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,All others,Complete,Call 3,Omit,4.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,1.0,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,About the right amount,No,Legal,,Favor,,,,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,11.0,Liberal Democrats,Liberal Democrats,,,Black,Black,State questionnaire,Black,Black,,,South,Protestant/Other Non-Catholic Christian,Other christian,,Mary Landrieu,No,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,0.87763386964798,No
96792.0,Mary Landrieu,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Protestant/Do not attend weekly,Complete,Call 3,Too conservative,4.0,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,1.0,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,Yes,Too often,No,Legal,,Favor,,,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,107.0,Moderate/Liberal Republicans,Liberal Independents,,,White,White,State questionnaire,White,White,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Mary Landrieu,Yes,Male,White men,,Rural,Small Cities/Rural, Louisiana,Strongly oppose,Oppose,Election day exit poll,,,,,,,,Version 3,0.963556289672852,No
80738.0,Mary Landrieu,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Once a week,Weekly,Protestant/Attend weekly,Complete,Call 2,Too conservative,2.0,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,3.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,No,About the right amount,Yes,Illegal,,Favor,,,,,,,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,23.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Other,Black,State questionnaire,Hispanic/Latino,Hispanic/Latino,,,South,Protestant/Other Non-Catholic Christian,Protestant,,Mary Landrieu,No,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,Strongly oppose,Oppose,Election day exit poll,,,,,,,,Version 3,0.827495992183685,No
56443.0,Mary Landrieu,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,,Complete,Call 1,,2.0,Yes,Only Bill Cassidy,No,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Barack Obama was not a factor,3.0,,Yes,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,Health care,,,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Liberal,23.0,Liberal Democrats,Liberal Democrats,Very important,Important,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,Mary Landrieu,,Female,Black women,Married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.750189125537872,No
56439.0,Mary Landrieu,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week,Weekly,Catholic/Attend weekly,Complete,Call 1,Too conservative,1.0,,,,,,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,4.0,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,No,About the right amount,No,Illegal,,Favor,,,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,42.0,Conservative Republicans,Mod./Liberal Republicans,,,White,White,State questionnaire,White,White,,,South,Catholic,Catholic,Catholic,Mary Landrieu,Yes,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural, Louisiana,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,0.838402509689331,No
98261.0,Mary Landrieu,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Call 3,,2.0,Yes,Only Bill Cassidy,No,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Omit,5.0,,Yes,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,,,No,,No,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Liberal,69.0,Moderate/Liberal Republicans,Liberal Independents,Very important,Important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,Mary Landrieu,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.562671601772308,No
76677.0,Mary Landrieu,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,Call 2,,2.0,Yes,Only Bill Cassidy,No,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,To express support for Barack Obama,2.0,,Yes,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,,,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,85.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,,,,Mary Landrieu,,Female,White women,Married women,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.832856774330139,No
76676.0,Mary Landrieu,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Complete,Call 2,,2.0,Yes,Only Bill Cassidy,No,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,To express support for Barack Obama,2.0,,Yes,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,,,No,,Yes,,,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,85.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",South,,,,Mary Landrieu,,Female,White women,Married women,Suburbs,Suburbs, Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.832856774330139,No
76672.0,Mary Landrieu,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Call 2,,2.0,No,Neither of them,No,,,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,5.0,,No,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Health care,,,No,,No,,,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,64.0,Moderate/Liberal Republicans,Liberal Independents,Very important,Important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,,,,Mary Landrieu,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000", Louisiana,,,Election day exit poll,,,,,,,,Version 2,0.890896737575531,No
52369.0,Mary Landrieu,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,More than once a week,Weekly,Protestant/Attend weekly,Complete,Call 1,Too conservative,4.0,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,,1.0,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,No,Too often,Yes,Legal,,Favor,,,,,,,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,4.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Other,White,State questionnaire,Hispanic/Latino,Hispanic/Latino,,,South,Protestant/Other Non-Catholic Christian,Protestant,,Mary Landrieu,No,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000", Louisiana,Neutral,Neutral,Election day exit poll,,,,,,,,Version 3,0.666647672653198,No
