ID,SENTX14,GOVTX14,LTGOVTX14,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CRUZPRES,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PERRYPRES,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TRACK,VERSION,WHNCLINC,WHTEVANG,ZIPCODE,WEIGHT
64972.0,David Alameel,Wendy Davis,Leticia Van de Putte,Omit,Omit,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,35.0,No,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Omit,4.0,Government should do more to solve problems,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,No,Liberal,111.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,South,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,78741.0,0.683398246765137
85212.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 2,16.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,6.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Yes,No,,,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,,Liberal,43.0,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,Non married men,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 2,No,,79936.0,0.269702732563019
97346.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,No,Call 3,2.0,No,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,3.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,Yes,Worried,Very worried,Approve,Strongly approve,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,No,Liberal,63.0,Moderate/Liberal Republicans,Liberal Independents,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Married men,Suburbs,Suburbs,English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,77346.0,0.545368134975433
66894.0,David Alameel,Wendy Davis,Leticia Van de Putte,Illegal,Illegal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,No,Call 1,16.0,Yes,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,6.0,Government should do more to solve problems,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Yes,No,Not worried,Not too worried,Approve,Somewhat approve,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,No,Conservative,41.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,South,Female,Latino women,Non married women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,79936.0,0.248831063508987
81132.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 2,32.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Conservative,28.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 1,No,,75243.0,0.411894738674164
81127.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 2,12.0,No,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Was about right,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,No,Worried,Somewhat worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,Independent Women,All others,Yes,Conservative,101.0,Moderate/Liberal Republicans,Conservative Independents,Black,Black,State questionnaire,Black,Black,South,Female,Black women,Non married women,Suburbs,Suburbs,English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,76008.0,0.415224075317383
81126.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in most cases,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,Complete,No,Call 2,35.0,No,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,4.0,Omit,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",No,No,Not worried,Not too worried,Approve,Somewhat approve,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Men,All others,No,Moderate,111.0,Moderate/Liberal Republicans,Moderate Independents,Other,Asian,State questionnaire,Asian,Asian,South,Male,All other races,Non married men,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,78741.0,0.723060667514801
66763.0,David Alameel,Wendy Davis,Leticia Van de Putte,Illegal,Illegal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Yes,Call 1,16.0,No,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,6.0,Government should do more to solve problems,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Yes,No,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,No,Liberal,41.0,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,Non married men,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,79936.0,0.248831063508987
85163.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,No,Call 2,16.0,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,6.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,,,,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,No,Moderate,43.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 5,No,All others,79936.0,0.269702732563019
93260.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,All others,All others,Complete,No,Call 3,10.0,No,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",No,No,Worried,Somewhat worried,Approve,Strongly approve,45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Men,Non-White Democrats,No,Moderate,107.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Asian,State questionnaire,Asian,Asian,South,Male,All other races,Non married men,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,78759.0,0.564891159534454
93255.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,7.0,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,3.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,No,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,Liberal,53.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,South,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 2,No,,77081.0,3.18869066238403
62940.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,10.0,,College graduate,College graduate,More than High school graduate,White college degree,,,4.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,Liberal,105.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,South,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 2,No,,78746.0,0.560162484645844
64896.0,David Alameel,Wendy Davis,Leticia Van de Putte,Omit,Omit,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 1,32.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,Yes,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,,28.0,,,Black,Black,National questionnaire,Black,Black,South,Male,Black men,Married men,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 3,No,All others,75243.0,0.450006872415543
66854.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,Yes,Call 1,16.0,No,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,6.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Yes,Yes,Worried,Very worried,Approve,Somewhat approve,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,No,Liberal,41.0,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,Married men,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,79936.0,0.248831063508987
98257.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 3,18.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,No,Moderate,60.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Male,Black men,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 5,No,All others,77068.0,0.697355926036835
93227.0,David Alameel,Wendy Davis,Leticia Van de Putte,,,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 3,32.0,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,,,,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,No,Moderate,28.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,National questionnaire,Black,Black,South,Male,Black men,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 5,No,All others,75243.0,0.450006872415543
81053.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,13.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,5.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,Moderate,84.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,South,Male,White men,,Rural,Small Cities/Rural,English,Texas,Election day exit poll,,Version 3,Yes,White Born-again/Evangelical Christians,76270.0,0.542776584625244
95329.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in all cases,,,,,,,,,,Complete,Yes,Call 3,32.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,Yes,,,,,,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Moderate,28.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 3,No,All others,75243.0,0.41343629360199
95328.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in all cases,,,,,,,,,,Complete,Yes,Call 3,32.0,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,Yes,,,,,,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Moderate,28.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 3,No,All others,75243.0,0.41343629360199
97234.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 3,17.0,No,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Disapprove,Somewhat disapprove,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,No,Moderate,16.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,South,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,Seriously off on the wrong track,Version 1,No,All others,77845.0,0.42424550652504
81026.0,David Alameel,Wendy Davis,Leticia Van de Putte,Illegal,Illegal in most cases,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 2,32.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,No,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,Moderate,28.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 3,No,All others,75243.0,0.425322413444519
95308.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,35.0,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,5.0,Government should do more to solve problems,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Yes,Not worried,Not too worried,Approve,Somewhat approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,No,Liberal,26.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,South,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,78130.0,1.38700902462006
81019.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 2,17.0,No,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Favorable,4.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",No,Yes,Worried,Somewhat worried,Approve,Somewhat approve,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,No,Moderate,16.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,South,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,White Born-again/Evangelical Christians,77845.0,0.42424550652504
81005.0,David Alameel,Wendy Davis,Leticia Van de Putte,Legal,Legal in all cases,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 2,12.0,No,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,2.0,Government should do more to solve problems,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",No,Yes,Not worried,Not too worried,Approve,Strongly approve,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,No,Moderate,101.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Married men,Suburbs,Suburbs,English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,76008.0,0.444237560033798
64791.0,David Alameel,Wendy Davis,Leticia Van de Putte,Illegal,Illegal in most cases,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 1,22.0,No,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,3.0,Government is doing too many things better left to businesses and individuals,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",No,Yes,Not worried,Not too worried,Approve,Strongly approve,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Men,All others,No,Moderate,15.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Black,South,Male,Black men,Married men,Suburbs,Suburbs,English,Texas,Election day exit poll,Seriously off on the wrong track,Version 1,No,All others,77581.0,0.966788947582245
68474.0,John Cornyn,Wendy Davis,Leticia Van de Putte,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,No,Call 1,16.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,6.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Yes,,,,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,No,Moderate,43.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,White,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 5,No,All others,79936.0,0.269702732563019
93965.0,John Cornyn,Wendy Davis,Leticia Van de Putte,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,27.0,,College graduate,College graduate,More than High school graduate,White college degree,,,6.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,No,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 5,No,All others,78414.0,0.25325745344162
11757.0,John Cornyn,Wendy Davis,Leticia Van de Putte,Illegal,Illegal in all cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Yes,,4.0,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,1.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Yes,No,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Women,All others,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,Black,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Female,Latino women,Non married women,Suburbs,Suburbs,English,Texas,Telephone survey,,Version 3,No,All others,75160.0,2.40924000740051
92613.0,John Cornyn,Wendy Davis,Leticia Van de Putte,Illegal,Illegal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,10.0,No,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government should do more to solve problems,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Worried,Somewhat worried,Disapprove,Somewhat disapprove,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,No,Moderate,107.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,South,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,White Born-again/Evangelical Christians,78759.0,0.37603622674942
80275.0,John Cornyn,Wendy Davis,Leticia Van de Putte,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,13.0,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,5.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,No,Not worried,Not too worried,Approve,Somewhat approve,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,No,Liberal,90.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,South,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 1,No,All others,79110.0,0.318681836128235
80095.0,John Cornyn,Wendy Davis,Leticia Van de Putte,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,No,Call 2,18.0,,College graduate,College graduate,More than High school graduate,Non white college degree,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",No,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,No,Moderate,60.0,Moderate/Liberal Republicans,Moderate Independents,Other,Other,National questionnaire,Other,Other,South,Female,All other races,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 5,No,All others,77068.0,0.645540773868561
80082.0,John Cornyn,Wendy Davis,Leticia Van de Putte,,,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,10.0,,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,4.0,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",No,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,Liberal,105.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,South,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Generally going in the right direction,Version 4,No,,78746.0,0.3989437520504
94422.0,John Cornyn,Wendy Davis,Leticia Van de Putte,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,10.0,,College graduate,College graduate,More than High school graduate,White college degree,,,4.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,No,Liberal,105.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,South,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,,Version 5,No,All others,78746.0,0.3989437520504
