ID,GOVKS14,SENKS14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,BROWNBACKTAXCUT,CALL,CDNUM,CHILD12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ETHORMAN,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,ROBERTSOUTOFTOUCH,SAMESEXM12,SENCNTL,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,VERSION,WEIGHT,WHNCLINC,WHTEVANG
63919.0,Paul Davis,Greg Orman,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Hurt Kansas,Call 1,4.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,To express support for Barack Obama,4.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Health care,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,67.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,Yes,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.836022138595581,Yes,All others
59781.0,Paul Davis,Greg Orman,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,All others,All others,Complete,No,Hurt Kansas,Call 1,1.0,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,Barack Obama was not a factor,5.0,,Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,Health care,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women without children,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Liberal,9.0,Liberal Democrats,Liberal Democrats,Other,American Indian,State questionnaire,Other,American Indian,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,All other races,,Rural,Small Cities/Rural,Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,1.06720352172852,No,All others
63802.0,Paul Davis,Greg Orman,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Hurt Kansas,Call 1,4.0,Yes,College graduate,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,4.0,,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,67.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,In the last month,In the last week,In the last week,,Version 2,0.696122825145721,No,All others
96070.0,Paul Davis,Greg Orman,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,,Call 3,3.0,,College graduate,College graduate,More than High school graduate,White college degree,,,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,,,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,19.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,Midwest,,,,Female,White women,,Suburbs,Suburbs,Kansas,Neither,Neutral,Neutral,Election day exit poll,,,,,,Version 5,0.851855933666229,No,All others
75862.0,Paul Davis,Greg Orman,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Hurt Kansas,Call 2,1.0,Yes,High school graduate,No college degree,High school graduate or less,White no college degree,,,,Barack Obama was not a factor,3.0,,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,46.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Omit,,Female,White women,,Rural,Small Cities/Rural,Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,0.955863535404205,Yes,All others
98886.0,Paul Davis,Greg Orman,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Omit,Call 3,4.0,No,College graduate,College graduate,More than High school graduate,White college degree,,,,To express support for Barack Obama,3.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,7.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,0.712274551391602,No,White Born-again/Evangelical Christians
75603.0,Paul Davis,Greg Orman,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Hurt Kansas,Call 2,1.0,No,College graduate,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,5.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,58.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,1.05316138267517,No,White Born-again/Evangelical Christians
77494.0,Paul Davis,Greg Orman,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Hurt Kansas,Call 2,2.0,Yes,College graduate,College graduate,More than High school graduate,Non white college degree,,,,Barack Obama was not a factor,2.0,,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,Health care,No,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,42.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Omit,,Female,Black women,,Suburbs,Suburbs,Kansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,0.818829298019409,No,All others
95753.0,Paul Davis,Greg Orman,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Hurt Kansas,Call 3,4.0,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,4.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Omit,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,75.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Suburbs,Suburbs,Kansas,,Neutral,Neutral,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.802671730518341,No,All others
57809.0,Paul Davis,Greg Orman,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Helped Kansas,Call 1,2.0,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,To express opposition to Barack Obama,3.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Illegal immigration,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,15.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,0.72164660692215,No,White Born-again/Evangelical Christians
95740.0,Paul Davis,Greg Orman,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Hurt Kansas,Call 3,2.0,No,High school graduate,No college degree,High school graduate or less,White no college degree,,,,Barack Obama was not a factor,3.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Foreign policy,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,16.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,No,,Female,White women,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,Version 2,0.692545115947723,No,White Born-again/Evangelical Christians
79519.0,Paul Davis,Greg Orman,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Hurt Kansas,Call 2,4.0,No,College graduate,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,4.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,5.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Male,White men,,Suburbs,Suburbs,Kansas,Neither,Neutral,Neutral,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,Version 2,1.07598888874054,No,All others
95600.0,Paul Davis,Greg Orman,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Hurt Kansas,Call 3,3.0,Yes,College graduate,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,1.0,,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,32.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,Yes,,Female,White women,,Suburbs,Suburbs,Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,0.863214015960693,No,All others
95571.0,Paul Davis,Greg Orman,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Hurt Kansas,Call 3,4.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,To express opposition to Barack Obama,4.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Moderate,75.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Suburbs,Suburbs,Kansas,Neither,Neutral,Neutral,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,Version 2,0.780438303947449,No,All others
59047.0,Paul Davis,Greg Orman,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Hurt Kansas,Call 1,2.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,Barack Obama was not a factor,2.0,,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,Health care,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,10.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.5681511759758,Yes,All others
58968.0,Paul Davis,Greg Orman,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Hurt Kansas,Call 1,2.0,No,High school graduate,No college degree,High school graduate or less,White no college degree,,,,To express opposition to Barack Obama,3.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Moderate,16.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Rural,Small Cities/Rural,Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.692545115947723,No,All others
58891.0,Paul Davis,Greg Orman,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Hurt Kansas,Call 1,2.0,No,College graduate,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,3.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Foreign policy,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,16.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,No,,Female,White women,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.692545115947723,No,White Born-again/Evangelical Christians
58824.0,Paul Davis,Greg Orman,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Hurt Kansas,Call 1,2.0,No,High school graduate,No college degree,High school graduate or less,White no college degree,,,,Barack Obama was not a factor,3.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Illegal immigration,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,15.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,No,,Female,White women,,Rural,Small Cities/Rural,Kansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Omit,Omit,Omit,Omit,,Version 2,0.72164660692215,Yes,White Born-again/Evangelical Christians
79058.0,Paul Davis,Greg Orman,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Hurt Kansas,Call 2,3.0,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,Barack Obama was not a factor,1.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,32.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Suburbs,Suburbs,Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,In the last month,In the last week,In the last week,,Version 2,0.863214015960693,No,All others
76020.0,Paul Davis,Greg Orman,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Hurt Kansas,Call 2,3.0,Yes,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,1.0,,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,40.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,Yes,,Female,White women,,Suburbs,Suburbs,Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,In the last month,In the last week,In the last week,,Version 2,1.01157891750336,No,All others
58739.0,Paul Davis,Greg Orman,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Hurt Kansas,Call 1,2.0,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,To express opposition to Barack Obama,3.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,15.0,,,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Male,White men,,Rural,Small Cities/Rural,Kansas,Neither,Neutral,Neutral,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,Version 2,0.807199418544769,Yes,All others
58685.0,Paul Davis,Greg Orman,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Hurt Kansas,Call 1,1.0,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,To express support for Barack Obama,3.0,,Was about right,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Health care,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Conservative,46.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,Yes,,Male,White men,,Rural,Small Cities/Rural,Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,1.06918323040009,No,All others
58660.0,Paul Davis,Greg Orman,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,Hurt Kansas,Call 1,3.0,No,College graduate,College graduate,More than High school graduate,Non white college degree,,,,To express support for Barack Obama,1.0,,Did not go far enough,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,The economy,No,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,27.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,Angry,"Dissatisfied, but not angry or angry",Midwest,,No,,Male,Black men,,Suburbs,Suburbs,Kansas,Neither,Neutral,Neutral,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,Version 2,0.880260288715363,No,All others
78896.0,Paul Davis,Greg Orman,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,All others,All others,Complete,No,Helped Kansas,Call 2,3.0,Yes,,,,,,,,Omit,1.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,Omit,No,,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women with children,,,,,,,Moderate,32.0,,,Other,Asian,State questionnaire,Asian,Asian,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Midwest,,Yes,,Female,All other races,,Suburbs,Suburbs,Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,In the last month,Before that,In the last month,,Version 2,0.863214015960693,No,All others
78879.0,Paul Davis,Greg Orman,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Hurt Kansas,Call 2,4.0,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,4.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,75.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",Midwest,,No,,Female,White women,,Suburbs,Suburbs,Kansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.780438303947449,No,White Born-again/Evangelical Christians
96138.0,Paul Davis,Greg Orman,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Hurt Kansas,Call 3,4.0,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,4.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,No,,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,75.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Suburbs,Suburbs,Kansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.802671730518341,No,White Born-again/Evangelical Christians
78714.0,Paul Davis,Greg Orman,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Hurt Kansas,Call 2,4.0,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,To express opposition to Barack Obama,4.0,,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,Health care,No,,,,,,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,5.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Suburbs,Suburbs,Kansas,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,Version 2,0.800976157188416,Yes,White Born-again/Evangelical Christians
78582.0,Paul Davis,Greg Orman,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Hurt Kansas,Call 2,4.0,No,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Barack Obama was not a factor,4.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,No,,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,5.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",Midwest,,Yes,,Female,White women,,Suburbs,Suburbs,Kansas,Neither,Neutral,Neutral,Election day exit poll,Before that,Before that,Before that,Before that,,Version 2,0.800976157188416,No,All others
