ID,GOVNY14,HOUNY14,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAK14,BREAK14B,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,CHRISTIEPRES,CLIMATECHANGE,CONGRESS,CONGRESS4,EBOLA14,ECONBETT,ECONDIR,ECONFAIR,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FINSIT2,FOLLOW14,FOLLOW14B,FOROBAMAH,GAY,GEOCODE,GOVTDO10,HCLINPRES,HEALTHCARE14,HILLVREP,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,JBUSHPRES,LANDPHONE,LATINO,LIFE,MARCHILD,MARIJUANALAW,MARRIED,NEC,NEC2,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PAULPRES,PERRYPRES,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RACEREL14,RCONGANG,RCONGANG2,REGION,REL5,RELIGN10,RELWHITE,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TERRWORR,TERWORR2,TRACK,TRUSTGOV,TRUSTGOVB,UNIONHH12,VERSION,VETVOTER,WEIGHT,WHITEREL,WHNCLINC,WHTEVANG,WORK,WORKSEX,WPROTBRN,WPROTBRN3,WRKWOMEN,WRKWOMEN4
76252.0,Howie Hawkins,The Democratic candidate,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,,Not complete,,,,Call 2,23.0,,,,,,,,,,,,,,,,,,,,,,,5.0,Government should do more to solve problems,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,18-44,18-64,,,,,,,,,,,15.0,,,White,White,National questionnaire,White,White,,,,East,,,,,Male,White men,,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,0.866692364215851,,,,,,,,,
50831.0,Howie Hawkins,The Democratic candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 1,23.0,,,,,,,,,Getting better,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,Barack Obama was not a factor,,5.0,,,Went too far,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,The economy,,,No,,,,Yes,Not so good,Not so good or poor,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,15.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Female,White women,Married women,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,,,,,,,Version 2,,0.789946854114532,,No,,Yes,Working women,,,Working women,Working women
74105.0,Howie Hawkins,The Democratic candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,No,Call 2,12.0,No,Only regular land-line phone service,,No,,,,Approve,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,Very closely,Extremely or very closely,,No,1.0,,No,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,No,Yes,No,,,,,,,,,,,,,45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,No,No,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,East,None,None,None,,Female,White women,,"Cities over 500,000","Cities over 50,000",English, New York,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,Version 5,,1.25180447101593,White none,No,All others,,,No,All others,,
101400.0,Howie Hawkins,The Democratic candidate,Legal,Legal in all cases,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,All others,Complete,,,No,Call 3,24.0,,,Yes,,,,,,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,Better,,,,,4.0,,,,Hillary Clinton,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,All others,,No,,,,,,,,,18-44,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,95.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,East,None,None,None,,Female,White women,Non married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,1.60254061222076,White none,No,All others,,,No,All others,,
50875.0,Howie Hawkins,The Democratic candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 1,23.0,,,,,Yes,,,,,,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,,,5.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,Better than life today,,Legal,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,15.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,Gotten better,,,East,,,,Yes,Female,White women,,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,0.789946854114532,,No,,,,,,,
50874.0,Howie Hawkins,The Democratic candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 1,23.0,,,,,Yes,,,,,,Favors the wealthy,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,,,,,,5.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,No,Better than life today,,Legal,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,15.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,Gotten better,,,East,,,,Yes,Female,White women,,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,0.789946854114532,,No,,,,,,,
95281.0,Howie Hawkins,The Democratic candidate,Legal,Legal in all cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,A few times a year,Occasionally,Catholic/Do not attend weekly,Complete,,,No,Call 3,24.0,,,No,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,Better,,,,,4.0,,,,Hillary Clinton,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,No,,All others,,No,,,,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,13.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,East,Catholic,Catholic,Catholic,,Female,White women,Non married women,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,,,,Most of the time,Just about always or most of the time,No,Version 3,,1.84603106975555,White Catholics,No,All others,,,No,All others,,
50827.0,Howie Hawkins,The Democratic candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 1,21.0,,,,,Yes,,,,,,Favors the wealthy,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,,,,,,5.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,About the same,,Legal,,,,,,,,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Moderate,34.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,Stayed about the same,,,East,,,,Yes,Male,White men,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,0.700843572616577,,No,,,,,,,
95212.0,Howie Hawkins,The Democratic candidate,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,Very closely,Extremely or very closely,,Call 3,24.0,,,,,,Disapprove,Somewhat disapprove,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,4.0,,,,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,The economy,,,No,,,,,,,Worried,Somewhat worried,Approve,Somewhat approve,,,18-44,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Liberal,13.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,,,,East,,,,,Male,White men,,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,Not too worried,Not too or not at all worried,,,,,Version 1,No,1.48479151725769,,No,,,,,,,
75745.0,Howie Hawkins,The Democratic candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,No,Call 2,6.0,Yes,Both regular land-line and cell phone service,,No,,,,Approve,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Very closely,Extremely or very closely,,No,1.0,,Yes,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,Yes,Yes,No,,,,,,,,,,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,No,No,Moderate,104.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,,East,Catholic,Catholic,Catholic,,Female,White women,,"Cities over 500,000","Cities over 50,000",English, New York,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,Version 5,,0.770341217517853,White Catholics,No,All others,,,No,All others,,
75743.0,Howie Hawkins,The Democratic candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,No,Call 2,6.0,Yes,Both regular land-line and cell phone service,,No,,,,Approve,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,Very closely,Extremely or very closely,,No,1.0,,Yes,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,Yes,Yes,No,,,,,,,,,,,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,No,No,Moderate,104.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,,East,Catholic,Catholic,Catholic,,Female,White women,,"Cities over 500,000","Cities over 50,000",English, New York,Neither,Strongly oppose,Oppose,Election day exit poll,,,,,,,Version 5,,0.770341217517853,White Catholics,No,All others,,,No,All others,,
73768.0,Howie Hawkins,The Democratic candidate,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,Complete,,,No,Call 2,21.0,Yes,Both regular land-line and cell phone service,,No,,,,Disapprove,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,Somewhat closely,Somewhat or not too closely,,No,5.0,,No,,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,Yes,No,,,,,,,,,,,,,18-44,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,No,No,Moderate,34.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,,,East,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,,Female,White women,,Suburbs,Suburbs,English, New York,Neither,Neutral,Neutral,Election day exit poll,,,,,,,Version 5,,0.746060907840729,White Protestants,Yes,All others,,,No,White Protestant non-evangelical,,
96885.0,Howie Hawkins,The Democratic candidate,Legal,Legal in most cases,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Never,Never,All others,Complete,,,No,Call 3,9.0,,,No,,,,,,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Better,,,,,1.0,,,,It depends,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",,,,,No,,All others,,No,,,,,,,,,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,,,Liberal,47.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black,,,,East,None,None,,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,0.303960382938385,Non-white,No,All others,,,No,,,
75538.0,Howie Hawkins,The Democratic candidate,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a year,Occasionally,All others,Complete,,,No,Call 2,5.0,,,No,,,,,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,About the same,,,,,1.0,,,,Hillary Clinton,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,No,,All others,,No,,,,,,,,,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Liberal,111.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,East,Jewish,Jewish,Jewish,,Male,White men,Non married men,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,0.197587296366692,White Jewish,No,All others,,,No,All others,,
75502.0,Howie Hawkins,The Democratic candidate,,,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,,,,Complete,,,,Call 2,16.0,,,,,Yes,,,,,,Favors the wealthy,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,,,,,,1.0,Government should do more to solve problems,,,,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,,No,Better than life today,,Illegal,,,,,,,,,,45+,65+,,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,,Moderate,8.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,Stayed about the same,,,East,,,,No,Male,Black men,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,Generally going in the right direction,,,,Version 4,,1.01067554950714,,No,,,,,,,
75491.0,Howie Hawkins,The Democratic candidate,Legal,Legal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,All others,Complete,,,No,Call 2,19.0,,,No,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,,,,,3.0,,,,Hillary Clinton,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,All others,,Yes,,,,,,,,,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Liberal,21.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,East,Jewish,Jewish,Jewish,,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,Yes,Version 3,,1.19603168964386,White Jewish,No,All others,,,No,All others,,
75489.0,Howie Hawkins,The Democratic candidate,Legal,Legal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,All others,Complete,,,No,Call 2,19.0,,,No,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,About the same,,,,,3.0,,,,Hillary Clinton,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,All others,,Yes,,,,,,,,,45+,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Liberal,21.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,East,Jewish,Jewish,Jewish,,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,Yes,Version 3,,1.19603168964386,White Jewish,No,All others,,,No,All others,,
77317.0,Howie Hawkins,The Democratic candidate,,,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,,,Call 2,16.0,,,,,,,,,Staying about the same,Poor and staying the same,,College graduate,College graduate,More than High school graduate,Non white college degree,,,,,,Barack Obama was not a factor,,1.0,,,Did not go far enough,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,Health care,,,No,,,,No,Not so good,Not so good or poor,,,,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,,,Moderate,8.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,National questionnaire,Black,Black,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Female,Black women,Non married women,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,,,,Version 2,,1.1241979598999,,No,,Yes,Working women,,,Working women,Working women
95141.0,Howie Hawkins,The Democratic candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 3,24.0,,,,,,,,,Staying about the same,Poor and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,Barack Obama was not a factor,,4.0,,,Went too far,,,,,,,,,,,Health care,,,No,,,,Yes,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Conservative,13.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Female,White women,Married women,Rural,Small Cities/Rural,English, New York,,,,Election day exit poll,,,,,,,Version 2,,1.58058798313141,,,,Yes,Working women,,,Working women,Working women
75340.0,Howie Hawkins,The Democratic candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,Call 2,17.0,,,,,,,,,Getting better,Getting better,,College graduate,College graduate,More than High school graduate,White college degree,,,,,,Barack Obama was not a factor,,3.0,,,Did not go far enough,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,The economy,,,No,,,,Yes,Not so good,Not so good or poor,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,122.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,Angry,"Dissatisfied, but not angry or angry",East,,,,,Female,White women,Married women,Suburbs,Suburbs,English, New York,,,,Election day exit poll,,,,,,,Version 2,,1.03814589977264,,No,,No,Non-working women,,,All others,Non-working women
75197.0,Other,The Democratic candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,Extremely closely,Extremely or very closely,,Call 2,12.0,,,,,,Disapprove,Strongly disapprove,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,1.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Approve,Health care,,,No,,,,,,,Not worried,Not too worried,Approve,Strongly approve,,,45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,,,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,,,East,,,,,Female,White women,,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Version 1,No,0.879284679889679,,No,,,,,,,
74833.0,Other,The Democratic candidate,Legal,Legal in all cases,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Never,Never,All others,Complete,,,No,Call 2,20.0,,,No,,,,,,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,Better,,,,,3.0,,,,Hillary Clinton,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",,,,,No,,All others,,Yes,,,,,,,,,45+,65+,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,,,Moderate,127.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,,,,East,Protestant/Other Non-Catholic Christian,Other christian,,,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,Yes,Version 3,,0.558275997638702,Non-white,No,All others,,,No,,,
95430.0,Other,The Democratic candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,Call 3,12.0,,,,,,,,,Getting better,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,Barack Obama was not a factor,,1.0,,,Was about right,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,The economy,,,No,,,,Yes,Good,Excellent or good,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,,,Liberal,86.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",East,,,,,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,,,,Version 2,,0.879284679889679,,No,,Yes,Working men,,,All others,Working men
97270.0,Other,The Democratic candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,Very closely,Extremely or very closely,,Call 3,17.0,,,,,,Disapprove,Somewhat disapprove,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,,3.0,,,,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Approve,Foreign policy,,,No,,,,,,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,,,Moderate,122.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,,East,,,,,Male,White men,,Suburbs,Suburbs,English, New York,,,,Election day exit poll,Not too worried,Not too or not at all worried,,,,,Version 1,No,0.541098237037659,,No,,,,,,,
94668.0,Other,The Democratic candidate,Legal,Legal in most cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Never,Never,All others,Complete,,,No,Call 3,9.0,,,No,,,,,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Better,,,,,1.0,,,,It depends,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,,No,,All others,,Yes,,,,,,,,,18-44,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,,,Moderate,36.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,,,,East,Jewish,Jewish,Jewish,,Male,White men,Married men,"Cities over 500,000","Cities over 50,000",English, New York,,,,Election day exit poll,,,,Only some of the time,Only some of the time or never,No,Version 3,,0.617041885852814,White Jewish,No,All others,,,No,All others,,
11357.0,,The Republican candidate,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Complete,,,,,24.0,,,,,,,,,Getting worse,Worse,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,,,,To express opposition to Barack Obama,,4.0,,,Went too far,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,,,No,,,,No,Poor,Not so good or poor,,,,,Angry,"Dissatisfied, but not angry or angry",45+,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,,Conservative,,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",East,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,,,,Telephone survey,,,,,,,Version 2,,0.0,,Yes,,No,Non-working women,,,All others,Non-working women
11354.0,,The Republican candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,27.0,,,,,,,,,Getting better,Getting better,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,To express opposition to Barack Obama,,4.0,,,Went too far,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Foreign policy,,,No,,,,Yes,Good,Excellent or good,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,,,Conservative,,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",East,,,,,Male,White men,Married men,Suburbs,Suburbs,English, New York,,,,Telephone survey,,,,,,,Version 2,,0.0,,No,,No,Non-working men,,,All others,Non-working men
11353.0,,The Republican candidate,,,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Complete,,,,,22.0,,,,,,,,,Staying about the same,Good and staying the same,,High school graduate,No college degree,High school graduate or less,White no college degree,,,,,,Barack Obama was not a factor,,5.0,,,Went too far,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,The economy,,,No,,,,No,Good,Excellent or good,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",East,,,,,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",English, New York,,,,Telephone survey,,,,,,,Version 2,,0.0,,Yes,,No,Non-working women,,,All others,Non-working women
