ID,SENMS14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONTACTCHILDERS,CONTACTCOCHRAN,CONTACTMS14,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,LATINO,MARRIED,MCDANCHILDERS,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TEABRN,TEAPARTY,TEAPARTY3,TELEPOLL,TRACK,VERSION,WEIGHT,WHNCLINC,WHTEVANG,ZIPCODE
76888.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,2.0,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,Not worried,Not too worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,38.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,South,Male,White men,,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 1,1.08991968631744,No,,39056.0
76884.0,Thad Cochran,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,3.0,,Went too far,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,No,,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,South,Female,White women,Non married women,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 2,1.01117467880249,No,,39339.0
75980.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,2.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,38.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.04198706150055,No,,39056.0
99686.0,Thad Cochran,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,2.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,1.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,38.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,South,Female,White women,,Suburbs,Suburbs, Mississippi,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,Version 5,1.02968871593475,No,White Born-again/Evangelical Christians,39056.0
93380.0,Thad Cochran,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,2.0,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,38.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,South,Male,White men,,Suburbs,Suburbs, Mississippi,Tea Party supporter and not born-again,Strongly support,Support,Election day exit poll,,Version 5,1.07705569267273,No,All others,39056.0
65273.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,2.0,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,1.0,,Went too far,,,,,,,,No,Yes,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,38.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.08991968631744,No,,39056.0
63320.0,Thad Cochran,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,3.0,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,2.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,97.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.17218053340912,No,,39047.0
63314.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Call 1,4.0,,,,College graduate,College graduate,More than High school graduate,Non white college degree,,,2.0,,Was about right,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,,,,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,104.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 2,0.235144853591919,No,,39577.0
76797.0,Thad Cochran,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,1.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,113.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,South,Female,White women,,Rural,Small Cities/Rural, Mississippi,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,,Version 5,1.01117467880249,No,White Born-again/Evangelical Christians,39339.0
99637.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 3,2.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,Worried,Somewhat worried,Disapprove,Strongly disapprove,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,38.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Male,White men,,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 1,1.08991968631744,No,,39056.0
76771.0,Thad Cochran,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,2.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,1.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,38.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Female,White women,,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 1,1.02968871593475,No,,39056.0
62607.0,Thad Cochran,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,1.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,3.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,No,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,113.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,South,Male,White men,Non married men,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 3,1.05768990516663,No,White Born-again/Evangelical Christians,39339.0
63229.0,Thad Cochran,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,3.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,97.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Female,White women,,Suburbs,Suburbs, Mississippi,,Strongly support,Support,Election day exit poll,,Version 5,1.13401472568512,Yes,All others,39047.0
9156.0,Thad Cochran,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,,1.0,,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,,,,,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,Independent Women,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,Rural,Small Cities/Rural, Mississippi,,Omit,Omit,Telephone survey,,Version 5,0.0,No,All others,38801.0
63477.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Yes,Call 1,4.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,2.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Yes,,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Independent Men,All others,Conservative,104.0,Moderate/Liberal Republicans,Conservative Independents,Other,White,National questionnaire,Hispanic/Latino,Hispanic/Latino,South,Male,Latino men,,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 3,0.300017148256302,No,All others,39577.0
92157.0,Thad Cochran,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,1.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,113.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,South,Male,White men,,Rural,Small Cities/Rural, Mississippi,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll,,Version 5,1.05768990516663,Yes,White Born-again/Evangelical Christians,39339.0
78628.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,4.0,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,2.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,104.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Female,White women,,Rural,Small Cities/Rural, Mississippi,,Strongly support,Support,Election day exit poll,,Version 5,0.286822944879532,No,All others,39577.0
76696.0,Thad Cochran,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,,,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,113.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,South,Female,White women,,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 1,1.01117467880249,Yes,,39339.0
76692.0,Thad Cochran,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,3.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,97.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.17218053340912,No,,39047.0
63754.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,3.0,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,2.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,97.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.18618071079254,No,,39047.0
92124.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 3,2.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,,,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,38.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 3,1.04198706150055,No,White Born-again/Evangelical Christians,39056.0
76192.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,1.0,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,3.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,,,Worried,Very worried,Disapprove,Strongly disapprove,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,113.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,South,Female,White women,,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 1,1.02325177192688,Yes,,39339.0
63139.0,Thad Cochran,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,4.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,2.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,,,Worried,Very worried,Disapprove,Strongly disapprove,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,104.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,South,Male,White men,,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 1,0.296476125717163,No,,39577.0
63132.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,3.0,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,2.0,,Went too far,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,Yes,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,97.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.18618071079254,Yes,,39047.0
99810.0,Thad Cochran,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 3,2.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,Worried,Very worried,Disapprove,Strongly disapprove,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,38.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,South,Male,White men,,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 1,1.08991968631744,No,,39056.0
65040.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,1.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,113.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Male,White men,,Rural,Small Cities/Rural, Mississippi,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,Version 5,1.07032263278961,Yes,White Born-again/Evangelical Christians,39339.0
65039.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,1.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,3.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",No,,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,113.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Male,White men,,Rural,Small Cities/Rural, Mississippi,Both Tea Party supporter and born-again,Somewhat support,Support,Election day exit poll,,Version 5,1.07032263278961,Yes,White Born-again/Evangelical Christians,39339.0
64952.0,Thad Cochran,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,1.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,3.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,113.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Female,White women,Married women,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 3,1.01117467880249,No,White Born-again/Evangelical Christians,39339.0
63097.0,Thad Cochran,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,1.0,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,3.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,113.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,South,Male,White men,Married men,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 2,1.05768990516663,No,,39339.0
63087.0,Thad Cochran,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 1,4.0,,,,,,,,,,2.0,,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",No,,,,,,,18-44,18-64,Republican,Black non-Democrat,All Republicans,Republican,Republican Women,All others,Conservative,104.0,Independent/Something else,Conservative Republicans,Black,Black,National questionnaire,Black,Black,South,Female,Black women,,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 3,0.232369497418404,,All others,39577.0
91924.0,Thad Cochran,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,2.0,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,1.0,,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Conservative,38.0,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,South,Male,White men,,Suburbs,Suburbs, Mississippi,Both Tea Party supporter and born-again,Strongly support,Support,Election day exit poll,,Version 5,1.07705569267273,No,White Born-again/Evangelical Christians,39056.0
77292.0,Thad Cochran,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,3.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,97.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.12063026428223,No,,39047.0
99742.0,Thad Cochran,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 3,2.0,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,1.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Moderate,38.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,South,Female,White women,Married women,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 3,1.04198706150055,No,All others,39056.0
76568.0,Thad Cochran,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,2.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,38.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.07705569267273,No,,39056.0
64978.0,Thad Cochran,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,2.0,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",No,Yes,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,38.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Male,White men,Married men,Suburbs,Suburbs, Mississippi,,,,Election day exit poll,,Version 2,1.07705569267273,No,,39056.0
76560.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 2,3.0,Yes,Yes,Both of them,,,,,,,2.0,Government is doing too many things better left to businesses and individuals,,,,,,,,,No,,,,,,,45+,65+,,,,,,,,94.0,,,White,White,State questionnaire,White,White,South,Male,White men,,Suburbs,Suburbs, Mississippi,,Neutral,Neutral,Election day exit poll,Seriously off on the wrong track,Version 1,0.979617476463318,,,39047.0
63038.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 1,4.0,No,No,Neither of them,,,,,,,2.0,Government is doing too many things better left to businesses and individuals,,,,,,,,,No,,,,,,,45+,65+,,,,,,,,47.0,,,White,White,State questionnaire,White,White,South,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,,Strongly support,Support,Election day exit poll,Seriously off on the wrong track,Version 1,0.979617476463318,,,39532.0
63034.0,Thad Cochran,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,4.0,,,,College graduate,College graduate,More than High school graduate,White college degree,,,2.0,,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",No,Yes,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,104.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,South,Male,White men,Married men,Rural,Small Cities/Rural, Mississippi,,,,Election day exit poll,,Version 3,0.296476125717163,No,White Born-again/Evangelical Christians,39577.0
8956.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Yes,,3.0,,,,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",No,No,,,,,,45+,65+,Republican,Black non-Democrat,All Republicans,Republican,Republican Women,All others,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Black,Black,National questionnaire,Black,Black,South,Female,Black women,Non married women,Rural,Small Cities/Rural, Mississippi,,,,Telephone survey,,Version 3,0.0,No,All others,39422.0
8955.0,Thad Cochran,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,3.0,,,,High school graduate,No college degree,High school graduate or less,White no college degree,,,2.0,,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",No,No,,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Liberal,,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,South,Female,White women,Non married women,Suburbs,Suburbs, Mississippi,,,,Telephone survey,,Version 3,0.0,Yes,White Born-again/Evangelical Christians,39073.0
