ID,SENCO14,GOVCO14,AMD67CO14,ABORT2,ABORTION,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BORNINCO14,BRNAGAIN,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,IMMDEPORT,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,MOVETOCO14,MOVETOCO10YR,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAI,QTYPE,RACE,RACEAI,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TRACK,VERSION,WEIGHT,WHNCLINC,WHTEVANG,ZIPCODE
3231.0,Mark Udall,John Hickenlooper,No,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Moved to North Carolina,No,,4.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Barack Obama was not a factor,1.0,Omit,Was about right,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,Omit,No,Yes,10+ years but not born here,More than 10 years,Not worried,Not at all worried,Approve,Somewhat approve,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Somewhat important,Important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Male,White men,Married men,Rural,Small Cities/Rural,English,Colorado,Telephone survey,Generally going in the right direction,,0.188461020588875,No,All others,80759.0
3230.0,Mark Udall,John Hickenlooper,No,Illegal,Illegal in most cases,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Born in North Carolina,No,,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Favorable,To express support for Barack Obama,1.0,Government is doing too many things better left to businesses and individuals,Was about right,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,Health care,No,No,I was born in North Carolina,More than 10 years,Not worried,Not too worried,Approve,Somewhat approve,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Not too important,Not important,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,Yes,Female,White women,Non married women,Suburbs,Suburbs,English,Colorado,Telephone survey,Generally going in the right direction,,3.16479134559631,No,All others,80550.0
3229.0,Cory Gardner,Bob Beauprez,No,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in North Carolina,Yes,,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,To express opposition to Barack Obama,5.0,Government is doing too many things better left to businesses and individuals,Went too far,Deported to the country they came from,,,,,,,,Approve,The economy,No,No,I was born in North Carolina,More than 10 years,Worried,Very worried,Disapprove,Strongly disapprove,Angry,"Dissatisfied, but not angry or angry",45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,No,Female,White women,Non married women,Rural,Small Cities/Rural,English,Colorado,Telephone survey,Seriously off on the wrong track,,0.187083899974823,,White Born-again/Evangelical Christians,81416.0
3228.0,Cory Gardner,Bob Beauprez,Yes,Legal,Legal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Moved to North Carolina,No,,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,To express opposition to Barack Obama,5.0,Government should do more to solve problems,Did not go far enough,Offered a chance to apply for legal status,,,,,,,,Disapprove,The economy,No,Yes,10+ years but not born here,More than 10 years,Worried,Very worried,Disapprove,Strongly disapprove,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Not at all important,Not important,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Male,White men,Married men,Rural,Small Cities/Rural,English,Colorado,Telephone survey,Seriously off on the wrong track,,1.43059551715851,,All others,81321.0
3227.0,Cory Gardner,Bob Beauprez,Yes,Illegal,Illegal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in North Carolina,No,,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Barack Obama was not a factor,5.0,Government is doing too many things better left to businesses and individuals,Went too far,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,Illegal immigration,No,Yes,I was born in North Carolina,More than 10 years,Worried,Very worried,Disapprove,Strongly disapprove,Angry,"Dissatisfied, but not angry or angry",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Very important,Important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Seriously off on the wrong track,,0.92593115568161,No,All others,81507.0
3226.0,Cory Gardner,Bob Beauprez,No,Legal,Legal in all cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Moved to North Carolina,No,,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Omit,To express opposition to Barack Obama,5.0,Government is doing too many things better left to businesses and individuals,Went too far,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,The economy,No,Yes,Less than 10 years,Less than 10 years,Worried,Somewhat worried,Disapprove,Strongly disapprove,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Somewhat important,Important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Omit,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Seriously off on the wrong track,,2.38989925384521,No,All others,81504.0
3225.0,Mark Udall,John Hickenlooper,No,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in North Carolina,No,,7.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Barack Obama was not a factor,2.0,Government should do more to solve problems,Was about right,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,Health care,No,Yes,I was born in North Carolina,More than 10 years,Not worried,Not too worried,Approve,Strongly approve,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Somewhat important,Important,White,White,State questionnaire,White,White,Angry,"Dissatisfied, but not angry or angry",West,Yes,Female,White women,Married women,Suburbs,Suburbs,English,Colorado,Telephone survey,Generally going in the right direction,,0.354395180940628,No,All others,80221.0
3224.0,Cory Gardner,Bob Beauprez,No,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,All others,All others,Complete,Born in North Carolina,Yes,,3.0,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Unfavorable,To express opposition to Barack Obama,5.0,Government is doing too many things better left to businesses and individuals,Went too far,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Approve,Illegal immigration,No,Yes,I was born in North Carolina,More than 10 years,Worried,Very worried,Disapprove,Strongly disapprove,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Men,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,Other,American Indian,State questionnaire,Other,American Indian,Angry,"Dissatisfied, but not angry or angry",West,No,Male,All other races,Married men,Rural,Small Cities/Rural,English,Colorado,Telephone survey,Seriously off on the wrong track,,0.191373288631439,No,All others,81230.0
3223.0,Mark Udall,John Hickenlooper,Did not vote,Omit,Omit,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Moved to North Carolina,Yes,,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Barack Obama was not a factor,1.0,Omit,Omit,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,The economy,No,No,Less than 10 years,Less than 10 years,Not worried,Not at all worried,Approve,Somewhat approve,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Omit,Omit,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Male,White men,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Omit,,0.0569756887853146,Yes,White Born-again/Evangelical Christians,80524.0
3222.0,Mark Udall,John Hickenlooper,No,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Born in North Carolina,No,,3.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Barack Obama was not a factor,1.0,Government should do more to solve problems,Did not go far enough,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Approve,The economy,No,Yes,I was born in North Carolina,More than 10 years,Not worried,Not too worried,Approve,Strongly approve,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,Other,American Indian,State questionnaire,Other,American Indian,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Female,All other races,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Generally going in the right direction,,0.179625406861305,No,All others,81005.0
3221.0,Mark Udall,John Hickenlooper,Yes,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Moved to North Carolina,Yes,,4.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable,Unfavorable,To express support for Barack Obama,1.0,Government should do more to solve problems,Was about right,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,Health care,No,Yes,10+ years but not born here,More than 10 years,Worried,Very worried,Approve,Strongly approve,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very important,Important,Black,Black,State questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Male,Black men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Generally going in the right direction,,0.260527491569519,No,All others,80634.0
3220.0,Mark Udall,John Hickenlooper,Yes,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in North Carolina,No,,4.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Barack Obama was not a factor,1.0,Government is doing too many things better left to businesses and individuals,Omit,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,Health care,No,Yes,I was born in North Carolina,More than 10 years,Worried,Somewhat worried,Approve,Somewhat approve,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Not at all important,Not important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Female,White women,Married women,Suburbs,Suburbs,English,Colorado,Telephone survey,Generally going in the right direction,,1.0394698381424,No,All others,80534.0
3219.0,Mark Udall,John Hickenlooper,No,Legal,Legal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Moved to North Carolina,No,,5.0,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Barack Obama was not a factor,4.0,Omit,Did not go far enough,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,Illegal immigration,No,No,Less than 10 years,Less than 10 years,Not worried,Not too worried,Disapprove,Somewhat disapprove,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Very important,Important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Female,White women,Non married women,Suburbs,Suburbs,English,Colorado,Telephone survey,Seriously off on the wrong track,,3.22614026069641,No,All others,80863.0
3218.0,Mark Udall,John Hickenlooper,Yes,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Born in North Carolina,Yes,,3.0,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,To express support for Barack Obama,1.0,Government should do more to solve problems,Was about right,Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,Illegal immigration,Yes,Yes,I was born in North Carolina,More than 10 years,Worried,Very worried,Approve,Strongly approve,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Not too important,Not important,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,Angry,"Dissatisfied, but not angry or angry",West,No,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Generally going in the right direction,,0.446583598852158,No,All others,81007.0
3217.0,Cory Gardner,Bob Beauprez,Yes,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,All others,All others,Complete,Born in North Carolina,No,,3.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,Unfavorable,Favorable,To express opposition to Barack Obama,5.0,Government should do more to solve problems,Went too far,Offered a chance to apply for legal status,,,,,,,,Omit,Omit,No,No,I was born in North Carolina,More than 10 years,Worried,Very worried,Disapprove,Strongly disapprove,Omit,Omit,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,All others,,,,,Very important,Important,Other,American Indian,State questionnaire,Other,American Indian,Omit,Omit,West,Omit,Female,All other races,Non married women,Rural,Small Cities/Rural,English,Colorado,Telephone survey,Seriously off on the wrong track,,0.0962250903248787,No,All others,81401.0
3216.0,Cory Gardner,Bob Beauprez,No,Illegal,Illegal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in North Carolina,Yes,,4.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,To express support for Barack Obama,4.0,Government is doing too many things better left to businesses and individuals,Did not go far enough,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,Illegal immigration,No,Yes,I was born in North Carolina,More than 10 years,Worried,Very worried,Disapprove,Somewhat disapprove,Angry,"Dissatisfied, but not angry or angry",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Very important,Important,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Omit,Male,White men,Married men,Suburbs,Suburbs,English,Colorado,Telephone survey,Seriously off on the wrong track,,0.208211496472359,Yes,White Born-again/Evangelical Christians,80104.0
3215.0,Cory Gardner,Bob Beauprez,Yes,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,All others,All others,Complete,Born in North Carolina,Yes,,1.0,College graduate,College graduate,More than High school graduate,Non white college degree,Unfavorable,Favorable,To express opposition to Barack Obama,3.0,Government is doing too many things better left to businesses and individuals,Went too far,Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Approve,Health care,No,No,I was born in North Carolina,More than 10 years,Worried,Very worried,Disapprove,Strongly disapprove,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Conservative,,Independent/Something else,Conservative Republicans,Somewhat important,Important,Other,American Indian,State questionnaire,Other,American Indian,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Male,All other races,Non married men,Suburbs,Suburbs,English,Colorado,Telephone survey,Seriously off on the wrong track,,0.235682681202888,No,All others,80128.0
3214.0,Cory Gardner,Bob Beauprez,No,Illegal,Illegal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Moved to North Carolina,No,,5.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,To express opposition to Barack Obama,4.0,Government is doing too many things better left to businesses and individuals,Went too far,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,The economy,No,Yes,Less than 10 years,Less than 10 years,Worried,Very worried,Disapprove,Strongly disapprove,Angry,"Dissatisfied, but not angry or angry",45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,No,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Seriously off on the wrong track,,0.348607152700424,No,All others,80906.0
3213.0,Cory Gardner,Bob Beauprez,Yes,Illegal,Illegal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Moved to North Carolina,Yes,,5.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,To express opposition to Barack Obama,4.0,Government is doing too many things better left to businesses and individuals,Went too far,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,Foreign policy,No,Yes,10+ years but not born here,More than 10 years,Not worried,Not too worried,Disapprove,Strongly disapprove,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",West,No,Female,White women,Married women,Suburbs,Suburbs,English,Colorado,Telephone survey,Seriously off on the wrong track,,1.46989595890045,No,White Born-again/Evangelical Christians,80863.0
3212.0,,Bob Beauprez,No,Omit,Omit,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Moved to North Carolina,Yes,,7.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Omit,3.0,Government is doing too many things better left to businesses and individuals,Omit,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,Health care,No,Yes,10+ years but not born here,More than 10 years,Not worried,Not too worried,Disapprove,Somewhat disapprove,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Somewhat important,Important,White,White,State questionnaire,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,Omit,Female,White women,Married women,Suburbs,Suburbs,English,Colorado,Telephone survey,Generally going in the right direction,,0.292380481958389,No,White Born-again/Evangelical Christians,80215.0
3211.0,Cory Gardner,Bob Beauprez,No,Legal,Legal in most cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in North Carolina,Yes,,4.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,To express opposition to Barack Obama,1.0,Omit,Omit,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,The economy,No,Yes,I was born in North Carolina,More than 10 years,Worried,Very worried,Disapprove,Somewhat disapprove,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",West,No,Female,White women,Married women,Rural,Small Cities/Rural,English,Colorado,Telephone survey,Seriously off on the wrong track,,0.676212072372437,No,White Born-again/Evangelical Christians,80701.0
3210.0,Mark Udall,John Hickenlooper,Yes,Legal,Legal in all cases,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Moved to North Carolina,No,,7.0,College graduate,College graduate,More than High school graduate,White college degree,Favorable,Unfavorable,Barack Obama was not a factor,3.0,Government is doing too many things better left to businesses and individuals,Went too far,Deported to the country they came from,,,,,,,,Approve,Health care,No,Yes,10+ years but not born here,More than 10 years,Worried,Somewhat worried,Disapprove,Somewhat disapprove,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Omit,Omit,White,White,State questionnaire,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Male,White men,Married men,Suburbs,Suburbs,English,Colorado,Telephone survey,Omit,,0.879255473613739,No,All others,80004.0
3209.0,Mark Udall,John Hickenlooper,,Legal,Legal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,All others,All others,Complete,Born in North Carolina,No,,3.0,College graduate,College graduate,More than High school graduate,Non white college degree,Favorable,Unfavorable,Omit,1.0,Omit,Was about right,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Disapprove,Health care,No,Yes,I was born in North Carolina,More than 10 years,Not worried,Not too worried,Approve,Strongly approve,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Non-black Democrat,All Other,Democrat,Democratic Men,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Somewhat important,Important,Other,American Indian,State questionnaire,Other,American Indian,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,Yes,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Generally going in the right direction,,0.0451763048768044,No,All others,81001.0
3208.0,Cory Gardner,Bob Beauprez,Yes,Omit,Omit,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Born in North Carolina,No,,4.0,,,,,Omit,Omit,To express opposition to Barack Obama,1.0,Government is doing too many things better left to businesses and individuals,Omit,Deported to the country they came from,,,,,,,,Omit,The economy,No,,I was born in North Carolina,More than 10 years,Worried,Very worried,Disapprove,Strongly disapprove,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Omit,Omit,White,White,State questionnaire,White,White,Omit,Omit,West,Omit,Female,White women,,Suburbs,Suburbs,English,Colorado,Telephone survey,Seriously off on the wrong track,,1.05226850509644,,All others,80550.0
3207.0,Cory Gardner,Bob Beauprez,No,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Born in North Carolina,No,,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Favorable,To express opposition to Barack Obama,1.0,Government is doing too many things better left to businesses and individuals,Went too far,Deported to the country they came from,,,,,,,,Approve,Illegal immigration,No,Yes,I was born in North Carolina,More than 10 years,Worried,Somewhat worried,Disapprove,Strongly disapprove,Angry,"Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Conservative,,Independent/Something else,Conservative Republicans,Very important,Important,Other,American Indian,State questionnaire,Other,American Indian,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,No,Male,All other races,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Telephone survey,Seriously off on the wrong track,,0.0322105921804905,No,All others,81001.0
