ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHRISTIEAPP,CHRISTIEAPP2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBOOKER,FAVDEM2,FAVMENENDEZ,FAVREP2,FORTRUMPG,GEOCODE,GOVNJ17,GUADAGNOCHRISTIE,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME17,INCWHITE,ISSUE17NJ,LATINO,MURPHYGOLDMAN,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,STECONBETNJ,SUBURBWHITE,TELEPOLL,TIME17,TIME17MONTH,TIME17WEEK,TRUMP2,TRUMP4,UNIONHH12,VERSION,WEIGHT,WHNCLINC,ZIPCODE
225021.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,9.0,Somewhat disapprove,Strongly or somewhat disapprove,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White men non college graduates,Unfavorable,Favorable,Favorable,Favorable,Donald Trump was not a factor,2.0,Phil Murphy,Worse of her,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Have no effect,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,8.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban men,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 3,1.21955025196075,No,7024.0
225023.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,2.0,,,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,5.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,2.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.807714104652405,,8221.0
225024.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,2.0,,,High school or less,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,5.0,Phil Murphy,,,,,,,,,,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,94.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.848717212677002,,8087.0
225027.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Call 2,7.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,3.0,Kim Guadagno,,,,,,,,,,No,,45+,65+,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,,84.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,2.40751600265503,,7828.0
225028.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,4.0,Strongly disapprove,Strongly or somewhat disapprove,High school or less,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Unfavorable,Favorable,To express support for Donald Trump,4.0,Kim Guadagno,Have no effect,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Corruption in government,No,Have no effect,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,73.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Getting worse,White suburban women,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat approve,Strongly approve,No,Version 1,1.07333672046661,Yes,7728.0
225029.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 2,8.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,1.0,Phil Murphy,,,,,,,,,,Yes,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,,37.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.780879557132721,,7104.0
225031.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Call 2,12.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,4.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,,68.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,1.19468855857849,,8852.0
225032.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,11.0,Somewhat approve,Strongly or somewhat approve,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Donald Trump was not a factor,3.0,Kim Guadagno,Have no effect,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Corruption in government,No,Have no effect,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,82.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Getting better,White suburban men,Election day exit poll,In the last few days,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat disapprove,Somewhat disapprove,No,Version 1,1.88252341747284,No,7438.0
225033.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,2.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,,5.0,Kim Guadagno,,,,,,,,,,No,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,94.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.987517356872559,,8087.0
225034.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,2.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,5.0,Phil Murphy,,,,,,,,,,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,2.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.848717212677002,,8221.0
225035.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 2,7.0,,,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,3.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,84.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 2,1.15496575832367,,7828.0
225036.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 2,10.0,,,High school or less,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,1.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,,32.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 4,3.38563179969788,,7018.0
225037.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,9.0,Strongly disapprove,Strongly or somewhat disapprove,College graduate,College graduate,More than High school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Unfavorable,Unfavorable,To express opposition to Donald Trump,2.0,Phil Murphy,Worse of her,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Corruption in government,No,Worse of him,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,8.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Getting worse,White suburban men,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 3,1.21955025196075,No,7024.0
225038.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,2.0,Strongly disapprove,Strongly or somewhat disapprove,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,Favorable,Favorable,Unfavorable,Unfavorable,To express opposition to Donald Trump,5.0,Phil Murphy,Worse of her,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,Worse of him,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,29.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Getting worse,White suburban women,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 3,1.1098610162735,No,8204.0
225039.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,2.0,,,College graduate,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,5.0,Kim Guadagno,,,,,,,,,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,94.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 4,1.0706969499588,,8087.0
225040.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,2.0,,,College graduate,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,5.0,Kim Guadagno,,,,,,,,,,No,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,94.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 4,1.0706969499588,,8087.0
225041.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 2,8.0,,,High school or less,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,1.0,Phil Murphy,,,,,,,,,,Yes,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,,37.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.743593513965607,,7104.0
225042.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 2,8.0,,,High school or less,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,1.0,Phil Murphy,,,,,,,,,,Yes,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,,37.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.743593513965607,,7104.0
225043.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,12.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,,4.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,,68.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 2,1.04956793785095,,8852.0
225044.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 2,2.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,5.0,Kim Guadagno,,,,,,,,,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,2.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.987517356872559,,8221.0
225045.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Black 18-29,Complete,Call 2,10.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,1.0,Phil Murphy,,,,,,,,,,Yes,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,,32.0,,,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 4,3.27724933624268,,7018.0
225046.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,9.0,Strongly disapprove,Strongly or somewhat disapprove,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Unfavorable,Donald Trump was not a factor,2.0,Phil Murphy,Have no effect,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,Have no effect,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,12.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban women,Election day exit poll,In the last week,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat disapprove,Strongly disapprove,Yes,Version 3,0.599542200565338,No,7071.0
225048.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,12.0,,,High school or less,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,4.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,68.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 2,0.999452352523804,,8852.0
225049.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 2,9.0,Strongly disapprove,Strongly or somewhat disapprove,High school or less,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Favorable,Favorable,Unfavorable,To express opposition to Donald Trump,2.0,Phil Murphy,Have no effect,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Immigration,Yes,Have no effect,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,98.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,Suburbs,Suburbs,New Jersey,Getting worse,Other,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 1,0.633532643318176,No,7055.0
225050.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 2,10.0,,,High school or less,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,1.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,32.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 4,3.12076473236084,,7018.0
225052.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,12.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,4.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,,68.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 2,1.08427834510803,,8852.0
225053.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,11.0,Somewhat disapprove,Strongly or somewhat disapprove,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,Favorable,Unfavorable,Unfavorable,Favorable,To express support for Donald Trump,3.0,Kim Guadagno,Have no effect,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Property taxes,No,Worse of him,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,82.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Getting worse,White suburban women,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat approve,Somewhat approve,No,Version 1,1.73524856567383,No,7438.0
225054.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,9.0,Strongly disapprove,Strongly or somewhat disapprove,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White men non college graduates,Omit,Favorable,Omit,Unfavorable,Donald Trump was not a factor,2.0,Phil Murphy,Omit,,,,,,,,Omit,No,Omit,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,8.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Getting worse,White suburban men,Election day exit poll,In the last week,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat disapprove,Strongly disapprove,,Version 3,1.21955025196075,,7024.0
225055.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 2,7.0,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,3.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,84.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,1.15326523780823,,7828.0
225056.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,2.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,5.0,Phil Murphy,,,,,,,,,,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,2.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 4,0.920749962329865,,8221.0
225057.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,2.0,Strongly disapprove,Strongly or somewhat disapprove,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Unfavorable,Donald Trump was not a factor,5.0,Phil Murphy,Worse of her,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Property taxes,No,Worse of him,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,29.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban women,Election day exit poll,In the last few days,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 3,1.1098610162735,No,8204.0
225058.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,4.0,Strongly disapprove,Strongly or somewhat disapprove,College graduate,College graduate,More than High school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Unfavorable,Unfavorable,To express opposition to Donald Trump,4.0,Phil Murphy,Worse of her,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Have no effect,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,73.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Getting worse,White suburban men,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 1,0.674597978591919,No,7728.0
225059.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,10.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,1.0,Phil Murphy,,,,,,,,,,No,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,32.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,3.12536644935608,,7018.0
225061.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,7.0,,,High school or less,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,3.0,Kim Guadagno,,,,,,,,,,No,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,84.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 2,2.11507129669189,,7828.0
225063.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Black 18-29,Complete,Call 2,10.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,1.0,Phil Murphy,,,,,,,,,,Yes,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,,32.0,,,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 4,3.27724933624268,,7018.0
225065.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete,Call 2,9.0,,,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,,Unfavorable,,Favorable,To express support for Donald Trump,2.0,Kim Guadagno,,,,,,,,,,No,,45+,18-64,,,,,,,,12.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,Before that,Before that,Before that,,,,Version 3,0.698660552501678,,7071.0
225066.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Call 2,10.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,1.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,32.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 4,3.27724933624268,,7018.0
225067.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,9.0,Omit,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White men non college graduates,Omit,Favorable,Omit,Unfavorable,Donald Trump was not a factor,2.0,Phil Murphy,Omit,,,,,,,,Omit,No,Omit,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,8.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Getting worse,White suburban men,Election day exit poll,In the last week,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat disapprove,Strongly disapprove,,Version 3,1.21955025196075,,7024.0
225068.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 2,7.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,3.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,84.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,1.25114572048187,,7828.0
225069.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,2.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,5.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,2.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.807714104652405,,8221.0
225071.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,All others,All others,Complete,Call 2,12.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,4.0,Kim Guadagno,,,,,,,,,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,,68.0,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Male,All other races,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,1.87158870697021,,8852.0
