ID,WEIGHT,GOVVA21,LGOVVA21,AGVA21,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BIDENPRES2,BIDENPRES4,BRNAGAIN,CALL,CDNUM,CHILD12,CONMONUMENTS,COUNT2,COUNTACC,DEMLIBERAL,EARLYVELECTION,EDUC18,EDUCATIONVA21,EDUCATIONVA21B,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVGOVVA21,FAVMCAULIFFE,FAVTRUMP,FAVYOUNGKIN,FORBIDENG,FORCANDGOV,GEOCODE,GUNOWNER12,HANDLECOVIDMCAULIFFE,HANDLECOVIDVA21,HANDLECOVIDYOUNGKIN,HANDLECRIMEMCAULIFFE,HANDLECRIMEVA21,HANDLECRIMEYOUNGKIN,HANDLEECONMCAULIFFE,HANDLEECONVA21,HANDLEECONYOUNGKIN,ISSUE21VA,LATINO,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,REPCONSERVATIVE,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,STECVA,STECVA2,SUBURBWHITE,TELEPOLL,VAXMANDATEVA21,VAXSTATUS21,VERSION,VOTE2020,VOTEMETHOD,WHTEVANG,ZIPCODE
277302641.0,1.67181265354156,Glenn Youngkin,Winsome Sears,Jason Miyares,Illegal,Illegal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,Call 1,8.0,Yes,,Very confident or somewhat confident,Somewhat confident,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",A lot,A lot or Some,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,For your candidate,1.0,,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,,No,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,60.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,South,,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Good,Excellent or Good,Other,Election day exit poll,Opoose,,Version 2,,Election day,All others,22306.0
277302642.0,1.39266312122345,Terry McAuliffe,Hala Ayala,Mark Herring,,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Strongly or somewhat approve,Somewhat approve,,Call 1,10.0,,Removed,,,About right,Election day,Bachelor's degree (BA or BS),,,College graduate,More than high school graduate,White college degree,White women college graduates,Only McAuliffe,Favorable,Unfavorable,Unfavorable,To express support for Joe Biden,,1.0,No,,,,,,,,,,Abortion,No,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,132.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,Not conservative enough,Female,White women,Suburbs,Suburbs, Virginia,,,White suburban women,Election day exit poll,,Yes,Version 1,Joe Biden,Election day,,20117.0
277302643.0,2.43702840805054,Glenn Youngkin,Winsome Sears,Jason Miyares,,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,5.0,,Left in place,,,Too liberal,Election day,Attended college but received no degree,,,No college degree,More than high school graduate,White no college degree,White women non college graduates,Only Youngkin,Unfavorable,Unfavorable,Favorable,Joe Biden was not a factor,,4.0,Yes,,,,,,,,,,Taxes,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,146.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,South,About right,Female,White women,Rural,Small Cities/Rural, Virginia,,,Other,Election day exit poll,,Yes,Version 1,Donald Trump,Election day,,23944.0
277302644.0,1.79118144512177,Terry McAuliffe,Hala Ayala,Mark Herring,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Strongly or somewhat approve,Strongly approve,,Call 1,2.0,,Removed,,,Not liberal enough,Election day,Attended college but received no degree,,,No college degree,More than high school graduate,White no college degree,White men non college graduates,Both of them,Favorable,Unfavorable,Favorable,To express support for Joe Biden,,3.0,No,,,,,,,,,,The economy/jobs,No,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,298.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,Not conservative enough,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Virginia,,,Other,Election day exit poll,,Yes,Version 1,Joe Biden,Election day,,23455.0
277302645.0,1.39088141918182,Glenn Youngkin,Winsome Sears,Jason Miyares,Omit,Omit,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,Call 1,4.0,Yes,,Omit,Omit,,Election day,Associate's degree (AA or AS),Some,A lot or Some,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,For your candidate,3.0,,Omit,Omit,Omit,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,,No,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,279.0,,,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Poor,Not so good or Poor,White suburban women,Election day exit poll,Favor,,Version 2,,Election day,All others,23434.0
277302646.0,2.43702840805054,Glenn Youngkin,Winsome Sears,Jason Miyares,,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,5.0,,Left in place,,,Too liberal,Election day,Attended college but received no degree,,,No college degree,More than high school graduate,White no college degree,White women non college graduates,Only Youngkin,Unfavorable,Unfavorable,Favorable,Joe Biden was not a factor,,4.0,Yes,,,,,,,,,,Taxes,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,146.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,South,About right,Female,White women,Rural,Small Cities/Rural, Virginia,,,Other,Election day exit poll,,Yes,Version 1,Donald Trump,Election day,,23944.0
277302647.0,2.43702840805054,Glenn Youngkin,Winsome Sears,Jason Miyares,,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,5.0,,Left in place,,,Too liberal,Election day,Attended college but received no degree,,,No college degree,More than high school graduate,White no college degree,White women non college graduates,Only Youngkin,Unfavorable,Unfavorable,Favorable,Joe Biden was not a factor,,4.0,Yes,,,,,,,,,,Taxes,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,146.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,South,About right,Female,White women,Rural,Small Cities/Rural, Virginia,,,Other,Election day exit poll,,Yes,Version 1,Donald Trump,Election day,,23944.0
277302648.0,0.956946194171906,Glenn Youngkin,Winsome Sears,Jason Miyares,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,10.0,,Left in place,,,Too liberal,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",,,College graduate,More than high school graduate,Non white college degree,Non-whites,Only Youngkin,Unfavorable,Favorable,Favorable,To express opposition to Joe Biden,,1.0,Yes,,,,,,,,,,The economy/jobs,No,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,132.0,Independent/Something else,Conservative Republicans,Other,Asian,State questionnaire,Asian,Non-white,Asian,South,About right,Male,All other races,Suburbs,Suburbs, Virginia,,,Other,Election day exit poll,,Yes,Version 1,Donald Trump,Election day,,20117.0
277302649.0,0.532277345657349,Glenn Youngkin,Winsome Sears,Did not vote,,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,4.0,,Left in place,,,About right,Election day,Attended college but received no degree,,,No college degree,More than high school graduate,White no college degree,White men non college graduates,Only Youngkin,Unfavorable,Favorable,Favorable,Joe Biden was not a factor,,3.0,,,,,,,,,,,Omit,No,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,279.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,About right,Male,White men,Suburbs,Suburbs, Virginia,,,White suburban men,Election day exit poll,,Yes,Version 1,Donald Trump,Election day,,23434.0
277302650.0,1.5118145942688,Glenn Youngkin,Winsome Sears,Jason Miyares,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,8.0,,Left in place,,,Too liberal,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",,,College graduate,More than high school graduate,White college degree,White men college graduates,Only Youngkin,Unfavorable,Favorable,Favorable,Joe Biden was not a factor,,1.0,,,,,,,,,,,Education,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,60.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,South,Not conservative enough,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Virginia,,,Other,Election day exit poll,,No,Version 1,Donald Trump,Election day,,22306.0
277302651.0,1.99146831035614,Glenn Youngkin,Winsome Sears,Jason Miyares,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Strongly or somewhat approve,Somewhat approve,,Call 1,2.0,,Left in place,,,About right,Election day,Attended college but received no degree,,,No college degree,More than high school graduate,White no college degree,White women non college graduates,Only Youngkin,Unfavorable,Favorable,Favorable,To express opposition to Joe Biden,,3.0,Yes,,,,,,,,,,The economy/jobs,No,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,298.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,Not conservative enough,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Virginia,,,Other,Election day exit poll,,Yes,Version 1,Donald Trump,Election day,,23455.0
277302652.0,0.619808435440063,Terry McAuliffe,Winsome Sears,Mark Herring,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,,No,Call 1,4.0,No,,Very confident or somewhat confident,Very confident,,Election day,Bachelor's degree (BA or BS),A lot,A lot or Some,College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,For your candidate,3.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men without children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,279.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,,Male,Black men,Suburbs,Suburbs, Virginia,Good,Excellent or Good,Other,Election day exit poll,Favor,,Version 2,,Election day,All others,23434.0
277302653.0,1.26113045215607,Glenn Youngkin,Winsome Sears,Jason Miyares,,,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,1.0,,Left in place,,,Too liberal,Election day,Bachelor's degree (BA or BS),,,College graduate,More than high school graduate,White college degree,White women college graduates,Only Youngkin,Unfavorable,Favorable,Favorable,To express opposition to Joe Biden,,1.0,Yes,,,,,,,,,,Education,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,170.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,About right,Female,White women,Suburbs,Suburbs, Virginia,,,White suburban women,Election day exit poll,,Yes,Version 1,Donald Trump,Election day,,20136.0
277302654.0,1.22498488426208,Glenn Youngkin,Winsome Sears,Jason Miyares,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,Call 1,10.0,Yes,,Very confident or somewhat confident,Somewhat confident,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",A lot,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,,No,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,132.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Not so good,Not so good or Poor,White suburban women,Election day exit poll,Opoose,,Version 2,,Election day,All others,20117.0
277302655.0,1.57587552070618,Terry McAuliffe,Hala Ayala,Mark Herring,,,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Omit,Omit,,Call 1,4.0,,Omit,,,About right,Election day,Never attended college,,,No college degree,High school graduate or less,Non white no college degree,Non-whites,Omit,Omit,Unfavorable,Omit,Joe Biden was not a factor,,3.0,,,,,,,,,,,Omit,No,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,279.0,,,Black,Black,State questionnaire,Black,Non-white,Black,South,Too conservative,Male,Black men,Suburbs,Suburbs, Virginia,,,Other,Election day exit poll,,,Version 1,Joe Biden,Election day,,23434.0
277302656.0,1.42445731163025,Glenn Youngkin,Winsome Sears,Jason Miyares,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,8.0,,Left in place,,,Too liberal,Election day,Bachelor's degree (BA or BS),,,College graduate,More than high school graduate,White college degree,White men college graduates,Only Youngkin,Unfavorable,Favorable,Favorable,Joe Biden was not a factor,,1.0,Yes,,,,,,,,,,The economy/jobs,No,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,60.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,About right,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Virginia,,,Other,Election day exit poll,,Yes,Version 1,Donald Trump,Election day,,22306.0
277302657.0,1.08212292194366,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,,No,Call 1,4.0,No,,Very confident or somewhat confident,Somewhat confident,,Election day,Attended college but received no degree,Some,A lot or Some,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,For your candidate,3.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,279.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,,Female,Black women,Suburbs,Suburbs, Virginia,Not so good,Not so good or Poor,Other,Election day exit poll,Favor,,Version 2,,Election day,All others,23434.0
277302658.0,0.559708476066589,Glenn Youngkin,Winsome Sears,Jason Miyares,Illegal,Illegal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Yes,Call 1,5.0,Yes,,Not very confident or not at all confident,Not very confident,,Election day,Bachelor's degree (BA or BS),A lot,A lot or Some,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,For your candidate,4.0,,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Omit,Omit,Omit,,No,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,24.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,South,,Male,White men,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban men,Election day exit poll,Opoose,,Version 2,,Election day,White Born-again/Evangelical Christians,24588.0
277302659.0,1.95914149284363,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,,No,Call 1,2.0,Yes,,Very confident or somewhat confident,Somewhat confident,,Election day,Never attended college,A lot,A lot or Some,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,For your candidate,3.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men with children,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,298.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,,Male,Black men,"Cities 50,000-500,000","Cities over 50,000", Virginia,Good,Excellent or Good,Other,Election day exit poll,Favor,,Version 2,,Election day,All others,23455.0
277302660.0,1.39459812641144,Glenn Youngkin,Winsome Sears,Jason Miyares,Legal,Legal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,Call 1,1.0,No,,Very confident or somewhat confident,Very confident,,Election day,Bachelor's degree (BA or BS),A lot,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Glenn Youngkin or Neither,Neither of them,Only Terry McAuliffe or Neither,Only Glenn Youngkin or Neither,Neither of them,Only Terry McAuliffe or Neither,Only Glenn Youngkin or Neither,Neither of them,Only Terry McAuliffe or Neither,,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,170.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban women,Election day exit poll,Opoose,,Version 2,,Election day,All others,20136.0
277302661.0,1.54153835773468,Terry McAuliffe,Hala Ayala,Mark Herring,,,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Strongly or somewhat approve,Strongly approve,,Call 1,7.0,,Omit,,,About right,Election day,Attended college but received no degree,,,No college degree,More than high school graduate,Non white no college degree,Non-whites,Only McAuliffe,Favorable,Unfavorable,Unfavorable,To express support for Joe Biden,,2.0,No,,,,,,,,,,The economy/jobs,No,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,144.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Omit,Female,Black women,Rural,Small Cities/Rural, Virginia,,,Other,Election day exit poll,,Yes,Version 1,Joe Biden,Election day,,23117.0
277302662.0,0.746836483478546,Glenn Youngkin,Winsome Sears,Mark Herring,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,Call 1,8.0,,Removed,,,Too liberal,Election day,Bachelor's degree (BA or BS),,,College graduate,More than high school graduate,White college degree,White men college graduates,Neither of them,Unfavorable,Unfavorable,Unfavorable,To express opposition to Joe Biden,,1.0,Yes,,,,,,,,,,Taxes,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,60.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,Too conservative,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Virginia,,,Other,Election day exit poll,,Yes,Version 1,Other,Election day,,22306.0
277302663.0,0.652652502059937,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,No,Call 1,4.0,Yes,,Very confident or somewhat confident,Somewhat confident,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Against his opponent,3.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Both of them,Only Glenn Youngkin or Both,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,279.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban women,Election day exit poll,Favor,,Version 2,,Election day,All others,23434.0
277302664.0,0.85928201675415,Glenn Youngkin,Winsome Sears,Jason Miyares,Omit,Omit,,,,,,,,,,Complete,,,Yes,Call 1,5.0,Yes,,Very confident or somewhat confident,Very confident,,Election day,Attended college but received no degree,Some,A lot or Some,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,For your candidate,4.0,,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,,No,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Liberal,24.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,,Male,White men,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban men,Election day exit poll,Opoose,,Version 2,,Election day,White Born-again/Evangelical Christians,24588.0
277302665.0,0.582284331321716,Terry McAuliffe,Hala Ayala,Mark Herring,,,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,4.0,,Removed,,,Too liberal,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",,,College graduate,More than high school graduate,Non white college degree,Non-whites,Neither of them,Unfavorable,Favorable,Unfavorable,To express support for Joe Biden,,3.0,Yes,,,,,,,,,,Taxes,No,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,279.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Too conservative,Female,Black women,Suburbs,Suburbs, Virginia,,,Other,Election day exit poll,,Yes,Version 1,Joe Biden,Election day,,23434.0
277302666.0,1.37480914592743,Glenn Youngkin,Winsome Sears,Jason Miyares,,,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,5.0,,Left in place,,,Too liberal,Election day,Attended college but received no degree,,,No college degree,More than high school graduate,White no college degree,White men non college graduates,Only Youngkin,Unfavorable,Favorable,Favorable,To express opposition to Joe Biden,,5.0,,,,,,,,,,,Taxes,No,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,98.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,Not conservative enough,Male,White men,Suburbs,Suburbs, Virginia,,,White suburban men,Election day exit poll,,Yes,Version 1,Donald Trump,Election day,,22973.0
277302667.0,1.72431933879852,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,,No,Call 1,8.0,No,,Very confident or somewhat confident,Somewhat confident,,Election day,Attended college but received no degree,Some,A lot or Some,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,Yes,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,60.0,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000", Virginia,Good,Excellent or Good,Other,Election day exit poll,Favor,,Version 2,,Election day,All others,22306.0
277302668.0,1.99146831035614,Glenn Youngkin,Winsome Sears,Jason Miyares,,,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Strongly or somewhat approve,Strongly approve,,Call 1,2.0,,Left in place,,,About right,Election day,Attended college but received no degree,,,No college degree,More than high school graduate,White no college degree,White women non college graduates,Neither of them,Unfavorable,Favorable,Unfavorable,To express opposition to Joe Biden,,3.0,Yes,,,,,,,,,,The economy/jobs,No,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,298.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,Not conservative enough,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Virginia,,,Other,Election day exit poll,,Yes,Version 1,Donald Trump,Election day,,23455.0
277302669.0,1.42164623737335,Terry McAuliffe,Hala Ayala,Mark Herring,,,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Strongly or somewhat approve,Strongly approve,,Call 1,1.0,,Removed,,,About right,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",,,College graduate,More than high school graduate,White college degree,White men college graduates,Only McAuliffe,Favorable,Unfavorable,Unfavorable,Joe Biden was not a factor,,1.0,No,,,,,,,,,,The coronavirus pandemic,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,170.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,South,Too conservative,Male,White men,Suburbs,Suburbs, Virginia,,,White suburban men,Election day exit poll,,Yes,Version 1,Joe Biden,Election day,,20136.0
