ID,WEIGHT,SEN2GA21,SENGA21,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONTROLSEN,COUNT2GA,COUNTACCGA,COVIDHARDSHIP,COVIDHARDSHIP2,COVIDWORRY,COVIDWORRY2,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GA2020FAIR,GEOCODE,LATINO,LOEFFLERISS,OSSOFFISS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PERDUEISS,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,VERSION,VETVOTER,VOTE2020,VOTEMETHOD,WARNOCKISS,WHTEVANG
277269291.0,0.39152962953,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,4.0,The Democratic Party,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,2.0,No,Too conservative,About right,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Too conservative,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269292.0,0.32156066557,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,,4.0,The Democratic Party,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Too conservative,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Male,Black men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269293.0,0.14740772635,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,,4.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269294.0,0.46495824077,Raphael Warnock,Jon Ossoff,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,All others,All others,Complete,Yes,,5.0,Omit,Omit,Omit,Omit,Omit,Somewhat worried,Very worried or somewhat worried,Absentee or early in-person,Omit,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Omit,2.0,No,Omit,Omit,,,,,,,Omit,,,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,South,Male,All other races,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Omit,Early in-person,Omit,All others
277269295.0,0.09865190405,Raphael Warnock,Jon Ossoff,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,,13.0,The Democratic Party,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269296.0,0.26447051194,Raphael Warnock,Jon Ossoff,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Yes,,13.0,The Democratic Party,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Yes,2.0,No,About right,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,About right,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269297.0,0.32156066557,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,,13.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,2.0,No,Too liberal,About right,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Too liberal,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Male,Black men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,Omit,All others
277269298.0,0.14962622326,Raphael Warnock,Jon Ossoff,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,No,,5.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Too conservative,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,South,Male,Black men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269299.0,0.23624403208,Raphael Warnock,Jon Ossoff,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,No,,13.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269300.0,0.11205238993,Raphael Warnock,Jon Ossoff,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,No,,4.0,The Democratic Party,Very confident or somewhat confident,Very confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Somewhat worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,Yes,Joe Biden,Early in-person,About right,All others
277269301.0,0.26430097401,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,,5.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269302.0,0.22050684691,Raphael Warnock,Jon Ossoff,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,No,,4.0,The Democratic Party,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Too conservative,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269303.0,0.24515484953,Raphael Warnock,Jon Ossoff,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,,4.0,The Democratic Party,Very confident or somewhat confident,Very confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,2.0,No,Too liberal,Too liberal,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,Too liberal,All others
277269304.0,0.14750228002,Raphael Warnock,Jon Ossoff,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Yes,,5.0,The Democratic Party,Very confident or somewhat confident,Very confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Not too worried,Not too worried or not at all worried,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,No,Too conservative,Too liberal,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269305.0,0.22815242225,Raphael Warnock,Jon Ossoff,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,No,,5.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Not too worried,Not too worried or not at all worried,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Too conservative,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,South,Male,Black men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269306.0,0.32156066557,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,,5.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Yes,2.0,No,Too liberal,About right,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Too liberal,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Male,Black men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269307.0,0.26447051194,Raphael Warnock,Jon Ossoff,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Yes,,13.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,2.0,No,Too liberal,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too liberal,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269308.0,0.3902174801,Raphael Warnock,Jon Ossoff,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Yes,,13.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Yes,2.0,No,Too liberal,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too liberal,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269309.0,0.08943940346,Raphael Warnock,Jon Ossoff,30-44,30-59,30-34,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,,5.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,No,Too liberal,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,About right,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269310.0,0.40405955689,Raphael Warnock,Jon Ossoff,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,,5.0,The Democratic Party,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Not too worried,Not too worried or not at all worried,Absentee or early in-person,Omit,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,3.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269311.0,0.19858863402,Raphael Warnock,Jon Ossoff,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,,13.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Somewhat worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269312.0,0.54765988946,Kelly Loeffler,David Perdue,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,4.0,The Republican Party,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Absentee or early in-person,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Omit,2.0,No,About right,Too liberal,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,About right,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,Female,White women,Suburbs,Suburbs,English, Georgia,White suburban women,Telephone survey,Version 1,No,Donald Trump,Early in-person,Too liberal,All others
277269313.0,0.26447051194,Raphael Warnock,Jon Ossoff,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Yes,,13.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Yes,2.0,No,Too liberal,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too liberal,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269314.0,0.08774586188,Raphael Warnock,Jon Ossoff,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,No,,5.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Not at all worried,Not too worried or not at all worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,Yes,Too conservative,About right,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Too conservative,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,Female,Latino women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269315.0,0.19858863402,Raphael Warnock,Jon Ossoff,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,,13.0,The Democratic Party,Very confident or somewhat confident,Very confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Yes,2.0,No,Too liberal,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too liberal,,,,,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269316.0,0.14740772635,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,,4.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,No,Omit,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Omit,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269317.0,0.1552699382,Raphael Warnock,Jon Ossoff,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,,5.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Too conservative,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,South,Male,Black men,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269318.0,0.23624403208,Raphael Warnock,Jon Ossoff,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,No,,13.0,The Democratic Party,Very confident or somewhat confident,Very confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269319.0,0.24669482202,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,,13.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Too conservative,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269320.0,0.14740772635,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,,5.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,2.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269321.0,0.10338014209,Raphael Warnock,Jon Ossoff,30-44,30-59,35-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,,4.0,The Democratic Party,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Not too worried,Not too worried or not at all worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Too conservative,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269322.0,0.26430097401,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,,4.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Very worried,Very worried or somewhat worried,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,2.0,No,Too conservative,About right,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Too conservative,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English, Georgia,Other,Telephone survey,Version 1,No,Joe Biden,Early in-person,About right,All others
277269323.0,0.38746693299,Raphael Warnock,Jon Ossoff,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,5.0,The Democratic Party,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Somewhat worried,Very worried or somewhat worried,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Yes,2.0,No,Too conservative,Too liberal,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,About right,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,Male,White men,Suburbs,Suburbs,English, Georgia,White suburban men,Telephone survey,Version 1,Yes,Joe Biden,Early in-person,About right,All others
